ROUTE BETWEEN AIRPORTS,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
CKB -> SFB,1850.0,16.666666666666668,0.0,282.0,0.0,0.0,0.0,0.0,982.0,8.846846846846846,0.0,282.0,167.0,1.5045045045045045,0.0,76.0,0.0,0.0,0.0,0.0,701.0,6.315315315315315,0.0,98.0
AUS -> DCA,1849.0,5.065753424657534,0.0,202.0,31.0,0.08493150684931507,0.0,31.0,604.0,1.6547945205479453,0.0,147.0,388.0,1.063013698630137,0.0,78.0,0.0,0.0,0.0,0.0,826.0,2.263013698630137,0.0,202.0
BZN -> LAS,1849.0,16.36283185840708,0.0,543.0,175.0,1.5486725663716814,0.0,142.0,650.0,5.752212389380531,0.0,542.0,544.0,4.814159292035399,0.0,157.0,0.0,0.0,0.0,0.0,480.0,4.247787610619469,0.0,182.0
OMA -> LAX,1846.0,7.182879377431907,0.0,466.0,602.0,2.342412451361868,0.0,466.0,636.0,2.4747081712062258,0.0,231.0,361.0,1.404669260700389,0.0,50.0,0.0,0.0,0.0,0.0,247.0,0.9610894941634242,0.0,77.0
SEA -> CHS,1845.0,6.473684210526316,0.0,185.0,131.0,0.45964912280701753,0.0,98.0,714.0,2.5052631578947366,0.0,185.0,821.0,2.880701754385965,0.0,78.0,0.0,0.0,0.0,0.0,179.0,0.6280701754385964,0.0,100.0
OAK -> IND,1842.0,10.465909090909092,0.0,196.0,0.0,0.0,0.0,0.0,959.0,5.448863636363637,0.0,179.0,100.0,0.5681818181818182,0.0,24.0,0.0,0.0,0.0,0.0,783.0,4.448863636363637,0.0,186.0
PHX -> AMA,1837.0,15.057377049180328,0.0,191.0,0.0,0.0,0.0,0.0,260.0,2.1311475409836067,0.0,56.0,87.0,0.7131147540983607,0.0,20.0,3.0,0.02459016393442623,0.0,3.0,1487.0,12.188524590163935,0.0,191.0
OMA -> SFB,1835.0,17.64423076923077,0.0,274.0,69.0,0.6634615384615384,0.0,28.0,411.0,3.951923076923077,0.0,118.0,233.0,2.2403846153846154,0.0,28.0,7.0,0.0673076923076923,0.0,7.0,1115.0,10.721153846153847,0.0,274.0
SFB -> HTS,1835.0,8.534883720930232,0.0,205.0,395.0,1.8372093023255813,0.0,159.0,580.0,2.697674418604651,0.0,116.0,310.0,1.441860465116279,0.0,46.0,0.0,0.0,0.0,0.0,550.0,2.558139534883721,0.0,190.0
AZA -> RFD,1835.0,11.613924050632912,0.0,233.0,34.0,0.21518987341772153,0.0,23.0,967.0,6.120253164556962,0.0,225.0,347.0,2.1962025316455698,0.0,131.0,0.0,0.0,0.0,0.0,487.0,3.0822784810126582,0.0,60.0
ORD -> ERI,1834.0,8.817307692307692,0.0,238.0,61.0,0.2932692307692308,0.0,27.0,410.0,1.9711538461538463,0.0,44.0,469.0,2.2548076923076925,0.0,73.0,0.0,0.0,0.0,0.0,894.0,4.298076923076923,0.0,189.0
MYR -> IND,1831.0,22.8875,0.0,229.0,0.0,0.0,0.0,0.0,473.0,5.9125,0.0,100.0,360.0,4.5,0.0,94.0,0.0,0.0,0.0,0.0,998.0,12.475,0.0,218.0
SGF -> VPS,1828.0,20.53932584269663,0.0,408.0,135.0,1.5168539325842696,0.0,51.0,340.0,3.8202247191011236,0.0,227.0,80.0,0.898876404494382,0.0,16.0,0.0,0.0,0.0,0.0,1273.0,14.303370786516854,0.0,403.0
BWI -> PDX,1827.0,18.454545454545453,0.0,285.0,554.0,5.595959595959596,0.0,164.0,155.0,1.5656565656565657,0.0,32.0,337.0,3.404040404040404,0.0,60.0,0.0,0.0,0.0,0.0,781.0,7.888888888888889,0.0,258.0
ICT -> PHX,1826.0,4.8179419525065965,0.0,180.0,64.0,0.16886543535620052,0.0,52.0,238.0,0.6279683377308707,0.0,53.0,231.0,0.6094986807387863,0.0,30.0,0.0,0.0,0.0,0.0,1293.0,3.411609498680739,0.0,176.0
PHF -> PHL,1826.0,12.013157894736842,0.0,251.0,0.0,0.0,0.0,0.0,920.0,6.052631578947368,0.0,251.0,133.0,0.875,0.0,81.0,0.0,0.0,0.0,0.0,773.0,5.0855263157894735,0.0,119.0
MHT -> ATL,1825.0,6.784386617100372,0.0,747.0,0.0,0.0,0.0,0.0,1599.0,5.944237918215613,0.0,747.0,226.0,0.8401486988847584,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR -> VPS,1825.0,17.38095238095238,0.0,403.0,107.0,1.019047619047619,0.0,107.0,228.0,2.1714285714285713,0.0,50.0,490.0,4.666666666666667,0.0,72.0,180.0,1.7142857142857142,0.0,75.0,820.0,7.809523809523809,0.0,322.0
PHX -> MTJ,1824.0,10.133333333333333,0.0,183.0,0.0,0.0,0.0,0.0,832.0,4.622222222222222,0.0,180.0,445.0,2.4722222222222223,0.0,45.0,0.0,0.0,0.0,0.0,547.0,3.0388888888888888,0.0,84.0
MSY -> USA,1823.0,17.528846153846153,0.0,457.0,16.0,0.15384615384615385,0.0,16.0,386.0,3.7115384615384617,0.0,160.0,147.0,1.4134615384615385,0.0,39.0,0.0,0.0,0.0,0.0,1274.0,12.25,0.0,453.0
MOB -> CLT,1823.0,14.2421875,0.0,180.0,89.0,0.6953125,0.0,50.0,447.0,3.4921875,0.0,113.0,123.0,0.9609375,0.0,36.0,0.0,0.0,0.0,0.0,1164.0,9.09375,0.0,144.0
MSN -> PHX,1821.0,9.58421052631579,0.0,232.0,70.0,0.3684210526315789,0.0,26.0,968.0,5.094736842105263,0.0,228.0,716.0,3.768421052631579,0.0,107.0,0.0,0.0,0.0,0.0,67.0,0.3526315789473684,0.0,47.0
OMA -> SEA,1821.0,4.989041095890411,0.0,287.0,0.0,0.0,0.0,0.0,237.0,0.6493150684931507,0.0,61.0,880.0,2.410958904109589,0.0,147.0,0.0,0.0,0.0,0.0,704.0,1.9287671232876713,0.0,138.0
PHX -> ANC,1815.0,9.075,0.0,224.0,0.0,0.0,0.0,0.0,714.0,3.57,0.0,117.0,250.0,1.25,0.0,26.0,20.0,0.1,0.0,20.0,831.0,4.155,0.0,98.0
PDX -> DTW,1815.0,3.7192622950819674,0.0,158.0,5.0,0.010245901639344262,0.0,5.0,443.0,0.9077868852459017,0.0,118.0,207.0,0.42418032786885246,0.0,36.0,0.0,0.0,0.0,0.0,1160.0,2.377049180327869,0.0,158.0
EVV -> CLT,1814.0,9.912568306010929,0.0,559.0,248.0,1.355191256830601,0.0,209.0,663.0,3.622950819672131,0.0,559.0,346.0,1.8907103825136613,0.0,59.0,0.0,0.0,0.0,0.0,557.0,3.0437158469945356,0.0,209.0
AUS -> MCI,1813.0,5.18,0.0,207.0,0.0,0.0,0.0,0.0,408.0,1.1657142857142857,0.0,75.0,188.0,0.5371428571428571,0.0,57.0,0.0,0.0,0.0,0.0,1217.0,3.4771428571428573,0.0,193.0
PIE -> SYR,1812.0,8.669856459330143,0.0,506.0,338.0,1.6172248803827751,0.0,174.0,924.0,4.421052631578948,0.0,506.0,163.0,0.7799043062200957,0.0,44.0,0.0,0.0,0.0,0.0,387.0,1.8516746411483254,0.0,180.0
PIE -> LCK,1811.0,10.652941176470588,0.0,175.0,562.0,3.3058823529411763,0.0,96.0,344.0,2.023529411764706,0.0,144.0,182.0,1.0705882352941176,0.0,31.0,0.0,0.0,0.0,0.0,723.0,4.252941176470588,0.0,175.0
OAK -> MSY,1811.0,5.1303116147308785,0.0,266.0,0.0,0.0,0.0,0.0,1030.0,2.917847025495751,0.0,266.0,322.0,0.9121813031161473,0.0,106.0,22.0,0.06232294617563739,0.0,22.0,437.0,1.2379603399433428,0.0,86.0
MSP -> JAX,1809.0,6.460714285714285,0.0,333.0,92.0,0.32857142857142857,0.0,92.0,548.0,1.957142857142857,0.0,193.0,590.0,2.107142857142857,0.0,83.0,0.0,0.0,0.0,0.0,579.0,2.067857142857143,0.0,322.0
TUS -> MSP,1804.0,10.867469879518072,0.0,402.0,200.0,1.2048192771084338,0.0,100.0,604.0,3.63855421686747,0.0,402.0,74.0,0.4457831325301205,0.0,25.0,0.0,0.0,0.0,0.0,926.0,5.578313253012048,0.0,214.0
OAK -> CMH,1803.0,9.852459016393443,0.0,145.0,0.0,0.0,0.0,0.0,1288.0,7.038251366120218,0.0,145.0,103.0,0.5628415300546448,0.0,19.0,23.0,0.12568306010928962,0.0,23.0,389.0,2.1256830601092895,0.0,53.0
SJU -> MDW,1803.0,8.925742574257425,0.0,208.0,41.0,0.20297029702970298,0.0,41.0,515.0,2.5495049504950495,0.0,163.0,422.0,2.089108910891089,0.0,53.0,0.0,0.0,0.0,0.0,825.0,4.084158415841584,0.0,201.0
CLE -> RDU,1803.0,10.86144578313253,0.0,264.0,0.0,0.0,0.0,0.0,679.0,4.090361445783133,0.0,264.0,360.0,2.1686746987951806,0.0,139.0,0.0,0.0,0.0,0.0,764.0,4.602409638554217,0.0,156.0
MSY -> CVG,1802.0,13.25,0.0,231.0,0.0,0.0,0.0,0.0,174.0,1.2794117647058822,0.0,66.0,130.0,0.9558823529411765,0.0,18.0,0.0,0.0,0.0,0.0,1498.0,11.014705882352942,0.0,228.0
ADK -> ANC,1801.0,17.317307692307693,0.0,206.0,23.0,0.22115384615384615,0.0,15.0,95.0,0.9134615384615384,0.0,35.0,236.0,2.269230769230769,0.0,112.0,1035.0,9.951923076923077,0.0,98.0,412.0,3.9615384615384617,0.0,182.0
AZA -> EUG,1800.0,14.754098360655737,0.0,139.0,36.0,0.29508196721311475,0.0,36.0,867.0,7.10655737704918,0.0,139.0,227.0,1.860655737704918,0.0,71.0,0.0,0.0,0.0,0.0,670.0,5.491803278688525,0.0,113.0
ALB -> RSW,1800.0,18.556701030927837,0.0,256.0,3.0,0.030927835051546393,0.0,3.0,138.0,1.422680412371134,0.0,60.0,416.0,4.288659793814433,0.0,59.0,0.0,0.0,0.0,0.0,1243.0,12.814432989690722,0.0,256.0
ONT -> ATL,1800.0,4.761904761904762,0.0,209.0,0.0,0.0,0.0,0.0,924.0,2.4444444444444446,0.0,205.0,149.0,0.3941798941798942,0.0,27.0,0.0,0.0,0.0,0.0,727.0,1.9232804232804233,0.0,126.0
PIA -> PIE,1799.0,11.835526315789474,0.0,364.0,94.0,0.618421052631579,0.0,45.0,405.0,2.664473684210526,0.0,158.0,523.0,3.4407894736842106,0.0,364.0,0.0,0.0,0.0,0.0,777.0,5.1118421052631575,0.0,211.0
HDN -> LAX,1799.0,17.637254901960784,0.0,1012.0,24.0,0.23529411764705882,0.0,24.0,1054.0,10.333333333333334,0.0,968.0,130.0,1.2745098039215685,0.0,44.0,0.0,0.0,0.0,0.0,591.0,5.794117647058823,0.0,310.0
IAG -> PIE,1799.0,13.227941176470589,0.0,339.0,227.0,1.6691176470588236,0.0,155.0,292.0,2.1470588235294117,0.0,49.0,187.0,1.375,0.0,92.0,0.0,0.0,0.0,0.0,1093.0,8.036764705882353,0.0,339.0
DFW -> HDN,1798.0,14.26984126984127,0.0,208.0,20.0,0.15873015873015872,0.0,20.0,361.0,2.865079365079365,0.0,57.0,497.0,3.9444444444444446,0.0,59.0,0.0,0.0,0.0,0.0,920.0,7.301587301587301,0.0,194.0
ALB -> PHL,1798.0,19.977777777777778,0.0,283.0,205.0,2.2777777777777777,0.0,195.0,100.0,1.1111111111111112,0.0,62.0,441.0,4.9,0.0,143.0,0.0,0.0,0.0,0.0,1052.0,11.688888888888888,0.0,183.0
IAH -> ONT,1796.0,8.552380952380952,0.0,652.0,119.0,0.5666666666666667,0.0,119.0,1126.0,5.3619047619047615,0.0,652.0,22.0,0.10476190476190476,0.0,22.0,0.0,0.0,0.0,0.0,529.0,2.519047619047619,0.0,87.0
MVY -> DCA,1792.0,16.440366972477065,0.0,358.0,0.0,0.0,0.0,0.0,70.0,0.6422018348623854,0.0,19.0,766.0,7.027522935779817,0.0,219.0,0.0,0.0,0.0,0.0,956.0,8.770642201834862,0.0,307.0
IAH -> OAK,1789.0,10.164772727272727,0.0,244.0,23.0,0.13068181818181818,0.0,21.0,284.0,1.6136363636363635,0.0,118.0,493.0,2.8011363636363638,0.0,59.0,0.0,0.0,0.0,0.0,989.0,5.619318181818182,0.0,223.0
SNA -> AUS,1788.0,9.878453038674033,0.0,191.0,0.0,0.0,0.0,0.0,565.0,3.1215469613259668,0.0,191.0,389.0,2.149171270718232,0.0,78.0,0.0,0.0,0.0,0.0,834.0,4.607734806629834,0.0,170.0
LIH -> KOA,1786.0,4.7,0.0,183.0,5.0,0.013157894736842105,0.0,3.0,390.0,1.0263157894736843,0.0,35.0,17.0,0.04473684210526316,0.0,17.0,0.0,0.0,0.0,0.0,1374.0,3.6157894736842104,0.0,157.0
TTN -> JAX,1777.0,13.162962962962963,0.0,269.0,0.0,0.0,0.0,0.0,971.0,7.192592592592592,0.0,267.0,119.0,0.8814814814814815,0.0,28.0,0.0,0.0,0.0,0.0,687.0,5.088888888888889,0.0,269.0
TYS -> MSP,1774.0,5.0685714285714285,0.0,347.0,519.0,1.4828571428571429,0.0,347.0,883.0,2.5228571428571427,0.0,146.0,372.0,1.062857142857143,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONT -> DAL,1774.0,4.8075880758807585,0.0,170.0,0.0,0.0,0.0,0.0,494.0,1.3387533875338753,0.0,119.0,468.0,1.2682926829268293,0.0,170.0,0.0,0.0,0.0,0.0,812.0,2.200542005420054,0.0,135.0
PGD -> PSM,1771.0,11.728476821192054,0.0,291.0,89.0,0.5894039735099338,0.0,46.0,1156.0,7.655629139072848,0.0,291.0,156.0,1.033112582781457,0.0,40.0,0.0,0.0,0.0,0.0,370.0,2.4503311258278146,0.0,88.0
DEN -> AVL,1771.0,16.55140186915888,0.0,182.0,91.0,0.8504672897196262,0.0,57.0,372.0,3.4766355140186915,0.0,108.0,451.0,4.214953271028038,0.0,120.0,12.0,0.11214953271028037,0.0,12.0,845.0,7.897196261682243,0.0,160.0
RAP -> EWR,1769.0,80.4090909090909,0.0,1001.0,0.0,0.0,0.0,0.0,62.0,2.8181818181818183,0.0,46.0,1665.0,75.68181818181819,0.0,1001.0,0.0,0.0,0.0,0.0,42.0,1.9090909090909092,0.0,35.0
VPS -> LCK,1768.0,36.833333333333336,0.0,1442.0,0.0,0.0,0.0,0.0,1647.0,34.3125,0.0,1442.0,93.0,1.9375,0.0,31.0,0.0,0.0,0.0,0.0,28.0,0.5833333333333334,0.0,28.0
PVU -> LAX,1767.0,16.82857142857143,0.0,1054.0,53.0,0.5047619047619047,0.0,53.0,1159.0,11.038095238095238,0.0,1052.0,179.0,1.7047619047619047,0.0,59.0,0.0,0.0,0.0,0.0,376.0,3.580952380952381,0.0,85.0
OKC -> LAX,1767.0,26.772727272727273,0.0,624.0,93.0,1.4090909090909092,0.0,64.0,470.0,7.121212121212121,0.0,210.0,232.0,3.515151515151515,0.0,40.0,0.0,0.0,0.0,0.0,972.0,14.727272727272727,0.0,544.0
DSM -> PGD,1766.0,15.094017094017094,0.0,220.0,151.0,1.2905982905982907,0.0,96.0,431.0,3.6837606837606836,0.0,165.0,385.0,3.2905982905982905,0.0,65.0,0.0,0.0,0.0,0.0,799.0,6.829059829059829,0.0,209.0
SLC -> CLE,1764.0,7.1417004048583,0.0,184.0,22.0,0.08906882591093117,0.0,15.0,752.0,3.0445344129554655,0.0,184.0,222.0,0.8987854251012146,0.0,31.0,0.0,0.0,0.0,0.0,768.0,3.1093117408906883,0.0,150.0
LIT -> DCA,1763.0,4.83013698630137,0.0,246.0,49.0,0.13424657534246576,0.0,37.0,305.0,0.8356164383561644,0.0,70.0,266.0,0.7287671232876712,0.0,67.0,0.0,0.0,0.0,0.0,1143.0,3.1315068493150684,0.0,226.0
LCK -> PIE,1758.0,10.341176470588236,0.0,222.0,299.0,1.7588235294117647,0.0,78.0,330.0,1.9411764705882353,0.0,80.0,124.0,0.7294117647058823,0.0,27.0,0.0,0.0,0.0,0.0,1005.0,5.911764705882353,0.0,169.0
PIE -> BGR,1753.0,9.903954802259888,0.0,308.0,374.0,2.1129943502824857,0.0,135.0,640.0,3.615819209039548,0.0,209.0,150.0,0.847457627118644,0.0,28.0,0.0,0.0,0.0,0.0,589.0,3.327683615819209,0.0,278.0
ACY -> TPA,1752.0,4.813186813186813,0.0,393.0,180.0,0.4945054945054945,0.0,132.0,281.0,0.771978021978022,0.0,76.0,759.0,2.0851648351648353,0.0,393.0,0.0,0.0,0.0,0.0,532.0,1.4615384615384615,0.0,194.0
DEN -> HRL,1750.0,14.705882352941176,0.0,323.0,26.0,0.2184873949579832,0.0,26.0,616.0,5.176470588235294,0.0,323.0,390.0,3.277310924369748,0.0,172.0,0.0,0.0,0.0,0.0,718.0,6.033613445378151,0.0,269.0
LAX -> BDL,1749.0,6.940476190476191,0.0,242.0,8.0,0.031746031746031744,0.0,8.0,1008.0,4.0,0.0,126.0,171.0,0.6785714285714286,0.0,50.0,0.0,0.0,0.0,0.0,562.0,2.2301587301587302,0.0,209.0
AZA -> CID,1747.0,8.648514851485148,0.0,274.0,240.0,1.188118811881188,0.0,127.0,877.0,4.341584158415841,0.0,274.0,352.0,1.7425742574257426,0.0,70.0,36.0,0.1782178217821782,0.0,36.0,242.0,1.198019801980198,0.0,79.0
SLC -> MSY,1746.0,5.196428571428571,0.0,204.0,39.0,0.11607142857142858,0.0,17.0,721.0,2.1458333333333335,0.0,130.0,314.0,0.9345238095238095,0.0,117.0,0.0,0.0,0.0,0.0,672.0,2.0,0.0,192.0
SAN -> OMA,1743.0,3.4929859719438876,0.0,247.0,4.0,0.008016032064128256,0.0,4.0,736.0,1.4749498997995991,0.0,247.0,224.0,0.44889779559118237,0.0,23.0,0.0,0.0,0.0,0.0,779.0,1.5611222444889779,0.0,163.0
SCC -> ANC,1739.0,6.662835249042145,0.0,354.0,9.0,0.034482758620689655,0.0,9.0,0.0,0.0,0.0,0.0,152.0,0.5823754789272031,0.0,61.0,12.0,0.04597701149425287,0.0,12.0,1566.0,6.0,0.0,354.0
MLI -> SFB,1737.0,17.029411764705884,0.0,269.0,119.0,1.1666666666666667,0.0,95.0,205.0,2.0098039215686274,0.0,54.0,232.0,2.2745098039215685,0.0,94.0,0.0,0.0,0.0,0.0,1181.0,11.57843137254902,0.0,216.0
CLT -> BGR,1736.0,8.594059405940595,0.0,244.0,8.0,0.039603960396039604,0.0,8.0,577.0,2.8564356435643563,0.0,126.0,301.0,1.49009900990099,0.0,113.0,0.0,0.0,0.0,0.0,850.0,4.207920792079208,0.0,158.0
GJT -> LAS,1734.0,16.055555555555557,0.0,307.0,0.0,0.0,0.0,0.0,640.0,5.925925925925926,0.0,302.0,174.0,1.6111111111111112,0.0,62.0,0.0,0.0,0.0,0.0,920.0,8.518518518518519,0.0,190.0
OTZ -> OME,1734.0,5.648208469055374,0.0,102.0,95.0,0.30944625407166126,0.0,38.0,269.0,0.8762214983713354,0.0,75.0,299.0,0.9739413680781759,0.0,37.0,0.0,0.0,0.0,0.0,1071.0,3.488599348534202,0.0,102.0
BLV -> MYR,1733.0,78.77272727272727,0.0,612.0,418.0,19.0,0.0,384.0,483.0,21.954545454545453,0.0,467.0,2.0,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,830.0,37.72727272727273,0.0,596.0
BWI -> SRQ,1733.0,19.255555555555556,0.0,230.0,79.0,0.8777777777777778,0.0,38.0,365.0,4.055555555555555,0.0,172.0,322.0,3.577777777777778,0.0,67.0,0.0,0.0,0.0,0.0,967.0,10.744444444444444,0.0,226.0
IAH -> CRW,1733.0,13.229007633587786,0.0,285.0,0.0,0.0,0.0,0.0,767.0,5.854961832061068,0.0,128.0,514.0,3.9236641221374047,0.0,106.0,0.0,0.0,0.0,0.0,452.0,3.450381679389313,0.0,285.0
RSW -> DAL,1729.0,11.526666666666667,0.0,192.0,0.0,0.0,0.0,0.0,296.0,1.9733333333333334,0.0,96.0,172.0,1.1466666666666667,0.0,38.0,0.0,0.0,0.0,0.0,1261.0,8.406666666666666,0.0,133.0
HNL -> DEN,1727.0,4.568783068783069,0.0,223.0,0.0,0.0,0.0,0.0,788.0,2.0846560846560847,0.0,213.0,732.0,1.9365079365079365,0.0,81.0,0.0,0.0,0.0,0.0,207.0,0.5476190476190477,0.0,51.0
EVV -> SFB,1725.0,15.54054054054054,0.0,272.0,73.0,0.6576576576576577,0.0,40.0,803.0,7.2342342342342345,0.0,225.0,174.0,1.5675675675675675,0.0,47.0,0.0,0.0,0.0,0.0,675.0,6.081081081081081,0.0,145.0
ORD -> HRL,1724.0,19.155555555555555,0.0,366.0,91.0,1.011111111111111,0.0,91.0,780.0,8.666666666666666,0.0,335.0,336.0,3.7333333333333334,0.0,62.0,0.0,0.0,0.0,0.0,517.0,5.7444444444444445,0.0,241.0
CID -> PGD,1722.0,17.04950495049505,0.0,481.0,35.0,0.3465346534653465,0.0,20.0,175.0,1.7326732673267327,0.0,71.0,209.0,2.0693069306930694,0.0,33.0,0.0,0.0,0.0,0.0,1303.0,12.900990099009901,0.0,479.0
MSP -> OAK,1721.0,9.668539325842696,0.0,288.0,0.0,0.0,0.0,0.0,564.0,3.168539325842697,0.0,212.0,357.0,2.00561797752809,0.0,40.0,0.0,0.0,0.0,0.0,800.0,4.49438202247191,0.0,287.0
AZA -> GTF,1721.0,14.836206896551724,0.0,246.0,57.0,0.49137931034482757,0.0,57.0,973.0,8.387931034482758,0.0,233.0,379.0,3.2672413793103448,0.0,121.0,0.0,0.0,0.0,0.0,312.0,2.689655172413793,0.0,64.0
GFK -> LAS,1718.0,16.36190476190476,0.0,258.0,139.0,1.3238095238095238,0.0,115.0,262.0,2.4952380952380953,0.0,126.0,320.0,3.0476190476190474,0.0,143.0,0.0,0.0,0.0,0.0,997.0,9.495238095238095,0.0,247.0
ORD -> RDM,1715.0,11.993006993006993,0.0,177.0,142.0,0.993006993006993,0.0,67.0,515.0,3.6013986013986012,0.0,111.0,470.0,3.2867132867132867,0.0,67.0,0.0,0.0,0.0,0.0,588.0,4.111888111888112,0.0,102.0
RDU -> JAX,1712.0,11.646258503401361,0.0,327.0,0.0,0.0,0.0,0.0,554.0,3.7687074829931975,0.0,135.0,98.0,0.6666666666666666,0.0,29.0,0.0,0.0,0.0,0.0,1060.0,7.210884353741497,0.0,322.0
HNL -> ATL,1708.0,4.824858757062147,0.0,270.0,0.0,0.0,0.0,0.0,554.0,1.5649717514124293,0.0,159.0,281.0,0.7937853107344632,0.0,52.0,302.0,0.8531073446327684,0.0,264.0,571.0,1.612994350282486,0.0,242.0
CAE -> IAH,1708.0,10.948717948717949,0.0,500.0,491.0,3.1474358974358974,0.0,491.0,826.0,5.294871794871795,0.0,247.0,391.0,2.5064102564102564,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN -> TPA,1706.0,9.748571428571429,0.0,245.0,0.0,0.0,0.0,0.0,729.0,4.1657142857142855,0.0,196.0,156.0,0.8914285714285715,0.0,49.0,0.0,0.0,0.0,0.0,821.0,4.691428571428571,0.0,190.0
BNA -> GRR,1705.0,26.640625,0.0,432.0,68.0,1.0625,0.0,45.0,91.0,1.421875,0.0,36.0,99.0,1.546875,0.0,26.0,0.0,0.0,0.0,0.0,1447.0,22.609375,0.0,404.0
PGD -> SBN,1704.0,10.265060240963855,0.0,1117.0,17.0,0.10240963855421686,0.0,17.0,1384.0,8.337349397590362,0.0,1099.0,94.0,0.5662650602409639,0.0,32.0,0.0,0.0,0.0,0.0,209.0,1.2590361445783131,0.0,112.0
PBI -> CLE,1696.0,21.743589743589745,0.0,260.0,0.0,0.0,0.0,0.0,318.0,4.076923076923077,0.0,134.0,241.0,3.08974358974359,0.0,64.0,0.0,0.0,0.0,0.0,1137.0,14.576923076923077,0.0,260.0
KOA -> DFW,1695.0,12.555555555555555,0.0,1085.0,0.0,0.0,0.0,0.0,1122.0,8.311111111111112,0.0,1059.0,268.0,1.9851851851851852,0.0,42.0,0.0,0.0,0.0,0.0,305.0,2.259259259259259,0.0,79.0
ACY -> PBI,1694.0,10.083333333333334,0.0,284.0,197.0,1.1726190476190477,0.0,197.0,749.0,4.458333333333333,0.0,283.0,318.0,1.8928571428571428,0.0,49.0,0.0,0.0,0.0,0.0,430.0,2.5595238095238093,0.0,99.0
JAX -> IND,1693.0,18.402173913043477,0.0,288.0,0.0,0.0,0.0,0.0,532.0,5.782608695652174,0.0,167.0,107.0,1.1630434782608696,0.0,71.0,0.0,0.0,0.0,0.0,1054.0,11.456521739130435,0.0,288.0
MCI -> OAK,1691.0,5.35126582278481,0.0,182.0,0.0,0.0,0.0,0.0,525.0,1.6613924050632911,0.0,182.0,270.0,0.8544303797468354,0.0,46.0,0.0,0.0,0.0,0.0,896.0,2.8354430379746836,0.0,141.0
PDX -> RNO,1690.0,3.366533864541833,0.0,355.0,0.0,0.0,0.0,0.0,725.0,1.4442231075697212,0.0,164.0,177.0,0.35258964143426297,0.0,44.0,0.0,0.0,0.0,0.0,788.0,1.5697211155378485,0.0,355.0
DCA -> MYR,1690.0,5.13677811550152,0.0,155.0,89.0,0.270516717325228,0.0,89.0,320.0,0.9726443768996961,0.0,65.0,495.0,1.5045592705167172,0.0,109.0,8.0,0.0243161094224924,0.0,8.0,778.0,2.364741641337386,0.0,103.0
MSP -> XWA,1690.0,10.496894409937887,0.0,369.0,279.0,1.7329192546583851,0.0,184.0,291.0,1.8074534161490683,0.0,103.0,197.0,1.2236024844720497,0.0,34.0,0.0,0.0,0.0,0.0,923.0,5.732919254658385,0.0,369.0
TTN -> MYR,1689.0,17.59375,0.0,269.0,5.0,0.052083333333333336,0.0,5.0,208.0,2.1666666666666665,0.0,76.0,289.0,3.0104166666666665,0.0,64.0,0.0,0.0,0.0,0.0,1187.0,12.364583333333334,0.0,264.0
SYR -> SRQ,1684.0,21.58974358974359,0.0,339.0,15.0,0.19230769230769232,0.0,15.0,400.0,5.128205128205129,0.0,339.0,142.0,1.8205128205128205,0.0,73.0,0.0,0.0,0.0,0.0,1127.0,14.448717948717949,0.0,271.0
PHL -> BGR,1684.0,9.514124293785311,0.0,422.0,430.0,2.4293785310734464,0.0,412.0,348.0,1.9661016949152543,0.0,151.0,288.0,1.6271186440677967,0.0,42.0,0.0,0.0,0.0,0.0,618.0,3.4915254237288136,0.0,124.0
OMA -> HOU,1683.0,4.610958904109589,0.0,140.0,25.0,0.0684931506849315,0.0,15.0,544.0,1.4904109589041097,0.0,102.0,383.0,1.0493150684931507,0.0,37.0,0.0,0.0,0.0,0.0,731.0,2.0027397260273974,0.0,80.0
LGA -> MVY,1683.0,12.654135338345865,0.0,383.0,77.0,0.5789473684210527,0.0,77.0,177.0,1.330827067669173,0.0,65.0,309.0,2.3233082706766917,0.0,54.0,52.0,0.39097744360902253,0.0,52.0,1068.0,8.030075187969924,0.0,374.0
PHX -> ICT,1682.0,4.437994722955145,0.0,185.0,0.0,0.0,0.0,0.0,943.0,2.4881266490765173,0.0,185.0,53.0,0.13984168865435356,0.0,20.0,0.0,0.0,0.0,0.0,686.0,1.8100263852242744,0.0,166.0
