ROUTE_PATH,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,_c45,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,ORIGIN_UTC_LOCAL_TIME_VARIATION,DEST_LATITUDE,DEST_LONGITUDE,DEST_UTC_LOCAL_TIME_VARIATION,WHEELS_OFF_UTC_DATETIME,WHEELS_ON_UTC_DATETIME
1530402->1106606,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N781WN,2452,15304,1530402,TPA,"Tampa, FL",FL,Florida,11066,1106606,CMH,"Columbus, OH",OH,Ohio,825,824,-1.0,11.0,835,1040,6.0,1040,1046,6.0,0.0,"",0.0,135.0,142.0,125.0,829.0,4,"","","","","","",27.97555556,-82.53333333,-500,39.99694444,-82.89222222,-500,2019-03-08T13:35:00.000Z,2019-03-08T15:40:00.000Z
1530402->1106606,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N907WN,2503,15304,1530402,TPA,"Tampa, FL",FL,Florida,11066,1106606,CMH,"Columbus, OH",OH,Ohio,1250,1250,0.0,8.0,1258,1504,2.0,1505,1506,1.0,0.0,"",0.0,135.0,136.0,126.0,829.0,4,"","","","","","",27.97555556,-82.53333333,-500,39.99694444,-82.89222222,-500,2019-03-08T17:58:00.000Z,2019-03-08T20:04:00.000Z
1537604->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N742PS,2005,15376,1537604,TUS,"Tucson, AZ",AZ,Arizona,12892,1289208,LAX,"Los Angeles, CA",CA,California,1155,1153,-2.0,13.0,1206,1219,11.0,1240,1230,-10.0,0.0,"",0.0,105.0,97.0,73.0,451.0,2,"","","","","","",32.11611111,-110.94111111,-700,33.9425,-118.40805556,-800,2019-03-08T19:06:00.000Z,2019-03-08T20:19:00.000Z
1537604->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N641CA,4059,15376,1537604,TUS,"Tucson, AZ",AZ,Arizona,12892,1289208,LAX,"Los Angeles, CA",CA,California,800,752,-8.0,15.0,807,824,14.0,844,838,-6.0,0.0,"",0.0,104.0,106.0,77.0,451.0,2,"","","","","","",32.11611111,-110.94111111,-700,33.9425,-118.40805556,-800,2019-03-08T15:07:00.000Z,2019-03-08T16:24:00.000Z
1537604->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N701SK,2954,15376,1537604,TUS,"Tucson, AZ",AZ,Arizona,12892,1289208,LAX,"Los Angeles, CA",CA,California,802,755,-7.0,15.0,810,828,8.0,853,836,-17.0,0.0,"",0.0,111.0,101.0,78.0,451.0,2,"","","","","","",32.11611111,-110.94111111,-700,33.9425,-118.40805556,-800,2019-03-08T15:10:00.000Z,2019-03-08T16:28:00.000Z
1537604->1289208,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OO,20304,N260SY,3658,15376,1537604,TUS,"Tucson, AZ",AZ,Arizona,12892,1289208,LAX,"Los Angeles, CA",CA,California,1330,1328,-2.0,19.0,1347,1403,3.0,1410,1406,-4.0,0.0,"",0.0,100.0,98.0,76.0,451.0,2,"","","","","","",32.11611111,-110.94111111,-700,33.9425,-118.40805556,-800,2019-03-08T20:47:00.000Z,2019-03-08T22:03:00.000Z
1541205->1393006,2019,1,3,8,5,2019-03-08T00:00:00.000Z,MQ,20398,N941LT,4060,15412,1541205,TYS,"Knoxville, TN",TN,Tennessee,13930,1393006,ORD,"Chicago, IL",IL,Illinois,1441,1441,0.0,26.0,1507,1533,10.0,1534,1543,9.0,0.0,"",0.0,113.0,122.0,86.0,475.0,2,"","","","","","",35.80944444,-83.99527778,-500,41.97722222,-87.90805556,-600,2019-03-08T20:07:00.000Z,2019-03-08T21:33:00.000Z
1069302->1082106,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8627B,1202,10693,1069302,BNA,"Nashville, TN",TN,Tennessee,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,1445,1450,5.0,8.0,1458,1725,3.0,1725,1728,3.0,0.0,"",0.0,100.0,98.0,87.0,587.0,3,"","","","","","",36.12444444,-86.67805556,-600,39.17583333,-76.66888889,-500,2019-03-08T20:58:00.000Z,2019-03-08T22:25:00.000Z
1069302->1082106,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N465WN,2025,10693,1069302,BNA,"Nashville, TN",TN,Tennessee,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,720,811,51.0,7.0,818,1035,4.0,1005,1039,34.0,0.0,"",0.0,105.0,88.0,77.0,587.0,3,34.0,0.0,0.0,0.0,0.0,"",36.12444444,-86.67805556,-600,39.17583333,-76.66888889,-500,2019-03-08T14:18:00.000Z,2019-03-08T15:35:00.000Z
1069302->1082106,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N931WN,2421,10693,1069302,BNA,"Nashville, TN",TN,Tennessee,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,1235,1239,4.0,8.0,1247,1504,3.0,1515,1507,-8.0,0.0,"",0.0,100.0,88.0,77.0,587.0,3,"","","","","","",36.12444444,-86.67805556,-600,39.17583333,-76.66888889,-500,2019-03-08T18:47:00.000Z,2019-03-08T20:04:00.000Z
1082106->1468305,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N262WN,1562,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,14683,1468305,SAT,"San Antonio, TX",TX,Texas,1450,1447,-3.0,8.0,1455,1739,3.0,1745,1742,-3.0,0.0,"",0.0,235.0,235.0,224.0,1407.0,6,"","","","","","",39.17583333,-76.66888889,-500,29.53388889,-98.46916667,-600,2019-03-08T19:55:00.000Z,2019-03-08T23:39:00.000Z
1082106->1468305,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N8725L,2401,10821,1082106,BWI,"Baltimore, MD",MD,Maryland,14683,1468305,SAT,"San Antonio, TX",TX,Texas,820,819,-1.0,13.0,832,1108,3.0,1120,1111,-9.0,0.0,"",0.0,240.0,232.0,216.0,1407.0,6,"","","","","","",39.17583333,-76.66888889,-500,29.53388889,-98.46916667,-600,2019-03-08T13:32:00.000Z,2019-03-08T17:08:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N894AT,704,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1200,1157,-3.0,24.0,1221,1304,8.0,1318,1312,-6.0,0.0,"",0.0,78.0,75.0,43.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T17:21:00.000Z,2019-03-08T18:04:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N717JL,2316,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1335,1332,-3.0,19.0,1351,1438,5.0,1454,1443,-11.0,0.0,"",0.0,79.0,71.0,47.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T18:51:00.000Z,2019-03-08T19:38:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N915AT,2382,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,930,932,2.0,19.0,951,1034,5.0,1048,1039,-9.0,0.0,"",0.0,78.0,67.0,43.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T14:51:00.000Z,2019-03-08T15:34:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N937AT,2386,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1041,1039,-2.0,12.0,1051,1135,7.0,1153,1142,-11.0,0.0,"",0.0,72.0,63.0,44.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T15:51:00.000Z,2019-03-08T16:35:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N978AT,2428,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1459,1454,-5.0,22.0,1516,1606,7.0,1618,1613,-5.0,0.0,"",0.0,79.0,79.0,50.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T20:16:00.000Z,2019-03-08T21:06:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N982AT,2447,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1600,1557,-3.0,21.0,1618,1703,6.0,1716,1709,-7.0,0.0,"",0.0,76.0,72.0,45.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T21:18:00.000Z,2019-03-08T22:03:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N573NN,5354,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1556,1617,21.0,18.0,1635,1719,8.0,1711,1727,16.0,0.0,"",0.0,75.0,70.0,44.0,226.0,1,15.0,0.0,0.0,0.0,1.0,"",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T21:35:00.000Z,2019-03-08T22:19:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N700UW,877,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1319,1344,25.0,19.0,1403,1450,10.0,1440,1500,20.0,0.0,"",0.0,81.0,76.0,47.0,226.0,1,6.0,0.0,0.0,0.0,14.0,"",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T19:03:00.000Z,2019-03-08T19:50:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N814AW,2040,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1505,1500,-5.0,28.0,1528,1611,6.0,1626,1617,-9.0,0.0,"",0.0,81.0,77.0,43.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T20:28:00.000Z,2019-03-08T21:11:00.000Z
1105703->1039707,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N583NN,5333,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,ATL,"Atlanta, GA",GA,Georgia,1150,1152,2.0,15.0,1207,1255,9.0,1320,1304,-16.0,0.0,"",0.0,90.0,72.0,48.0,226.0,1,"","","","","","",35.21361111,-80.94916667,-500,33.63666667,-84.42777778,-500,2019-03-08T17:07:00.000Z,2019-03-08T17:55:00.000Z
1105703->1232305,2019,1,3,8,5,2019-03-08T00:00:00.000Z,AA,19805,N700UW,2112,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,12323,1232305,ILM,"Wilmington, NC",NC,North Carolina,929,1026,57.0,16.0,1042,1117,4.0,1029,1121,52.0,0.0,"",0.0,60.0,55.0,35.0,185.0,1,52.0,0.0,0.0,0.0,0.0,"",35.21361111,-80.94916667,-500,34.27111111,-77.90277778,-500,2019-03-08T15:42:00.000Z,2019-03-08T16:17:00.000Z
1105703->1232305,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N537EA,5151,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,12323,1232305,ILM,"Wilmington, NC",NC,North Carolina,1120,1118,-2.0,12.0,1130,1202,5.0,1218,1207,-11.0,0.0,"",0.0,58.0,49.0,32.0,185.0,1,"","","","","","",35.21361111,-80.94916667,-500,34.27111111,-77.90277778,-500,2019-03-08T16:30:00.000Z,2019-03-08T17:02:00.000Z
1105703->1232305,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N596NN,5665,11057,1105703,CLT,"Charlotte, NC",NC,North Carolina,12323,1232305,ILM,"Wilmington, NC",NC,North Carolina,1257,1250,-7.0,11.0,1301,1334,3.0,1354,1337,-17.0,0.0,"",0.0,57.0,47.0,33.0,185.0,1,"","","","","","",35.21361111,-80.94916667,-500,34.27111111,-77.90277778,-500,2019-03-08T18:01:00.000Z,2019-03-08T18:34:00.000Z
1126702->1410005,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N241PS,5466,11267,1126702,DAY,"Dayton, OH",OH,Ohio,14100,1410005,PHL,"Philadelphia, PA",PA,Pennsylvania,1045,1204,79.0,29.0,1233,1345,5.0,1221,1350,89.0,0.0,"",0.0,96.0,106.0,72.0,477.0,2,36.0,0.0,10.0,0.0,43.0,"",39.90222222,-84.21944444,-500,39.87194444,-75.24055556,-500,2019-03-08T17:33:00.000Z,2019-03-08T18:45:00.000Z
1127805->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N327NB,565,11278,1127805,DCA,"Washington, DC",VA,Virginia,11433,1143302,DTW,"Detroit, MI",MI,Michigan,1452,1451,-1.0,14.0,1505,1612,6.0,1624,1618,-6.0,0.0,"",0.0,92.0,87.0,67.0,405.0,2,"","","","","","",38.85138889,-77.03777778,-500,42.2125,-83.35333333,-500,2019-03-08T20:05:00.000Z,2019-03-08T21:12:00.000Z
1127805->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N331NB,914,11278,1127805,DCA,"Washington, DC",VA,Virginia,11433,1143302,DTW,"Detroit, MI",MI,Michigan,1216,1213,-3.0,43.0,1256,1400,5.0,1356,1405,9.0,0.0,"",0.0,100.0,112.0,64.0,405.0,2,"","","","","","",38.85138889,-77.03777778,-500,42.2125,-83.35333333,-500,2019-03-08T17:56:00.000Z,2019-03-08T19:00:00.000Z
1127805->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,DL,19790,N360NW,1085,11278,1127805,DCA,"Washington, DC",VA,Virginia,11433,1143302,DTW,"Detroit, MI",MI,Michigan,946,941,-5.0,29.0,1010,1121,5.0,1123,1126,3.0,0.0,"",0.0,97.0,105.0,71.0,405.0,2,"","","","","","",38.85138889,-77.03777778,-500,42.2125,-83.35333333,-500,2019-03-08T15:10:00.000Z,2019-03-08T16:21:00.000Z
1127805->1143302,2019,1,3,8,5,2019-03-08T00:00:00.000Z,OH,20397,N516AE,5037,11278,1127805,DCA,"Washington, DC",VA,Virginia,11433,1143302,DTW,"Detroit, MI",MI,Michigan,1459,1450,-9.0,11.0,1501,1609,9.0,1638,1618,-20.0,0.0,"",0.0,99.0,88.0,68.0,405.0,2,"","","","","","",38.85138889,-77.03777778,-500,42.2125,-83.35333333,-500,2019-03-08T20:01:00.000Z,2019-03-08T21:09:00.000Z
1129202->1125903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N249WN,755,11292,1129202,DEN,"Denver, CO",CO,Colorado,11259,1125903,DAL,"Dallas, TX",TX,Texas,1210,1208,-2.0,11.0,1219,1447,4.0,1500,1451,-9.0,0.0,"",0.0,110.0,103.0,88.0,651.0,3,"","","","","","",39.86166667,-104.67305556,-700,32.84722222,-96.85166667,-600,2019-03-08T19:19:00.000Z,2019-03-08T20:47:00.000Z
1129202->1125903,2019,1,3,8,5,2019-03-08T00:00:00.000Z,WN,19393,N757LV,1962,11292,1129202,DEN,"Denver, CO",CO,Colorado,11259,1125903,DAL,"Dallas, TX",TX,Texas,815,811,-4.0,24.0,835,1101,4.0,1110,1105,-5.0,0.0,"",0.0,115.0,114.0,86.0,651.0,3,"","","","","","",39.86166667,-104.67305556,-700,32.84722222,-96.85166667,-600,2019-03-08T15:35:00.000Z,2019-03-08T17:01:00.000Z
