ROUTE_BETWEEN_STATES,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
Arizona->California,583253.0,10.456685431532145,5687.0,0.10195776112445767,202125.0,3.623740542866363,115919.0,2.07822080390118,1057.0,0.018950123704686437,258465.0,4.633816199935459
California->Arizona,543310.0,9.726279985678483,8102.0,0.14504117436448263,184280.0,3.2989616899391336,49013.0,0.8774257071249553,1477.0,0.02644110275689223,300438.0,5.378410311493019
North Carolina->Florida,533994.0,12.25487676137146,27253.0,0.6254417772065911,168710.0,3.871804286960114,95977.0,2.202620828934686,1332.0,0.030568687749575434,240722.0,5.524441180520494
New York->Virginia,525815.0,17.240401324633595,25864.0,0.8480278041903013,116084.0,3.806157578937014,126501.0,4.147709760975769,215.0,0.007049411456113315,257151.0,8.431456769074396
California->Nevada,524941.0,9.324327684820064,7225.0,0.1283349319691641,137644.0,2.4449181143202243,103211.0,1.8332978080926499,1216.0,0.021599346335571423,275645.0,4.896177484102455
Colorado->Texas,520500.0,15.623592976136875,28164.0,0.845384961728951,150633.0,4.5214768122467355,114816.0,3.446375506528591,380.0,0.011406273450397719,226507.0,6.7989494221822
California->Washington,516536.0,10.634439594828295,4074.0,0.08387548381783744,146679.0,3.019826237338384,159256.0,3.278761426336161,934.0,0.019229185538993658,205593.0,4.23274726179692
California->Colorado,513050.0,12.48600632757362,20055.0,0.48807495741056217,157607.0,3.835653443660258,120067.0,2.9220491603796543,637.0,0.015502555366269165,214684.0,5.2247262107568755
Washington->California,509914.0,10.524106332039958,19718.0,0.406959465037563,144800.0,2.9885247255015273,173488.0,3.580615867250062,643.0,0.013270866011722943,171265.0,3.534735408239082
Illinois->California,505562.0,16.802220080428064,25612.0,0.8512080826880255,141295.0,4.6959021569344275,130652.0,4.342184851606899,245.0,0.00814251055202898,207758.0,6.904782478646681
North Carolina->New York,503394.0,17.66356714270676,20619.0,0.723499070142812,115963.0,4.069019965612829,188742.0,6.622758693287484,560.0,0.019649812274114883,177510.0,6.228639601389522
Florida->North Carolina,501308.0,11.515850408894606,33751.0,0.7753147110171827,157293.0,3.6132729945787005,77819.0,1.7876274924193696,1159.0,0.026624092621519803,231286.0,5.313011118257833
Illinois->Texas,486419.0,16.77133399993104,33436.0,1.1528462572837292,140601.0,4.847808847360618,133545.0,4.604523669965176,512.0,0.01765334620556494,178325.0,6.148501879115954
Texas->Colorado,460506.0,13.870244872142406,30832.0,0.9286467275082075,141945.0,4.275323032438782,105118.0,3.166109454534502,433.0,0.013041775850124997,182178.0,5.487123881810789
Florida->Illinois,451691.0,14.340762612312284,27195.0,0.8634155633869892,106618.0,3.38502079563133,158123.0,5.020255897387052,867.0,0.027526431088675113,158888.0,5.044543924818236
Texas->Illinois,443419.0,15.283985936853716,29983.0,1.033468909416793,112859.0,3.890079966910244,136969.0,4.721115400523921,375.0,0.012925685923066317,163233.0,5.626395974079691
Illinois->Florida,434286.0,13.741488419187444,30180.0,0.9549424123528667,142005.0,4.493260346791545,94040.0,2.975572712314897,1137.0,0.03597645867611695,166924.0,5.281736489052019
New York->Massachusetts,420892.0,20.628927118560995,18813.0,0.9220702837817968,108709.0,5.328089006518649,111400.0,5.459981375287948,280.0,0.013723472038425721,181690.0,8.905062980934176
Louisiana->Texas,420321.0,13.53647225532189,27011.0,0.8698914688737883,91216.0,2.9376187562397345,120687.0,3.8867347267398795,772.0,0.024862323274612734,180635.0,5.817364980193875
New York->North Carolina,411866.0,14.449917552538329,13965.0,0.489948426481423,105040.0,3.6852261165491353,95778.0,3.3602778654878436,135.0,0.00473634354278497,196948.0,6.909728800477143
Massachusetts->New York,406548.0,19.983680692095948,15465.0,0.7601749901690916,106444.0,5.232206055839559,123806.0,6.085627211954384,181.0,0.008896972080220212,160652.0,7.896775462052694
California->Illinois,403598.0,13.425074011243057,11764.0,0.3913115790173968,112820.0,3.7527858164521173,121930.0,4.0558161194824205,562.0,0.018694075774207498,156522.0,5.206466420516914
Florida->Massachusetts,398241.0,20.335018382352942,17006.0,0.8683619281045751,108151.0,5.522416258169935,135886.0,6.938623366013072,582.0,0.02971813725490196,136616.0,6.975898692810458
Florida->Virginia,396719.0,14.043647562745583,24717.0,0.8749690254522284,142584.0,5.047399907961344,65415.0,2.3156571914050055,882.0,0.031222344153775356,163121.0,5.774399093773231
Texas->New York,392186.0,20.48396531912671,24855.0,1.2981823879661547,120714.0,6.304920087746788,143632.0,7.501932518541732,156.0,0.00814791601378878,102829.0,5.370782408858247
California->New York,390801.0,14.871793896034706,3128.0,0.1190349341654616,122815.0,4.673681406499734,139673.0,5.315206636730345,450.0,0.017124590912550423,124735.0,4.7467463277266155
Texas->Louisiana,386097.0,12.414694533762058,30905.0,0.9937299035369775,134693.0,4.330964630225081,63242.0,2.0335048231511252,99.0,0.003183279742765273,157158.0,5.053311897106109
Michigan->Illinois,383378.0,17.056457712328157,24901.0,1.107843573430618,115228.0,5.126484851181208,109993.0,4.8935801041064195,239.0,0.010633091604751524,133017.0,5.917916092005161
Oregon->California,382369.0,11.413659293752426,8716.0,0.2601713381690099,106016.0,3.1645622518730785,120377.0,3.5932360228052893,332.0,0.009910151935763112,146928.0,4.385779528969285
North Carolina->North Carolina,379919.0,10.998436731030889,25026.0,0.7244883189068697,102267.0,2.960570882667979,52812.0,1.528877051790522,503.0,0.014561560953015083,199311.0,5.769938916712503
Illinois->Michigan,379204.0,16.68444209785287,37002.0,1.6280359028511087,127585.0,5.613560366068286,58298.0,2.5650299190425905,131.0,0.0057638155579021475,156188.0,6.8720520943329815
Florida->Pennsylvania,377679.0,13.402377572746628,20629.0,0.7320440028388928,115392.0,4.094819020581973,82075.0,2.912526614620298,800.0,0.028388928317955996,158783.0,5.634599006387509
Florida->Florida,367206.0,10.20839009201857,18531.0,0.5151649940229629,116679.0,3.2436963109171275,61568.0,1.711601011926274,544.0,0.01512329376442134,169884.0,4.722804481387785
New York->California,366331.0,13.970368392952482,23242.0,0.8863549691099077,115293.0,4.396804210205171,159968.0,6.100526275646404,843.0,0.03214857753031805,66985.0,2.554534360460682
Colorado->Colorado,364200.0,19.853903183602267,36948.0,2.0141735717400784,124494.0,6.786633231574357,71301.0,3.886883994766681,204.0,0.011120802442215439,131253.0,7.155091583078936
New York->Texas,362015.0,18.908127023921445,18345.0,0.9581635850830461,119971.0,6.266113026219576,98790.0,5.159824506424318,229.0,0.01196072286639507,124680.0,6.512065183328111
Pennsylvania->Florida,359541.0,12.760993788819876,10199.0,0.36198757763975153,122656.0,4.353362910381544,88662.0,3.146832298136646,618.0,0.021934338952972494,137406.0,4.876876663708962
Hawaii->California,356883.0,12.292322529535356,2418.0,0.08328453828402163,188590.0,6.495711776254606,34028.0,1.1720456032790274,4988.0,0.17180449832948713,126859.0,4.369476113388213
New York->New York,355514.0,16.135523986747152,11174.0,0.5071483683565561,85572.0,3.883810647664866,100214.0,4.5483592792629235,148.0,0.006717196931874915,158406.0,7.189488494530931
Virginia->Florida,349618.0,12.514066862338034,18057.0,0.6463240031498317,100067.0,3.581752451857685,73133.0,2.617689168873935,263.0,0.009413701768201017,158098.0,5.658887536688382
Massachusetts->Florida,344684.0,17.59130346024293,14956.0,0.7632948861896499,124067.0,6.331887312442585,75111.0,3.8333673573542923,214.0,0.010921710727773808,130336.0,6.651832193528631
Texas->Georgia,325304.0,10.934220698463918,21505.0,0.7228328459547578,121732.0,4.091694396826997,54279.0,1.8244428758697186,181.0,0.006083829114987732,127607.0,4.289166750697455
Michigan->Michigan,323021.0,15.354898512145267,53590.0,2.5474164567191138,114647.0,5.449778960878453,25005.0,1.1886200503874127,433.0,0.020582782716166755,129346.0,6.148500261444123
Texas->Arizona,321842.0,12.90103018399006,17459.0,0.699843668577384,125236.0,5.020082575059125,39583.0,1.5866837695915341,273.0,0.010943199583116207,139291.0,5.583476971178899
Missouri->Texas,321444.0,14.156786752400247,21526.0,0.94803135735048,84461.0,3.7197657006958513,78876.0,3.473795472562318,160.0,0.00704659561349423,136421.0,6.008147626178102
California->Oregon,319537.0,9.527610471703738,3561.0,0.10617806667064225,116788.0,3.4822589301687636,38147.0,1.1374262031128868,1332.0,0.03971614288270022,159709.0,4.762031128868746
New Jersey->California,318904.0,22.56289797651054,29457.0,2.0841233904061127,65476.0,4.632517334088015,102941.0,7.283217772746569,254.0,0.017970850431583415,120776.0,8.545068628838262
New York->Georgia,317294.0,13.918845411475697,17145.0,0.752105632567117,100143.0,4.393007545183366,77228.0,3.3877873311107214,242.0,0.010615897525881733,122536.0,5.375329005088612
Georgia->New York,308460.0,13.531321284435865,18365.0,0.8056237936480084,81573.0,3.578390945779961,128597.0,5.6412089840322865,638.0,0.027987366204597297,79287.0,3.4781101947710122
Georgia->Texas,306572.0,10.304594803536016,13922.0,0.46795065712076905,107170.0,3.6022318577526806,84992.0,2.856777923431145,183.0,0.006151053746092568,100305.0,3.371483311485328
California->Hawaii,306239.0,10.548325985119869,3066.0,0.1056076054009369,156136.0,5.37806558280518,55557.0,1.9136470101956462,456.0,0.015706806282722512,91024.0,3.1352989804353815
Virginia->Illinois,303921.0,16.47536184745487,12320.0,0.6678592725104353,68100.0,3.691657180029273,114356.0,6.199165175909362,53.0,0.0028730958963517103,109092.0,5.913807123109449
Tennessee->Texas,293372.0,14.61088699636436,12576.0,0.6263260122516061,77887.0,3.879027840031874,78560.0,3.9125454454903132,89.0,0.004432491657951093,124260.0,6.188555206932616
Illinois->Virginia,284031.0,15.501337117284287,16476.0,0.8991977296294275,94215.0,5.1418981607815315,57236.0,3.1237242809583585,81.0,0.004420673470501555,116023.0,6.332096272444469
North Carolina->Georgia,277493.0,10.245643184167774,20488.0,0.756461379412199,82502.0,3.0461527100871364,51513.0,1.9019716437749226,259.0,0.009562841530054645,122731.0,4.531494609363461
Minnesota->Illinois,269405.0,16.96398211699515,29097.0,1.8321894087274102,55827.0,3.515332787607833,94736.0,5.965367420187645,59.0,0.0037151312889616523,89686.0,5.6473773691833005
North Carolina->Virginia,269222.0,12.2870704212496,17299.0,0.7895121172014057,70934.0,3.2373693578567844,45816.0,2.09100451827849,424.0,0.019351010907763224,134749.0,6.149833417005158
Arizona->Texas,266747.0,10.704992374989967,10481.0,0.42061963239425315,89592.0,3.5954731519383576,43377.0,1.7407897905128822,384.0,0.015410546592824464,122913.0,4.932699253551649
Pennsylvania->Illinois,265436.0,15.320981240981242,14383.0,0.8301875901875901,64908.0,3.7464935064935063,95874.0,5.533852813852814,184.0,0.01062049062049062,90087.0,5.19982683982684
Virginia->North Carolina,262979.0,11.867283393501806,14701.0,0.6634025270758123,68601.0,3.0957129963898917,41291.0,1.863312274368231,494.0,0.022292418772563178,137892.0,6.2225631768953065
Michigan->New York,262265.0,16.139384615384614,29673.0,1.8260307692307691,73623.0,4.5306461538461535,92135.0,5.669846153846154,972.0,0.05981538461538462,65862.0,4.053046153846154
Texas->Missouri,259799.0,11.501638037896228,17146.0,0.7590756153709934,100174.0,4.434832654506818,32552.0,1.4411191783247743,107.0,0.0047370285107136536,109820.0,4.861873561182929
Ohio->Illinois,259541.0,14.828372279037879,10124.0,0.5784151288350569,61144.0,3.493343998171742,94289.0,5.387019368108325,17.0,9.712620693595384E-4,93967.0,5.368622521853396
Georgia->North Carolina,253292.0,9.36038433111604,16073.0,0.5939763488543977,94313.0,3.485328898743533,37746.0,1.3949002217294901,157.0,0.005801921655580192,105003.0,3.8803769401330377
Utah->California,252622.0,9.121244945118429,14053.0,0.5074017908723282,98363.0,3.5515236857307912,62776.0,2.2666088965915656,110.0,0.003971692663200462,77320.0,2.791738879260543
Illinois->Minnesota,251339.0,15.804502295164434,26484.0,1.6653461611016789,68143.0,4.284914795950449,49170.0,3.0918694585927184,145.0,0.00911777652015343,107397.0,6.753254102999434
Colorado->Illinois,250840.0,20.530365035193977,21680.0,1.7744311671304633,65431.0,5.355295465706335,69802.0,5.7130463250941235,116.0,0.00949418890162056,93811.0,7.678097888361434
Missouri->Illinois,250610.0,16.318942501790715,17087.0,1.1126522107182393,58940.0,3.837989190597122,71301.0,4.642899003711663,191.0,0.012437324998372077,103091.0,6.712964771765319
California->Utah,249993.0,9.018506493506493,8276.0,0.2985569985569986,88914.0,3.2075757575757575,25590.0,0.9231601731601732,595.0,0.021464646464646464,126618.0,4.567748917748918
Virginia->Texas,247708.0,13.641810772111466,18904.0,1.0410838198039432,69831.0,3.8457429232294307,57735.0,3.179590263244851,107.0,0.00589271946249587,101131.0,5.569501046370745
Oklahoma->Texas,247248.0,13.373431414971874,19442.0,1.051601038511467,65376.0,3.536131544785807,58033.0,3.1389549978364344,480.0,0.025962786672436174,103917.0,5.620781047165729
Illinois->Ohio,246926.0,14.00521808178776,14983.0,0.8498099937609892,80548.0,4.568544041744654,41625.0,2.3608984175599796,33.0,0.0018717032499574614,109737.0,6.22409392547218
Virginia->Massachusetts,243986.0,18.61067887109077,10423.0,0.7950419527078566,48701.0,3.714797864225782,86155.0,6.571700991609458,41.0,0.0031273836765827612,98666.0,7.526010678871091
Illinois->Pennsylvania,243804.0,14.066697438264482,15097.0,0.8710477729056081,70683.0,4.078179090699285,55563.0,3.2058042926378953,123.0,0.007096699746134318,102338.0,5.90456958227556
Texas->Tennessee,243572.0,12.111984087518648,15050.0,0.7483838886126305,93125.0,4.63078070611636,32980.0,1.6399801093983093,266.0,0.01322725012431626,102151.0,5.079612133267031
Texas->Oklahoma,243434.0,13.1365819437699,21447.0,1.157357940747936,92155.0,4.973018185742809,29746.0,1.6052020937887863,122.0,0.00658356267875452,99964.0,5.394420160811613
Tennessee->Illinois,240872.0,18.568609312365094,7961.0,0.6137064446500154,66407.0,5.1192568609312366,83174.0,6.4118100524205985,18.0,0.0013876040703052729,83312.0,6.422448350292939
California->New Jersey,240333.0,17.017135169581532,3279.0,0.2321744671811938,56918.0,4.030163562982369,112953.0,7.9978049989379025,9.0,6.372583728669546E-4,67174.0,4.756354882107201
New York->Michigan,239786.0,14.762420735085882,28893.0,1.778797020254879,61063.0,3.7593424859939666,46605.0,2.8692359785753863,106.0,0.006525888074863018,103119.0,6.348519362186789
Texas->Nevada,238545.0,12.267678066340961,13437.0,0.6910259706865518,69625.0,3.5806119825147853,52634.0,2.706814091025971,477.0,0.024530727693494472,102372.0,5.264695294420159
Virginia->Georgia,236352.0,9.738041283836678,13564.0,0.5588562481974373,74965.0,3.0886654855588973,51947.0,2.140290882122698,299.0,0.012319228709159078,95577.0,3.937909439248486
New York->Ohio,233992.0,18.08843537414966,6921.0,0.5350185528756958,49016.0,3.7891156462585034,52314.0,4.044063079777366,68.0,0.005256648113790971,125673.0,9.714981447124304
Illinois->Illinois,233120.0,16.990015305006924,22022.0,1.604985059398003,74848.0,5.454995991545806,44643.0,3.2536258290212086,0.0,0.0,91607.0,6.676408425041907
North Carolina->Texas,232957.0,13.510236037812446,11520.0,0.6680971988633069,79038.0,4.5837731253262195,53305.0,3.0913994084556053,966.0,0.05602273386301688,88128.0,5.110943571304297
North Carolina->Illinois,232484.0,16.754396079561833,11603.0,0.8361919861631594,57878.0,4.171086768521188,82799.0,5.967065436725281,832.0,0.05995964254828481,79372.0,5.7200922456039205
Ohio->New York,231040.0,17.85747410728088,7541.0,0.5828567011902922,44266.0,3.4213943422476425,118076.0,9.126294635956098,48.0,0.0037100015458339775,61109.0,4.723218426341011
Kentucky->Illinois,227849.0,18.323200643345395,8119.0,0.6529151588258947,48465.0,3.8974668275030155,84581.0,6.801849618013671,42.0,0.0033775633293124246,86642.0,6.967591475673502
Illinois->Georgia,227295.0,14.159917767256417,18833.0,1.1732494393222028,71188.0,4.434836780463494,46963.0,2.9256790431098927,154.0,0.009593820084724645,90157.0,5.616558684276103
Texas->North Carolina,226174.0,13.122186122070087,14434.0,0.8374332791831052,82094.0,4.76293803666744,33502.0,1.9437224414017173,169.0,0.009805059178463681,95975.0,5.56828730563936
Texas->Virginia,224327.0,12.366427783902976,18364.0,1.012348401323043,83295.0,4.591786108048511,32617.0,1.7980705622932744,383.0,0.0211135611907387,89668.0,4.943109151047409
Florida->Puerto Rico,222019.0,15.392332224070993,8555.0,0.5931087077093733,96972.0,6.722961730449251,27129.0,1.8808236272878536,1013.0,0.07023017193566278,88350.0,6.125207986688852
Florida->California,220454.0,14.38806944263151,15730.0,1.0266283774964104,76128.0,4.968541965800809,61515.0,4.014815298263934,372.0,0.024278814776138885,66709.0,4.353804986294217
Nevada->Texas,219895.0,11.229445409049127,6771.0,0.3457767337350628,75423.0,3.851649474006741,42879.0,2.189715044428557,163.0,0.008323970993769789,94659.0,4.833980185884997
Georgia->Illinois,216583.0,13.329004861837651,11670.0,0.7181980429564896,54567.0,3.3581758877469383,86846.0,5.344698135269863,145.0,0.008923626069296572,63355.0,3.899009169795064
Massachusetts->California,214841.0,16.915282261239273,8830.0,0.6952208487520668,65902.0,5.188725297220691,71296.0,5.6134162664357135,288.0,0.022675379891347137,68525.0,5.395244468939453
Puerto Rico->Florida,213607.0,14.830729709088384,2710.0,0.18815524543497883,72489.0,5.032909810456155,23816.0,1.6535444004721238,563.0,0.039089078664167186,114029.0,7.917031174060959
Illinois->Missouri,213493.0,13.846997016474251,13455.0,0.872681281618887,71326.0,4.62615125178363,38488.0,2.4963030224413023,78.0,0.00505902192242833,90146.0,5.8468024387080035
Texas->New Jersey,213063.0,22.897689414293392,10773.0,1.1577646426652337,33608.0,3.611821601289629,104727.0,11.254916711445459,237.0,0.025470177324019346,63718.0,6.847716281569049
Illinois->Colorado,211433.0,17.57840039906884,10365.0,0.8617392750249419,71456.0,5.940804788826073,50575.0,4.20477219820419,79.0,0.006568007981376788,78958.0,6.564516129032258
Georgia->Virginia,209539.0,8.623004115226337,16512.0,0.6795061728395062,76142.0,3.1334156378600824,38756.0,1.5948971193415638,179.0,0.007366255144032921,77950.0,3.207818930041152
Wisconsin->Illinois,204496.0,18.859725168311353,11863.0,1.0940699068523472,55290.0,5.0991423037904635,57112.0,5.267176980540441,50.0,0.004611269943742506,80181.0,7.394724707184358
Illinois->Tennessee,203670.0,15.737134909596662,11536.0,0.8913614588162572,72314.0,5.587544428990882,37741.0,2.91616442590017,14.0,0.001081749343223613,82065.0,6.340982846546129
Georgia->New Jersey,198214.0,24.70572105197557,6702.0,0.8353483734263991,26826.0,3.3436370434999376,117913.0,14.696871494453447,27.0,0.003365324691511903,46746.0,5.826498815904276
Maryland->Florida,197631.0,11.448241904651567,8081.0,0.46811098882001967,78861.0,4.568209465330476,45337.0,2.626252679140358,1667.0,0.09656490760586225,63685.0,3.6891038637548514
Illinois->Kentucky,195348.0,16.060840253227,11009.0,0.9051220915892461,62666.0,5.152182849625914,35987.0,2.958727287675738,0.0,0.0,85686.0,7.044808024336101
Pennsylvania->Massachusetts,195004.0,17.639439167797377,4828.0,0.43672546359113523,45583.0,4.1232926277702395,65312.0,5.907914970601538,5.0,4.522840343735866E-4,79276.0,7.171053821800091
Massachusetts->Virginia,194666.0,14.865673921344024,6062.0,0.46292478045055363,58923.0,4.499656357388316,41958.0,3.2041237113402063,148.0,0.011302023673157694,87575.0,6.68766704849179
Georgia->Georgia,193277.0,9.131484456203346,18429.0,0.8706888405934046,73456.0,3.4704715109137294,28308.0,1.3374279504866295,135.0,0.006378153642634414,72949.0,3.446518000566947
Arkansas->Texas,192078.0,14.34702718852704,15475.0,1.15588586794144,42955.0,3.2084702718852705,53056.0,3.962951897221392,29.0,0.0021661189124589186,80563.0,6.017553032566477
North Carolina->New Jersey,190676.0,20.791189619452624,2100.0,0.2289826627412496,26291.0,2.866753898157235,103109.0,11.242939701232144,104.0,0.011340093773852361,59072.0,6.441173263548141
Texas->Pennsylvania,190360.0,15.561186953322979,11870.0,0.9703261669255293,71876.0,5.875582440938445,33653.0,2.7510013896836427,91.0,0.007438894792773645,72870.0,5.956838060982588
Michigan->Texas,188896.0,15.396201809438422,16390.0,1.3358871953704459,61601.0,5.020865596218111,56719.0,4.622952155839922,75.0,0.006112967642024615,54111.0,4.410383894367919
Alabama->Texas,188826.0,15.710624843997005,17146.0,1.4265745902321325,41514.0,3.454031117397454,40464.0,3.366669440053249,339.0,0.02820534154255762,89363.0,7.435144354771611
California->Massachusetts,188372.0,14.900490428729631,1920.0,0.15187470336971998,53107.0,4.200838474924853,69973.0,5.534962822338238,61.0,0.004825185888308812,63311.0,5.007989242208511
Illinois->New Jersey,183953.0,25.334389202589175,8577.0,1.1812422531331772,38701.0,5.32998209613001,73879.0,10.174769315521278,52.0,0.007161547996143782,62744.0,8.641233989808565
New Jersey->Texas,182988.0,19.535390199637025,10581.0,1.129603928685812,41263.0,4.4051457243514465,49004.0,5.2315575958150955,203.0,0.021671826625386997,81937.0,8.747411124159283
Illinois->North Carolina,182651.0,13.172580412519833,12340.0,0.8899466320496178,59347.0,4.280037501802972,36429.0,2.6272176546949373,52.0,0.0037501802971296695,74483.0,5.371628443675177
Illinois->Indiana,180094.0,18.672265422498704,12813.0,1.3284603421461898,63609.0,6.5950233281493,28997.0,3.0064282011404875,0.0,0.0,74675.0,7.742353551062727
Illinois->Wisconsin,178895.0,16.465255407271055,11715.0,1.0782328578002762,66802.0,6.148366313851818,31234.0,2.8747353888633227,18.0,0.0016566958122411412,69126.0,6.362264150943396
Illinois->Massachusetts,176063.0,19.191519511663397,8201.0,0.8939393939393939,41424.0,4.515369522563767,55908.0,6.094179202092871,156.0,0.017004578155657292,70374.0,7.671026814911707
Texas->Alabama,174526.0,14.513596673596673,13353.0,1.1104365904365905,65081.0,5.412141372141372,20904.0,1.7383783783783784,105.0,0.008731808731808732,75083.0,6.243908523908524
Hawaii->Hawaii,174332.0,2.563065116073923,7537.0,0.11081053266095241,67044.0,0.9856947527823926,4958.0,0.07289354132055222,829.0,0.012188129438228678,93964.0,1.3814781598717967
Michigan->Florida,173813.0,10.827446583193172,12119.0,0.7549367719429391,65802.0,4.099046907120164,49143.0,3.0612969538404036,243.0,0.015137357503270417,46506.0,2.8970285927863952
North Carolina->Pennsylvania,172620.0,12.167477267921337,9865.0,0.6953549023754141,51835.0,3.6536970465919505,34263.0,2.4150983294565447,268.0,0.01889053358708677,76389.0,5.384436455910341
California->Florida,172422.0,11.30413689110339,646.0,0.042352324132957454,72144.0,4.729823641250902,28728.0,1.8834327673244609,347.0,0.022749623024978693,70557.0,4.625778535370091
Tennessee->Florida,172270.0,11.996518105849582,4437.0,0.30898328690807797,56862.0,3.95974930362117,22211.0,1.5467270194986071,569.0,0.03962395543175488,88191.0,6.141434540389972
Massachusetts->Pennsylvania,171888.0,15.590748299319728,5930.0,0.5378684807256235,53356.0,4.839546485260771,38945.0,3.532426303854875,80.0,0.0072562358276643995,73577.0,6.673650793650793
Texas->Michigan,171333.0,13.978379701395122,13389.0,1.0923553887574446,69068.0,5.634984090723668,26049.0,2.1252345598433546,271.0,0.02210981479970629,62556.0,5.103695847270947
Florida->Maryland,169861.0,9.794210920832613,10640.0,0.6135040073804994,47950.0,2.7648042437871188,37817.0,2.1805339329989044,1254.0,0.07230582944127313,72200.0,4.163062907224817
Florida->Michigan,167705.0,10.455423940149625,10611.0,0.6615336658354115,49092.0,3.0605985037406485,33142.0,2.066209476309227,563.0,0.035099750623441395,74297.0,4.6319825436408975
Georgia->California,167204.0,10.138491389764734,5112.0,0.30996846956099927,62339.0,3.7799539170506913,62454.0,3.7869269949066213,318.0,0.01928207615813728,36981.0,2.242359932088285
Colorado->Arizona,165524.0,12.72087304027052,6838.0,0.525514909314479,56008.0,4.304334460498002,26346.0,2.024746387949585,117.0,0.008991699969259146,76215.0,5.857285582539195
Tennessee->New York,163514.0,16.879735728295653,6287.0,0.6490141426654279,30254.0,3.123154743470631,72330.0,7.466707959120471,35.0,0.0036130897078558892,54608.0,5.637245793331268
