ROUTE BETWEEN STATES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
New York -> Michigan,239786.0,14.762420735085882,0.0,1387.0,28893.0,1.778797020254879,0.0,1302.0,61063.0,3.7593424859939666,0.0,1346.0,46605.0,2.8692359785753863,0.0,847.0,106.0,0.006525888074863018,0.0,58.0,103119.0,6.348519362186789,0.0,941.0
Texas -> Nevada,238545.0,12.267678066340961,0.0,1363.0,13437.0,0.6910259706865518,0.0,610.0,69625.0,3.5806119825147853,0.0,1359.0,52634.0,2.706814091025971,0.0,879.0,477.0,0.024530727693494472,0.0,51.0,102372.0,5.264695294420159,0.0,959.0
Virginia -> Georgia,236352.0,9.738041283836678,0.0,1113.0,13564.0,0.5588562481974373,0.0,703.0,74965.0,3.0886654855588973,0.0,1106.0,51947.0,2.140290882122698,0.0,317.0,299.0,0.012319228709159078,0.0,74.0,95577.0,3.937909439248486,0.0,895.0
New York -> Ohio,233992.0,18.08843537414966,0.0,1654.0,6921.0,0.5350185528756958,0.0,811.0,49016.0,3.7891156462585034,0.0,1059.0,52314.0,4.044063079777366,0.0,1523.0,68.0,0.005256648113790971,0.0,21.0,125673.0,9.714981447124304,0.0,864.0
Illinois -> Illinois,233120.0,16.990015305006924,0.0,1007.0,22022.0,1.604985059398003,0.0,766.0,74848.0,5.454995991545806,0.0,1002.0,44643.0,3.2536258290212086,0.0,588.0,0.0,0.0,0.0,0.0,91607.0,6.676408425041907,0.0,940.0
North Carolina -> Texas,232957.0,13.510236037812446,0.0,1768.0,11520.0,0.6680971988633069,0.0,1042.0,79038.0,4.5837731253262195,0.0,1768.0,53305.0,3.0913994084556053,0.0,1015.0,966.0,0.05602273386301688,0.0,255.0,88128.0,5.110943571304297,0.0,714.0
North Carolina -> Illinois,232484.0,16.754396079561833,0.0,1441.0,11603.0,0.8361919861631594,0.0,1077.0,57878.0,4.171086768521188,0.0,1441.0,82799.0,5.967065436725281,0.0,1268.0,832.0,0.05995964254828481,0.0,560.0,79372.0,5.7200922456039205,0.0,1184.0
Ohio -> New York,231040.0,17.85747410728088,0.0,1189.0,7541.0,0.5828567011902922,0.0,1184.0,44266.0,3.4213943422476425,0.0,936.0,118076.0,9.126294635956098,0.0,1050.0,48.0,0.0037100015458339775,0.0,44.0,61109.0,4.723218426341011,0.0,828.0
Kentucky -> Illinois,227849.0,18.323200643345395,0.0,1567.0,8119.0,0.6529151588258947,0.0,1416.0,48465.0,3.8974668275030155,0.0,1117.0,84581.0,6.801849618013671,0.0,1567.0,42.0,0.0033775633293124246,0.0,21.0,86642.0,6.967591475673502,0.0,799.0
Illinois -> Georgia,227295.0,14.159917767256417,0.0,1183.0,18833.0,1.1732494393222028,0.0,1030.0,71188.0,4.434836780463494,0.0,1183.0,46963.0,2.9256790431098927,0.0,696.0,154.0,0.009593820084724645,0.0,53.0,90157.0,5.616558684276103,0.0,815.0
Texas -> North Carolina,226174.0,13.122186122070087,0.0,1439.0,14434.0,0.8374332791831052,0.0,482.0,82094.0,4.76293803666744,0.0,1439.0,33502.0,1.9437224414017173,0.0,303.0,169.0,0.009805059178463681,0.0,77.0,95975.0,5.56828730563936,0.0,747.0
Texas -> Virginia,224327.0,12.366427783902976,0.0,872.0,18364.0,1.012348401323043,0.0,509.0,83295.0,4.591786108048511,0.0,872.0,32617.0,1.7980705622932744,0.0,246.0,383.0,0.0211135611907387,0.0,81.0,89668.0,4.943109151047409,0.0,592.0
Florida -> Puerto Rico,222019.0,15.392332224070993,0.0,1068.0,8555.0,0.5931087077093733,0.0,303.0,96972.0,6.722961730449251,0.0,825.0,27129.0,1.8808236272878536,0.0,723.0,1013.0,0.07023017193566278,0.0,233.0,88350.0,6.125207986688852,0.0,782.0
Florida -> California,220454.0,14.38806944263151,0.0,1132.0,15730.0,1.0266283774964104,0.0,912.0,76128.0,4.968541965800809,0.0,1087.0,61515.0,4.014815298263934,0.0,1051.0,372.0,0.024278814776138885,0.0,92.0,66709.0,4.353804986294217,0.0,790.0
Nevada -> Texas,219895.0,11.229445409049127,0.0,1910.0,6771.0,0.3457767337350628,0.0,1097.0,75423.0,3.851649474006741,0.0,1910.0,42879.0,2.189715044428557,0.0,552.0,163.0,0.008323970993769789,0.0,38.0,94659.0,4.833980185884997,0.0,1274.0
Georgia -> Illinois,216583.0,13.329004861837651,0.0,1335.0,11670.0,0.7181980429564896,0.0,1332.0,54567.0,3.3581758877469383,0.0,1163.0,86846.0,5.344698135269863,0.0,1191.0,145.0,0.008923626069296572,0.0,40.0,63355.0,3.899009169795064,0.0,518.0
Massachusetts -> California,214841.0,16.915282261239273,0.0,1245.0,8830.0,0.6952208487520668,0.0,404.0,65902.0,5.188725297220691,0.0,1186.0,71296.0,5.6134162664357135,0.0,353.0,288.0,0.022675379891347137,0.0,107.0,68525.0,5.395244468939453,0.0,1241.0
Puerto Rico -> Florida,213607.0,14.830729709088384,0.0,1177.0,2710.0,0.18815524543497883,0.0,1036.0,72489.0,5.032909810456155,0.0,1177.0,23816.0,1.6535444004721238,0.0,944.0,563.0,0.039089078664167186,0.0,245.0,114029.0,7.917031174060959,0.0,859.0
Illinois -> Missouri,213493.0,13.846997016474251,0.0,1121.0,13455.0,0.872681281618887,0.0,649.0,71326.0,4.62615125178363,0.0,1121.0,38488.0,2.4963030224413023,0.0,203.0,78.0,0.00505902192242833,0.0,35.0,90146.0,5.8468024387080035,0.0,674.0
Texas -> New Jersey,213063.0,22.897689414293392,0.0,1387.0,10773.0,1.1577646426652337,0.0,815.0,33608.0,3.611821601289629,0.0,1059.0,104727.0,11.254916711445459,0.0,417.0,237.0,0.025470177324019346,0.0,192.0,63718.0,6.847716281569049,0.0,1387.0
Illinois -> Colorado,211433.0,17.57840039906884,0.0,1324.0,10365.0,0.8617392750249419,0.0,411.0,71456.0,5.940804788826073,0.0,1324.0,50575.0,4.20477219820419,0.0,685.0,79.0,0.006568007981376788,0.0,41.0,78958.0,6.564516129032258,0.0,1141.0
Georgia -> Virginia,209539.0,8.623004115226337,0.0,1095.0,16512.0,0.6795061728395062,0.0,980.0,76142.0,3.1334156378600824,0.0,1080.0,38756.0,1.5948971193415638,0.0,606.0,179.0,0.007366255144032921,0.0,55.0,77950.0,3.207818930041152,0.0,471.0
Wisconsin -> Illinois,204496.0,18.859725168311353,0.0,1540.0,11863.0,1.0940699068523472,0.0,1106.0,55290.0,5.0991423037904635,0.0,1418.0,57112.0,5.267176980540441,0.0,858.0,50.0,0.004611269943742506,0.0,17.0,80181.0,7.394724707184358,0.0,1421.0
Illinois -> Tennessee,203670.0,15.737134909596662,0.0,1374.0,11536.0,0.8913614588162572,0.0,939.0,72314.0,5.587544428990882,0.0,885.0,37741.0,2.91616442590017,0.0,817.0,14.0,0.001081749343223613,0.0,14.0,82065.0,6.340982846546129,0.0,957.0
Georgia -> New Jersey,198214.0,24.70572105197557,0.0,1244.0,6702.0,0.8353483734263991,0.0,1161.0,26826.0,3.3436370434999376,0.0,763.0,117913.0,14.696871494453447,0.0,968.0,27.0,0.003365324691511903,0.0,24.0,46746.0,5.826498815904276,0.0,546.0
Maryland -> Florida,197631.0,11.448241904651567,0.0,1078.0,8081.0,0.46811098882001967,0.0,407.0,78861.0,4.568209465330476,0.0,885.0,45337.0,2.626252679140358,0.0,1078.0,1667.0,0.09656490760586225,0.0,387.0,63685.0,3.6891038637548514,0.0,598.0
Illinois -> Kentucky,195348.0,16.060840253227,0.0,1222.0,11009.0,0.9051220915892461,0.0,608.0,62666.0,5.152182849625914,0.0,1222.0,35987.0,2.958727287675738,0.0,835.0,0.0,0.0,0.0,0.0,85686.0,7.044808024336101,0.0,997.0
Pennsylvania -> Massachusetts,195004.0,17.639439167797377,0.0,1288.0,4828.0,0.43672546359113523,0.0,508.0,45583.0,4.1232926277702395,0.0,1027.0,65312.0,5.907914970601538,0.0,663.0,5.0,4.522840343735866E-4,0.0,5.0,79276.0,7.171053821800091,0.0,577.0
Massachusetts -> Virginia,194666.0,14.865673921344024,0.0,1041.0,6062.0,0.46292478045055363,0.0,647.0,58923.0,4.499656357388316,0.0,1041.0,41958.0,3.2041237113402063,0.0,468.0,148.0,0.011302023673157694,0.0,46.0,87575.0,6.68766704849179,0.0,910.0
Georgia -> Georgia,193277.0,9.131484456203346,0.0,1191.0,18429.0,0.8706888405934046,0.0,823.0,73456.0,3.4704715109137294,0.0,1045.0,28308.0,1.3374279504866295,0.0,707.0,135.0,0.006378153642634414,0.0,93.0,72949.0,3.446518000566947,0.0,848.0
Arkansas -> Texas,192078.0,14.34702718852704,0.0,1342.0,15475.0,1.15588586794144,0.0,968.0,42955.0,3.2084702718852705,0.0,1342.0,53056.0,3.962951897221392,0.0,1035.0,29.0,0.0021661189124589186,0.0,22.0,80563.0,6.017553032566477,0.0,714.0
North Carolina -> New Jersey,190676.0,20.791189619452624,0.0,1317.0,2100.0,0.2289826627412496,0.0,178.0,26291.0,2.866753898157235,0.0,1291.0,103109.0,11.242939701232144,0.0,1317.0,104.0,0.011340093773852361,0.0,33.0,59072.0,6.441173263548141,0.0,956.0
Texas -> Pennsylvania,190360.0,15.561186953322979,0.0,1440.0,11870.0,0.9703261669255293,0.0,395.0,71876.0,5.875582440938445,0.0,1440.0,33653.0,2.7510013896836427,0.0,355.0,91.0,0.007438894792773645,0.0,44.0,72870.0,5.956838060982588,0.0,1108.0
Michigan -> Texas,188896.0,15.396201809438422,0.0,1329.0,16390.0,1.3358871953704459,0.0,1155.0,61601.0,5.020865596218111,0.0,1304.0,56719.0,4.622952155839922,0.0,801.0,75.0,0.006112967642024615,0.0,32.0,54111.0,4.410383894367919,0.0,1038.0
Alabama -> Texas,188826.0,15.710624843997005,0.0,1386.0,17146.0,1.4265745902321325,0.0,1080.0,41514.0,3.454031117397454,0.0,1186.0,40464.0,3.366669440053249,0.0,1179.0,339.0,0.02820534154255762,0.0,262.0,89363.0,7.435144354771611,0.0,564.0
California -> Massachusetts,188372.0,14.900490428729631,0.0,827.0,1920.0,0.15187470336971998,0.0,340.0,53107.0,4.200838474924853,0.0,820.0,69973.0,5.534962822338238,0.0,697.0,61.0,0.004825185888308812,0.0,35.0,63311.0,5.007989242208511,0.0,460.0
Illinois -> New Jersey,183953.0,25.334389202589175,0.0,1137.0,8577.0,1.1812422531331772,0.0,614.0,38701.0,5.32998209613001,0.0,806.0,73879.0,10.174769315521278,0.0,487.0,52.0,0.007161547996143782,0.0,21.0,62744.0,8.641233989808565,0.0,851.0
New Jersey -> Texas,182988.0,19.535390199637025,0.0,1400.0,10581.0,1.129603928685812,0.0,618.0,41263.0,4.4051457243514465,0.0,796.0,49004.0,5.2315575958150955,0.0,573.0,203.0,0.021671826625386997,0.0,71.0,81937.0,8.747411124159283,0.0,1365.0
Illinois -> North Carolina,182651.0,13.172580412519833,0.0,1045.0,12340.0,0.8899466320496178,0.0,489.0,59347.0,4.280037501802972,0.0,848.0,36429.0,2.6272176546949373,0.0,1045.0,52.0,0.0037501802971296695,0.0,24.0,74483.0,5.371628443675177,0.0,585.0
Illinois -> Indiana,180094.0,18.672265422498704,0.0,1093.0,12813.0,1.3284603421461898,0.0,1093.0,63609.0,6.5950233281493,0.0,959.0,28997.0,3.0064282011404875,0.0,871.0,0.0,0.0,0.0,0.0,74675.0,7.742353551062727,0.0,810.0
Illinois -> Wisconsin,178895.0,16.465255407271055,0.0,939.0,11715.0,1.0782328578002762,0.0,715.0,66802.0,6.148366313851818,0.0,917.0,31234.0,2.8747353888633227,0.0,187.0,18.0,0.0016566958122411412,0.0,18.0,69126.0,6.362264150943396,0.0,797.0
Illinois -> Massachusetts,176063.0,19.191519511663397,0.0,1008.0,8201.0,0.8939393939393939,0.0,663.0,41424.0,4.515369522563767,0.0,1008.0,55908.0,6.094179202092871,0.0,323.0,156.0,0.017004578155657292,0.0,77.0,70374.0,7.671026814911707,0.0,416.0
Texas -> Alabama,174526.0,14.513596673596673,0.0,1188.0,13353.0,1.1104365904365905,0.0,844.0,65081.0,5.412141372141372,0.0,1113.0,20904.0,1.7383783783783784,0.0,485.0,105.0,0.008731808731808732,0.0,34.0,75083.0,6.243908523908524,0.0,1137.0
Hawaii -> Hawaii,174332.0,2.563065116073923,0.0,436.0,7537.0,0.11081053266095241,0.0,89.0,67044.0,0.9856947527823926,0.0,436.0,4958.0,0.07289354132055222,0.0,323.0,829.0,0.012188129438228678,0.0,201.0,93964.0,1.3814781598717967,0.0,353.0
Michigan -> Florida,173813.0,10.827446583193172,0.0,1405.0,12119.0,0.7549367719429391,0.0,849.0,65802.0,4.099046907120164,0.0,1402.0,49143.0,3.0612969538404036,0.0,987.0,243.0,0.015137357503270417,0.0,76.0,46506.0,2.8970285927863952,0.0,727.0
North Carolina -> Pennsylvania,172620.0,12.167477267921337,0.0,1467.0,9865.0,0.6953549023754141,0.0,671.0,51835.0,3.6536970465919505,0.0,1467.0,34263.0,2.4150983294565447,0.0,910.0,268.0,0.01889053358708677,0.0,96.0,76389.0,5.384436455910341,0.0,981.0
California -> Florida,172422.0,11.30413689110339,0.0,1479.0,646.0,0.042352324132957454,0.0,121.0,72144.0,4.729823641250902,0.0,1476.0,28728.0,1.8834327673244609,0.0,401.0,347.0,0.022749623024978693,0.0,83.0,70557.0,4.625778535370091,0.0,721.0
Tennessee -> Florida,172270.0,11.996518105849582,0.0,1217.0,4437.0,0.30898328690807797,0.0,287.0,56862.0,3.95974930362117,0.0,1209.0,22211.0,1.5467270194986071,0.0,466.0,569.0,0.03962395543175488,0.0,442.0,88191.0,6.141434540389972,0.0,852.0
Massachusetts -> Pennsylvania,171888.0,15.590748299319728,0.0,1558.0,5930.0,0.5378684807256235,0.0,326.0,53356.0,4.839546485260771,0.0,1538.0,38945.0,3.532426303854875,0.0,695.0,80.0,0.0072562358276643995,0.0,21.0,73577.0,6.673650793650793,0.0,925.0
Texas -> Michigan,171333.0,13.978379701395122,0.0,1353.0,13389.0,1.0923553887574446,0.0,1141.0,69068.0,5.634984090723668,0.0,1248.0,26049.0,2.1252345598433546,0.0,1073.0,271.0,0.02210981479970629,0.0,156.0,62556.0,5.103695847270947,0.0,568.0
Florida -> Maryland,169861.0,9.794210920832613,0.0,1235.0,10640.0,0.6135040073804994,0.0,353.0,47950.0,2.7648042437871188,0.0,1235.0,37817.0,2.1805339329989044,0.0,998.0,1254.0,0.07230582944127313,0.0,344.0,72200.0,4.163062907224817,0.0,395.0
Florida -> Michigan,167705.0,10.455423940149625,0.0,1187.0,10611.0,0.6615336658354115,0.0,631.0,49092.0,3.0605985037406485,0.0,1169.0,33142.0,2.066209476309227,0.0,1075.0,563.0,0.035099750623441395,0.0,217.0,74297.0,4.6319825436408975,0.0,951.0
Georgia -> California,167204.0,10.138491389764734,0.0,1429.0,5112.0,0.30996846956099927,0.0,651.0,62339.0,3.7799539170506913,0.0,1429.0,62454.0,3.7869269949066213,0.0,382.0,318.0,0.01928207615813728,0.0,76.0,36981.0,2.242359932088285,0.0,340.0
Colorado -> Arizona,165524.0,12.72087304027052,0.0,1373.0,6838.0,0.525514909314479,0.0,905.0,56008.0,4.304334460498002,0.0,1327.0,26346.0,2.024746387949585,0.0,120.0,117.0,0.008991699969259146,0.0,44.0,76215.0,5.857285582539195,0.0,604.0
Tennessee -> New York,163514.0,16.879735728295653,0.0,1043.0,6287.0,0.6490141426654279,0.0,761.0,30254.0,3.123154743470631,0.0,1005.0,72330.0,7.466707959120471,0.0,1043.0,35.0,0.0036130897078558892,0.0,18.0,54608.0,5.637245793331268,0.0,857.0
Pennsylvania -> Texas,162782.0,13.372381500041074,0.0,1403.0,5044.0,0.4143596484022016,0.0,749.0,51548.0,4.234617596319724,0.0,1403.0,51079.0,4.196089706728005,0.0,542.0,174.0,0.014293929187546208,0.0,153.0,54937.0,4.513020619403598,0.0,883.0
Indiana -> Illinois,162700.0,17.30851063829787,0.0,1458.0,3438.0,0.3657446808510638,0.0,407.0,47671.0,5.071382978723404,0.0,1453.0,50355.0,5.356914893617021,0.0,1170.0,17.0,0.0018085106382978724,0.0,9.0,61219.0,6.512659574468085,0.0,1334.0
New York -> Tennessee,162576.0,16.78810408921933,0.0,1285.0,7511.0,0.7756092523750516,0.0,624.0,31359.0,3.2382280049566297,0.0,1285.0,37687.0,3.891676992978108,0.0,650.0,134.0,0.013837257331681124,0.0,54.0,85885.0,8.86875258157786,0.0,1097.0
Pennsylvania -> North Carolina,161887.0,11.424629498941426,0.0,969.0,4259.0,0.30056457304163725,0.0,377.0,54399.0,3.8390261115031756,0.0,969.0,28057.0,1.9800282286520818,0.0,288.0,87.0,0.006139731827805223,0.0,22.0,75085.0,5.298870853916726,0.0,782.0
Minnesota -> Minnesota,161577.0,14.017263815389954,0.0,1734.0,55864.0,4.846360718313525,0.0,1395.0,41222.0,3.576125618113993,0.0,1665.0,15695.0,1.3615858419363234,0.0,572.0,203.0,0.017610826754576214,0.0,88.0,48593.0,4.215580810271536,0.0,1133.0
Massachusetts -> Illinois,159687.0,17.321509925154572,0.0,1236.0,8226.0,0.8922876667751383,0.0,723.0,32985.0,3.5779368695086236,0.0,969.0,58796.0,6.377698231912355,0.0,774.0,42.0,0.004555808656036446,0.0,15.0,59638.0,6.469031348302419,0.0,602.0
Tennessee -> Georgia,157201.0,9.137468030690536,0.0,1365.0,10922.0,0.6348523599162985,0.0,423.0,48677.0,2.8294001395024413,0.0,1365.0,31738.0,1.844803534061846,0.0,497.0,109.0,0.006335735875377819,0.0,109.0,65755.0,3.8220762613345736,0.0,546.0
Colorado -> Florida,156927.0,13.548044548044547,0.0,1270.0,7090.0,0.6121039454372788,0.0,539.0,57585.0,4.971509971509971,0.0,902.0,35322.0,3.0494690494690495,0.0,335.0,474.0,0.04092204092204092,0.0,336.0,56456.0,4.874039540706208,0.0,1257.0
Kentucky -> Texas,156383.0,16.23072132848988,0.0,2034.0,10895.0,1.1307732226258433,0.0,1196.0,50651.0,5.256979761286974,0.0,1601.0,43937.0,4.560145303580695,0.0,1005.0,29.0,0.0030098598858329007,0.0,29.0,50871.0,5.279813181110534,0.0,2010.0
New Jersey -> Illinois,156154.0,21.423240499382633,0.0,754.0,8725.0,1.1970091919330499,0.0,444.0,22123.0,3.0351214158320756,0.0,742.0,52494.0,7.201810948003842,0.0,491.0,29.0,0.0039785978872273284,0.0,16.0,72783.0,9.985320345726437,0.0,627.0
Ohio -> Florida,155560.0,11.886605027890273,0.0,1447.0,4243.0,0.3242148697180408,0.0,235.0,54792.0,4.1867502101321925,0.0,1391.0,27536.0,2.1040727439443723,0.0,260.0,204.0,0.015587988079773822,0.0,29.0,68785.0,5.255979216015894,0.0,1442.0
North Carolina -> Massachusetts,155385.0,19.15731722352361,0.0,955.0,5666.0,0.6985575144864998,0.0,704.0,39643.0,4.887560103563063,0.0,886.0,50856.0,6.270003698680804,0.0,341.0,168.0,0.020712612501541116,0.0,45.0,59052.0,7.280483294291702,0.0,474.0
Virginia -> Ohio,155331.0,17.1902390438247,0.0,1428.0,10572.0,1.1699867197875167,0.0,1226.0,53754.0,5.948871181938911,0.0,1025.0,20401.0,2.2577467906153164,0.0,1428.0,59.0,0.006529437804338203,0.0,34.0,70545.0,7.807104913678619,0.0,989.0
Florida -> Tennessee,153542.0,10.676726236005841,0.0,1228.0,10354.0,0.7199777484180516,0.0,305.0,50510.0,3.5122731381684167,0.0,677.0,20310.0,1.4122800917877756,0.0,356.0,596.0,0.04144357137890272,0.0,419.0,71772.0,4.990751686252694,0.0,1217.0
New Jersey -> Massachusetts,152443.0,26.576534170153415,0.0,1304.0,5015.0,0.874302649930265,0.0,345.0,24401.0,4.254009762900976,0.0,1113.0,36990.0,6.448744769874477,0.0,618.0,0.0,0.0,0.0,0.0,86037.0,14.999476987447698,0.0,1304.0
New Jersey -> North Carolina,152224.0,16.578523197560443,0.0,1202.0,7704.0,0.8390328904378132,0.0,518.0,32499.0,3.539424961881943,0.0,1202.0,32400.0,3.528642997168373,0.0,507.0,196.0,0.021346111958179047,0.0,44.0,79425.0,8.650076236114137,0.0,1069.0
Texas -> Arkansas,150217.0,11.224463872076514,0.0,1103.0,13510.0,1.0094896510498395,0.0,1103.0,51226.0,3.8276918478666966,0.0,949.0,23033.0,1.721064036464171,0.0,498.0,82.0,0.006127176268400209,0.0,55.0,62366.0,4.660091160427408,0.0,758.0
Louisiana -> Georgia,149690.0,10.832187567841379,0.0,1390.0,11991.0,0.8677183587813879,0.0,1390.0,48193.0,3.4874448223460455,0.0,1015.0,23251.0,1.6825385339025978,0.0,787.0,377.0,0.027281279397930385,0.0,99.0,65878.0,4.767204573413417,0.0,1317.0
Arizona -> Colorado,149674.0,11.484232333307757,0.0,1094.0,4987.0,0.3826440573927722,0.0,691.0,48843.0,3.747640604619044,0.0,1094.0,36983.0,2.8376429064681963,0.0,781.0,245.0,0.018798434742576538,0.0,54.0,58616.0,4.4975063300851685,0.0,583.0
Iowa -> Illinois,149520.0,17.459131247080805,0.0,2050.0,9097.0,1.0622372723026623,0.0,383.0,37218.0,4.345866417561887,0.0,1216.0,44461.0,5.19161606725829,0.0,1020.0,58.0,0.0067725361980383,0.0,36.0,58686.0,6.852638953759925,0.0,1082.0
Pennsylvania -> New York,149157.0,17.174093264248704,0.0,1101.0,3484.0,0.40115141047783537,0.0,720.0,25657.0,2.9541738629821532,0.0,968.0,64587.0,7.436614853195164,0.0,1101.0,16.0,0.0018422567645365573,0.0,15.0,55413.0,6.380310880829016,0.0,707.0
Florida -> Colorado,148681.0,12.88173626754462,0.0,1264.0,8968.0,0.7769883902269971,0.0,449.0,47874.0,4.147808005544967,0.0,1264.0,40739.0,3.529630913186623,0.0,218.0,299.0,0.025905389014035697,0.0,100.0,50801.0,4.401403569571998,0.0,589.0
Colorado -> Utah,147748.0,12.9797065799877,0.0,1447.0,13558.0,1.1910744092067118,0.0,1236.0,51952.0,4.563998945796363,0.0,1433.0,18644.0,1.6378810506896249,0.0,159.0,35.0,0.0030747606079240975,0.0,35.0,63559.0,5.583677413687077,0.0,1024.0
Virginia -> California,147239.0,14.099300967155033,0.0,1107.0,12841.0,1.2296275016757636,0.0,858.0,31996.0,3.063870535286795,0.0,824.0,54565.0,5.22503112132529,0.0,298.0,26.0,0.0024897060231734176,0.0,15.0,47811.0,4.57828210284401,0.0,1020.0
Massachusetts -> New Jersey,145553.0,25.335596170583116,0.0,1247.0,3199.0,0.5568320278503046,0.0,350.0,22252.0,3.8732811140121846,0.0,767.0,72967.0,12.700957354221062,0.0,793.0,0.0,0.0,0.0,0.0,47135.0,8.204525674499564,0.0,1247.0
New Jersey -> Georgia,145547.0,17.915681930083704,0.0,1146.0,7205.0,0.8868783850320039,0.0,644.0,42878.0,5.277941900541605,0.0,1146.0,26704.0,3.287050713934023,0.0,456.0,46.0,0.005662235352043328,0.0,16.0,68714.0,8.458148695224027,0.0,579.0
Minnesota -> Texas,144886.0,14.072066822066821,0.0,1780.0,12009.0,1.1663752913752914,0.0,1162.0,45847.0,4.452894327894328,0.0,1780.0,43188.0,4.194638694638694,0.0,847.0,256.0,0.024864024864024864,0.0,160.0,43586.0,4.233294483294483,0.0,770.0
Florida -> Ohio,144791.0,11.060346803147201,0.0,1442.0,10643.0,0.813001298602093,0.0,417.0,48389.0,3.6963562753036436,0.0,1442.0,22933.0,1.7518142235123366,0.0,297.0,312.0,0.023833167825223437,0.0,91.0,62514.0,4.775341837903904,0.0,520.0
Georgia -> Tennessee,142644.0,8.290363826572126,0.0,933.0,12507.0,0.7268975938626061,0.0,933.0,58044.0,3.373474369406021,0.0,817.0,15462.0,0.8986400092990817,0.0,375.0,84.0,0.004882017900732303,0.0,57.0,56547.0,3.286469836103685,0.0,437.0
Texas -> Minnesota,141422.0,13.728958353557907,0.0,1199.0,14733.0,1.4302494903407437,0.0,1048.0,47867.0,4.646830404815066,0.0,1163.0,23688.0,2.299582564799534,0.0,544.0,25.0,0.0024269488399184546,0.0,25.0,55109.0,5.349868944762644,0.0,524.0
Utah -> Colorado,139831.0,12.288513929167765,0.0,1471.0,12875.0,1.1314702522189999,0.0,1004.0,51355.0,4.513138237103436,0.0,1421.0,32025.0,2.814394938043765,0.0,1030.0,52.0,0.004569821601195184,0.0,33.0,43524.0,3.824940680200369,0.0,910.0
Texas -> Utah,139102.0,15.072272185502221,0.0,1353.0,13470.0,1.45952974320078,0.0,1083.0,55473.0,6.01072705601907,0.0,1336.0,19132.0,2.0730306642106404,0.0,631.0,41.0,0.004442518149311951,0.0,37.0,50986.0,5.524542203922419,0.0,652.0
Texas -> Kentucky,136305.0,14.143924457818823,0.0,1008.0,10255.0,1.064127840614299,0.0,306.0,46371.0,4.811767147452526,0.0,876.0,15722.0,1.6314205665663588,0.0,190.0,40.0,0.004150669295423887,0.0,18.0,63917.0,6.6324582338902145,0.0,902.0
