ROUTE BETWEEN STATES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
Massachusetts -> Kentucky,21096.0,16.930979133226323,0.0,997.0,1415.0,1.1356340288924558,0.0,277.0,5694.0,4.569823434991974,0.0,759.0,2139.0,1.71669341894061,0.0,627.0,0.0,0.0,0.0,0.0,11848.0,9.508828250401285,0.0,447.0
Minnesota -> Maryland,21037.0,10.060736489717838,0.0,809.0,1507.0,0.7207077953132472,0.0,804.0,5794.0,2.7709230033476806,0.0,777.0,7203.0,3.4447632711621234,0.0,516.0,0.0,0.0,0.0,0.0,6533.0,3.1243424198947873,0.0,254.0
New Jersey -> Vermont,20861.0,26.17440401505646,0.0,732.0,1765.0,2.2145545796737767,0.0,565.0,5463.0,6.854454203262233,0.0,472.0,4964.0,6.228356336260979,0.0,691.0,0.0,0.0,0.0,0.0,8669.0,10.877038895859473,0.0,366.0
Ohio -> Nevada,20769.0,10.623529411764705,0.0,835.0,572.0,0.2925831202046036,0.0,115.0,6410.0,3.278772378516624,0.0,378.0,5481.0,2.8035805626598465,0.0,164.0,28.0,0.01432225063938619,0.0,28.0,8278.0,4.234271099744245,0.0,829.0
Arkansas -> North Carolina,20712.0,7.509789702683103,0.0,498.0,781.0,0.28317621464829584,0.0,172.0,5786.0,2.097897026831037,0.0,472.0,4210.0,1.5264684554024655,0.0,363.0,23.0,0.008339376359680928,0.0,21.0,9912.0,3.5939086294416245,0.0,498.0
Arizona -> Michigan,20576.0,7.330245814036338,0.0,762.0,1361.0,0.4848592803705023,0.0,757.0,9546.0,3.4007837548984683,0.0,592.0,2289.0,0.8154613466334164,0.0,85.0,20.0,0.007125044531528322,0.0,15.0,7360.0,2.6220163876024225,0.0,730.0
Oklahoma -> Arizona,20560.0,10.832455216016859,0.0,1167.0,1420.0,0.7481559536354057,0.0,1092.0,3723.0,1.9615384615384615,0.0,252.0,2320.0,1.2223393045310853,0.0,111.0,2.0,0.001053740779768177,0.0,2.0,13095.0,6.899367755532139,0.0,447.0
Wyoming -> Utah,20434.0,9.819317635752043,0.0,903.0,2530.0,1.2157616530514175,0.0,560.0,7275.0,3.4959154252763094,0.0,903.0,3542.0,1.7020663142719845,0.0,282.0,3.0,0.0014416146083613647,0.0,3.0,7084.0,3.404132628543969,0.0,273.0
South Carolina -> Michigan,20401.0,11.441951766685362,0.0,1059.0,292.0,0.16376892877173305,0.0,72.0,6906.0,3.873247335950645,0.0,983.0,3259.0,1.8278182837913628,0.0,919.0,0.0,0.0,0.0,0.0,9944.0,5.577117218171621,0.0,655.0
Utah -> Utah,20383.0,6.00206124852768,0.0,627.0,1429.0,0.4207891637220259,0.0,314.0,7148.0,2.104829210836278,0.0,618.0,4273.0,1.2582449941107186,0.0,131.0,0.0,0.0,0.0,0.0,7533.0,2.2181978798586575,0.0,269.0
North Carolina -> Oklahoma,20367.0,12.35861650485437,0.0,856.0,2015.0,1.2226941747572815,0.0,253.0,4847.0,2.941140776699029,0.0,237.0,3346.0,2.0303398058252426,0.0,76.0,20.0,0.012135922330097087,0.0,20.0,10139.0,6.152305825242719,0.0,845.0
Massachusetts -> Puerto Rico,20303.0,19.42870813397129,0.0,362.0,512.0,0.48995215311004786,0.0,135.0,9177.0,8.781818181818181,0.0,242.0,4644.0,4.444019138755981,0.0,114.0,34.0,0.03253588516746411,0.0,27.0,5936.0,5.680382775119617,0.0,284.0
Maryland -> Rhode Island,20243.0,9.553091080698442,0.0,313.0,650.0,0.3067484662576687,0.0,107.0,9100.0,4.294478527607362,0.0,238.0,2107.0,0.9943369513921662,0.0,148.0,18.0,0.008494572911750826,0.0,18.0,8368.0,3.949032562529495,0.0,251.0
North Carolina -> Arkansas,20145.0,7.301558535701341,0.0,221.0,2080.0,0.7538963392533526,0.0,161.0,5696.0,2.064516129032258,0.0,221.0,4399.0,1.5944182674882204,0.0,125.0,35.0,0.012685755708590069,0.0,32.0,7935.0,2.87604204421892,0.0,189.0
Indiana -> Nevada,20120.0,12.654088050314465,0.0,741.0,686.0,0.43144654088050316,0.0,208.0,5560.0,3.49685534591195,0.0,563.0,3781.0,2.3779874213836476,0.0,152.0,137.0,0.08616352201257861,0.0,137.0,9956.0,6.261635220125786,0.0,733.0
Illinois -> Wyoming,20092.0,26.682602921646748,0.0,1176.0,971.0,1.2895086321381142,0.0,241.0,5833.0,7.746347941567065,0.0,1012.0,3814.0,5.065073041168659,0.0,124.0,0.0,0.0,0.0,0.0,9474.0,12.581673306772908,0.0,490.0
California -> Kentucky,19988.0,10.421272158498436,0.0,566.0,150.0,0.07820646506777894,0.0,67.0,8166.0,4.257559958289885,0.0,565.0,1590.0,0.8289885297184567,0.0,72.0,26.0,0.013555787278415016,0.0,26.0,10056.0,5.2429614181439,0.0,396.0
Connecticut -> Georgia,19953.0,8.530568619067978,0.0,884.0,1098.0,0.46943138093202225,0.0,197.0,9219.0,3.941427960666952,0.0,884.0,3519.0,1.5044890979050876,0.0,160.0,0.0,0.0,0.0,0.0,6117.0,2.615220179563916,0.0,319.0
Nevada -> Ohio,19906.0,10.114837398373984,0.0,737.0,199.0,0.10111788617886179,0.0,127.0,7731.0,3.9283536585365852,0.0,327.0,3542.0,1.7997967479674797,0.0,690.0,0.0,0.0,0.0,0.0,8434.0,4.2855691056910565,0.0,309.0
Kentucky -> Missouri,19678.0,14.96425855513308,0.0,1093.0,1619.0,1.2311787072243345,0.0,960.0,9286.0,7.0615969581749045,0.0,1057.0,1335.0,1.015209125475285,0.0,133.0,0.0,0.0,0.0,0.0,7438.0,5.656273764258555,0.0,551.0
Utah -> Massachusetts,19671.0,17.149956408020923,0.0,962.0,197.0,0.17175239755884916,0.0,94.0,7080.0,6.172624237140366,0.0,622.0,6240.0,5.440278988666085,0.0,777.0,0.0,0.0,0.0,0.0,6154.0,5.3653007846556235,0.0,340.0
Louisiana -> Massachusetts,19570.0,20.40667361835245,0.0,1204.0,553.0,0.5766423357664233,0.0,291.0,3766.0,3.927007299270073,0.0,276.0,7404.0,7.7205422314911365,0.0,401.0,0.0,0.0,0.0,0.0,7847.0,8.182481751824817,0.0,928.0
Kentucky -> Maryland,19544.0,6.51249583472176,0.0,619.0,744.0,0.24791736087970676,0.0,89.0,5935.0,1.9776741086304566,0.0,499.0,3578.0,1.1922692435854716,0.0,578.0,44.0,0.014661779406864379,0.0,24.0,9243.0,3.0799733422192603,0.0,301.0
New York -> Alabama,19494.0,24.007389162561577,0.0,897.0,1940.0,2.3891625615763545,0.0,401.0,3298.0,4.061576354679803,0.0,879.0,3265.0,4.020935960591133,0.0,188.0,0.0,0.0,0.0,0.0,10991.0,13.535714285714286,0.0,283.0
Alabama -> New York,19245.0,23.671586715867157,0.0,885.0,2318.0,2.851168511685117,0.0,864.0,3607.0,4.4366543665436655,0.0,883.0,5573.0,6.854858548585486,0.0,181.0,0.0,0.0,0.0,0.0,7747.0,9.52890528905289,0.0,450.0
Colorado -> Hawaii,19226.0,13.008119079837618,0.0,684.0,1182.0,0.7997293640054127,0.0,252.0,7057.0,4.7746955345060895,0.0,507.0,3254.0,2.201623815967524,0.0,145.0,0.0,0.0,0.0,0.0,7733.0,5.2320703653585925,0.0,672.0
Idaho -> Illinois,19204.0,18.809010773751226,0.0,613.0,40.0,0.039177277179236046,0.0,24.0,6646.0,6.509304603330069,0.0,613.0,7536.0,7.380999020568071,0.0,573.0,0.0,0.0,0.0,0.0,4982.0,4.879529872673849,0.0,284.0
Rhode Island -> Pennsylvania,19051.0,11.319667260843731,0.0,1486.0,222.0,0.1319073083778966,0.0,99.0,6872.0,4.083184789067142,0.0,1486.0,4112.0,2.4432560903149136,0.0,155.0,180.0,0.10695187165775401,0.0,165.0,7665.0,4.554367201426025,0.0,343.0
Arizona -> Wisconsin,18882.0,9.683076923076923,0.0,590.0,97.0,0.04974358974358974,0.0,67.0,8289.0,4.25076923076923,0.0,569.0,1695.0,0.8692307692307693,0.0,220.0,87.0,0.04461538461538461,0.0,19.0,8714.0,4.4687179487179485,0.0,222.0
Wisconsin -> Massachusetts,18860.0,19.403292181069958,0.0,966.0,2622.0,2.697530864197531,0.0,798.0,3982.0,4.096707818930041,0.0,966.0,4910.0,5.051440329218107,0.0,718.0,0.0,0.0,0.0,0.0,7346.0,7.55761316872428,0.0,238.0
Nebraska -> Georgia,18805.0,9.454499748617396,0.0,913.0,1275.0,0.6410256410256411,0.0,431.0,11086.0,5.5736551030668675,0.0,913.0,3385.0,1.701860231271996,0.0,169.0,0.0,0.0,0.0,0.0,3059.0,1.537958773252891,0.0,315.0
Nevada -> Kentucky,18802.0,14.200906344410877,0.0,706.0,547.0,0.4131419939577039,0.0,288.0,7956.0,6.009063444108762,0.0,706.0,2916.0,2.202416918429003,0.0,558.0,13.0,0.009818731117824773,0.0,13.0,7370.0,5.566465256797583,0.0,664.0
Puerto Rico -> Connecticut,18791.0,28.471212121212123,0.0,659.0,101.0,0.15303030303030302,0.0,55.0,4777.0,7.237878787878788,0.0,369.0,1637.0,2.4803030303030305,0.0,61.0,0.0,0.0,0.0,0.0,12276.0,18.6,0.0,617.0
Kentucky -> California,18588.0,9.696400625978091,0.0,555.0,645.0,0.3364632237871675,0.0,69.0,6778.0,3.5357329160146063,0.0,400.0,4263.0,2.223787167449139,0.0,77.0,110.0,0.05738132498695879,0.0,70.0,6792.0,3.543035993740219,0.0,555.0
Maryland -> Ohio,18526.0,7.74174676138738,0.0,253.0,412.0,0.17216882574174677,0.0,93.0,8720.0,3.643961554534058,0.0,253.0,1381.0,0.5770998746343502,0.0,113.0,76.0,0.03175929795236105,0.0,28.0,7937.0,3.316757208524864,0.0,225.0
Indiana -> California,18499.0,10.93321513002364,0.0,862.0,612.0,0.3617021276595745,0.0,213.0,6938.0,4.10047281323877,0.0,837.0,4647.0,2.74645390070922,0.0,862.0,0.0,0.0,0.0,0.0,6302.0,3.724586288416076,0.0,284.0
New Jersey -> Oregon,18465.0,18.138506876227897,0.0,390.0,1359.0,1.3349705304518664,0.0,340.0,4219.0,4.144400785854617,0.0,253.0,4837.0,4.751473477406679,0.0,390.0,0.0,0.0,0.0,0.0,8050.0,7.907662082514735,0.0,243.0
Illinois -> Montana,18334.0,14.857374392220422,0.0,403.0,967.0,0.7836304700162074,0.0,110.0,4359.0,3.532414910858995,0.0,186.0,3404.0,2.7585089141004864,0.0,129.0,0.0,0.0,0.0,0.0,9604.0,7.782820097244732,0.0,339.0
Michigan -> Washington,18227.0,7.8564655172413795,0.0,447.0,1188.0,0.5120689655172413,0.0,130.0,6518.0,2.80948275862069,0.0,447.0,5541.0,2.388362068965517,0.0,98.0,23.0,0.009913793103448277,0.0,23.0,4957.0,2.1366379310344827,0.0,262.0
California -> Montana,18207.0,12.714385474860336,0.0,522.0,533.0,0.3722067039106145,0.0,258.0,8711.0,6.0831005586592175,0.0,522.0,2430.0,1.696927374301676,0.0,76.0,0.0,0.0,0.0,0.0,6533.0,4.562150837988827,0.0,263.0
Missouri -> Maryland,18095.0,7.816414686825054,0.0,332.0,386.0,0.16673866090712744,0.0,106.0,5151.0,2.2250539956803457,0.0,296.0,2217.0,0.9576673866090712,0.0,151.0,19.0,0.008207343412526998,0.0,19.0,10322.0,4.4587473002159825,0.0,271.0
Arizona -> Tennessee,18080.0,9.017456359102244,0.0,1414.0,158.0,0.07880299251870324,0.0,54.0,10142.0,5.058354114713217,0.0,1414.0,1803.0,0.8992518703241895,0.0,100.0,22.0,0.010972568578553617,0.0,12.0,5955.0,2.970074812967581,0.0,181.0
Montana -> Texas,18052.0,12.27192386131883,0.0,1527.0,889.0,0.6043507817811012,0.0,123.0,5333.0,3.6254248810333105,0.0,1473.0,4403.0,2.993201903467029,0.0,212.0,10.0,0.006798096532970768,0.0,6.0,7417.0,5.042148198504419,0.0,1079.0
New Hampshire -> Florida,17959.0,12.436980609418283,0.0,555.0,657.0,0.4549861495844875,0.0,324.0,4506.0,3.1204986149584486,0.0,555.0,3871.0,2.680747922437673,0.0,166.0,26.0,0.018005540166204988,0.0,26.0,8899.0,6.162742382271468,0.0,358.0
Indiana -> Arizona,17952.0,11.80276134122288,0.0,1397.0,690.0,0.4536489151873767,0.0,74.0,7735.0,5.085470085470085,0.0,1397.0,3031.0,1.9927679158448388,0.0,554.0,0.0,0.0,0.0,0.0,6496.0,4.270874424720579,0.0,315.0
Maryland -> Nevada,17944.0,9.590593265633352,0.0,352.0,992.0,0.530197755211117,0.0,222.0,7799.0,4.168359166221272,0.0,343.0,4277.0,2.2859433458043825,0.0,227.0,101.0,0.053981827899518976,0.0,32.0,4775.0,2.5521111704970605,0.0,337.0
Maryland -> New Hampshire,17929.0,9.170843989769821,0.0,385.0,910.0,0.46547314578005117,0.0,164.0,8099.0,4.142710997442455,0.0,357.0,1684.0,0.8613810741687979,0.0,152.0,109.0,0.055754475703324806,0.0,74.0,7127.0,3.645524296675192,0.0,259.0
Tennessee -> Missouri,17925.0,8.034513670999551,0.0,318.0,551.0,0.24697445091887046,0.0,76.0,5336.0,2.3917525773195876,0.0,318.0,1423.0,0.6378305692514568,0.0,119.0,0.0,0.0,0.0,0.0,10615.0,4.757956073509637,0.0,234.0
Indiana -> Massachusetts,17835.0,13.836307214895267,0.0,274.0,643.0,0.49883630721489525,0.0,126.0,4249.0,3.296353762606672,0.0,241.0,8600.0,6.671838634600466,0.0,255.0,2.0,0.0015515903801396431,0.0,2.0,4341.0,3.3677269200930953,0.0,233.0
Rhode Island -> New Jersey,17710.0,37.44186046511628,0.0,982.0,68.0,0.14376321353065538,0.0,68.0,2620.0,5.539112050739957,0.0,462.0,10684.0,22.587737843551796,0.0,982.0,28.0,0.05919661733615222,0.0,28.0,4310.0,9.112050739957716,0.0,227.0
Nevada -> Indiana,17704.0,11.134591194968554,0.0,736.0,196.0,0.12327044025157233,0.0,124.0,8022.0,5.0452830188679245,0.0,401.0,3349.0,2.1062893081761005,0.0,607.0,28.0,0.01761006289308176,0.0,24.0,6109.0,3.842138364779874,0.0,207.0
Maryland -> Louisiana,17640.0,11.395348837209303,0.0,375.0,724.0,0.46770025839793283,0.0,300.0,5535.0,3.5755813953488373,0.0,321.0,4346.0,2.8074935400516794,0.0,375.0,0.0,0.0,0.0,0.0,7035.0,4.544573643410852,0.0,367.0
Mississippi -> Illinois,17635.0,33.27358490566038,0.0,1377.0,2423.0,4.571698113207547,0.0,1236.0,5514.0,10.403773584905661,0.0,1377.0,2194.0,4.139622641509434,0.0,274.0,0.0,0.0,0.0,0.0,7504.0,14.158490566037736,0.0,701.0
Pennsylvania -> Indiana,17625.0,9.918401800787844,0.0,857.0,909.0,0.5115362971299944,0.0,250.0,4567.0,2.570061902082161,0.0,830.0,4322.0,2.4321890827236916,0.0,246.0,139.0,0.07822172200337647,0.0,109.0,7688.0,4.326392796848621,0.0,306.0
Washington -> Georgia,17548.0,5.427776059387566,0.0,796.0,1278.0,0.39529848437983295,0.0,379.0,7362.0,2.2771419733993197,0.0,643.0,5249.0,1.6235694401484688,0.0,98.0,55.0,0.017012063099288585,0.0,30.0,3604.0,1.1147540983606556,0.0,153.0
Utah -> Oregon,17543.0,4.609301103520757,0.0,744.0,4048.0,1.0635838150289016,0.0,743.0,6927.0,1.8200210194429847,0.0,591.0,2259.0,0.593536521282186,0.0,121.0,0.0,0.0,0.0,0.0,4309.0,1.1321597477666843,0.0,287.0
Michigan -> South Carolina,17518.0,9.825014021312395,0.0,834.0,1932.0,1.0835670218732474,0.0,451.0,8206.0,4.6023555804823335,0.0,832.0,2171.0,1.2176107683679191,0.0,120.0,67.0,0.03757711721817162,0.0,35.0,5142.0,2.8839035333707237,0.0,206.0
Mississippi -> Mississippi,17461.0,28.438110749185668,0.0,975.0,698.0,1.1368078175895766,0.0,203.0,8218.0,13.384364820846905,0.0,963.0,741.0,1.206840390879479,0.0,114.0,7.0,0.011400651465798045,0.0,4.0,7797.0,12.69869706840391,0.0,301.0
Oregon -> Hawaii,17406.0,7.70859167404783,0.0,982.0,1495.0,0.6620903454384411,0.0,193.0,10750.0,4.760850310008857,0.0,982.0,2804.0,1.241806908768822,0.0,107.0,0.0,0.0,0.0,0.0,2357.0,1.0438441098317095,0.0,250.0
Tennessee -> Nevada,17400.0,10.714285714285714,0.0,654.0,750.0,0.4618226600985222,0.0,134.0,6272.0,3.8620689655172415,0.0,575.0,3974.0,2.4470443349753697,0.0,184.0,0.0,0.0,0.0,0.0,6404.0,3.9433497536945814,0.0,264.0
New York -> Oregon,17388.0,13.594996090695856,0.0,1182.0,1042.0,0.8146989835809226,0.0,235.0,7675.0,6.000781860828773,0.0,1182.0,5286.0,4.132916340891321,0.0,445.0,0.0,0.0,0.0,0.0,3385.0,2.6465989053948396,0.0,258.0
Washington -> Michigan,17266.0,7.442241379310345,0.0,839.0,2431.0,1.047844827586207,0.0,785.0,5815.0,2.5064655172413794,0.0,551.0,4266.0,1.8387931034482758,0.0,212.0,33.0,0.014224137931034483,0.0,33.0,4721.0,2.034913793103448,0.0,302.0
Illinois -> Maine,17223.0,15.322953736654805,0.0,295.0,440.0,0.3914590747330961,0.0,148.0,5253.0,4.673487544483986,0.0,205.0,3189.0,2.837188612099644,0.0,160.0,0.0,0.0,0.0,0.0,8341.0,7.420818505338079,0.0,280.0
Arizona -> Oklahoma,17197.0,9.30070308274743,0.0,283.0,48.0,0.025959978366684695,0.0,33.0,5426.0,2.934559221200649,0.0,198.0,1363.0,0.7371552190373175,0.0,74.0,1.0,5.408328826392645E-4,0.0,1.0,10359.0,5.602487831260141,0.0,283.0
Wisconsin -> Arizona,17170.0,8.980125523012552,0.0,842.0,378.0,0.19769874476987448,0.0,102.0,5399.0,2.823744769874477,0.0,806.0,4303.0,2.2505230125523012,0.0,107.0,10.0,0.005230125523012552,0.0,8.0,7080.0,3.702928870292887,0.0,509.0
Massachusetts -> Indiana,17130.0,13.289371605896044,0.0,601.0,1153.0,0.8944918541505043,0.0,153.0,5505.0,4.270752521334368,0.0,601.0,2387.0,1.851823118696664,0.0,143.0,0.0,0.0,0.0,0.0,8085.0,6.272304111714507,0.0,209.0
New Jersey -> Utah,17077.0,20.35399284862932,0.0,390.0,641.0,0.7640047675804529,0.0,165.0,3406.0,4.059594755661502,0.0,201.0,3712.0,4.424314660309893,0.0,177.0,0.0,0.0,0.0,0.0,9318.0,11.106078665077472,0.0,339.0
New Jersey -> Nebraska,17048.0,18.858407079646017,0.0,884.0,241.0,0.2665929203539823,0.0,115.0,4427.0,4.897123893805309,0.0,878.0,3376.0,3.734513274336283,0.0,248.0,0.0,0.0,0.0,0.0,9004.0,9.960176991150442,0.0,459.0
North Carolina -> Iowa,17028.0,9.496932515337424,0.0,313.0,1446.0,0.8064696040156163,0.0,171.0,4560.0,2.543223647518126,0.0,249.0,3143.0,1.7529280535415506,0.0,86.0,99.0,0.05521472392638037,0.0,99.0,7780.0,4.33909648633575,0.0,186.0
Virginia -> Nevada,16990.0,11.856245638520587,0.0,338.0,1159.0,0.8087927424982554,0.0,186.0,3220.0,2.2470341939986045,0.0,315.0,6108.0,4.2623866015352405,0.0,134.0,27.0,0.01884159106769016,0.0,27.0,6476.0,4.519190509420795,0.0,233.0
Vermont -> Michigan,16944.0,16.245445829338447,0.0,1413.0,1614.0,1.5474592521572388,0.0,514.0,3937.0,3.774688398849473,0.0,360.0,2705.0,2.5934803451581976,0.0,665.0,0.0,0.0,0.0,0.0,8688.0,8.329817833173538,0.0,1367.0
Pennsylvania -> Rhode Island,16941.0,10.0540059347181,0.0,259.0,254.0,0.15074183976261127,0.0,85.0,5916.0,3.510979228486647,0.0,217.0,3343.0,1.9839762611275964,0.0,123.0,0.0,0.0,0.0,0.0,7428.0,4.408308605341246,0.0,232.0
Maryland -> Connecticut,16863.0,8.278350515463918,0.0,233.0,721.0,0.3539518900343643,0.0,185.0,7635.0,3.748159057437408,0.0,233.0,2120.0,1.0407461953853707,0.0,100.0,116.0,0.05694648993618066,0.0,86.0,6271.0,3.078546882670594,0.0,214.0
Massachusetts -> South Carolina,16852.0,11.694656488549619,0.0,588.0,1307.0,0.9070090215128384,0.0,342.0,8393.0,5.824427480916031,0.0,376.0,2827.0,1.9618320610687023,0.0,309.0,1.0,6.939625260235947E-4,0.0,1.0,4324.0,3.0006939625260234,0.0,588.0
Texas -> North Dakota,16815.0,12.363970588235293,0.0,502.0,1877.0,1.3801470588235294,0.0,495.0,4175.0,3.0698529411764706,0.0,208.0,1870.0,1.375,0.0,63.0,0.0,0.0,0.0,0.0,8893.0,6.538970588235294,0.0,276.0
Hawaii -> Texas,16808.0,9.70999422299249,0.0,1576.0,2053.0,1.1860196418255344,0.0,938.0,10402.0,6.009243212016176,0.0,1546.0,2275.0,1.3142692085499712,0.0,73.0,252.0,0.14558058925476602,0.0,163.0,1826.0,1.0548815713460427,0.0,272.0
Texas -> Wyoming,16718.0,14.834072759538598,0.0,1259.0,834.0,0.7400177462289264,0.0,122.0,7653.0,6.790594498669033,0.0,564.0,2009.0,1.7826086956521738,0.0,123.0,0.0,0.0,0.0,0.0,6222.0,5.520851818988465,0.0,1059.0
Georgia -> Iowa,16611.0,8.351432880844646,0.0,589.0,1842.0,0.9260935143288085,0.0,589.0,6782.0,3.4097536450477626,0.0,247.0,1867.0,0.9386626445449975,0.0,92.0,0.0,0.0,0.0,0.0,6120.0,3.076923076923077,0.0,269.0
Oregon -> Utah,16589.0,4.358644245927483,0.0,455.0,2763.0,0.7259590120861797,0.0,446.0,4260.0,1.1192853389385182,0.0,340.0,2491.0,0.6544929059379927,0.0,116.0,0.0,0.0,0.0,0.0,7075.0,1.8589069889647925,0.0,455.0
Nevada -> Tennessee,16570.0,9.594672843080486,0.0,339.0,67.0,0.038795599305153444,0.0,30.0,6814.0,3.9455703532136654,0.0,261.0,2284.0,1.322524609148813,0.0,116.0,0.0,0.0,0.0,0.0,7405.0,4.287782281412855,0.0,298.0
Nevada -> Hawaii,16538.0,16.91002044989775,0.0,1118.0,1098.0,1.1226993865030674,0.0,701.0,11828.0,12.094069529652351,0.0,1118.0,13.0,0.013292433537832311,0.0,8.0,0.0,0.0,0.0,0.0,3599.0,3.679959100204499,0.0,375.0
Washington -> North Carolina,16517.0,8.962018448182311,0.0,1587.0,379.0,0.20564297341291374,0.0,82.0,6116.0,3.318502441671188,0.0,1587.0,4112.0,2.2311448724905047,0.0,141.0,24.0,0.013022246337493217,0.0,23.0,5886.0,3.1937059142702116,0.0,933.0
Nebraska -> New York,16447.0,21.612352168199738,0.0,1065.0,2810.0,3.6925098554533506,0.0,946.0,2905.0,3.8173455978975035,0.0,772.0,7579.0,9.959264126149803,0.0,727.0,0.0,0.0,0.0,0.0,3153.0,4.14323258869908,0.0,290.0
Illinois -> New Hampshire,16367.0,13.582572614107884,0.0,281.0,375.0,0.3112033195020747,0.0,112.0,7179.0,5.957676348547718,0.0,281.0,1780.0,1.4771784232365146,0.0,118.0,0.0,0.0,0.0,0.0,7033.0,5.8365145228215765,0.0,252.0
Virginia -> New Hampshire,16339.0,11.99632892804699,0.0,765.0,2261.0,1.660058737151248,0.0,765.0,4039.0,2.965491923641703,0.0,233.0,1813.0,1.3311306901615272,0.0,105.0,0.0,0.0,0.0,0.0,8226.0,6.039647577092511,0.0,672.0
Georgia -> West Virginia,16273.0,10.196115288220552,0.0,299.0,2127.0,1.3327067669172932,0.0,267.0,5044.0,3.1604010025062657,0.0,189.0,1513.0,0.9479949874686717,0.0,71.0,12.0,0.007518796992481203,0.0,12.0,7577.0,4.74749373433584,0.0,206.0
Louisiana -> Pennsylvania,16215.0,13.140194489465154,0.0,482.0,287.0,0.2325769854132901,0.0,67.0,3394.0,2.7504051863857373,0.0,341.0,4629.0,3.7512155591572123,0.0,274.0,0.0,0.0,0.0,0.0,7905.0,6.405996758508914,0.0,463.0
Iowa -> Florida,16178.0,17.93569844789357,0.0,808.0,1338.0,1.483370288248337,0.0,166.0,5358.0,5.940133037694014,0.0,808.0,2010.0,2.2283813747228383,0.0,106.0,19.0,0.02106430155210643,0.0,19.0,7453.0,8.262749445676276,0.0,479.0
Nevada -> Maryland,16165.0,8.766268980477223,0.0,874.0,135.0,0.07321041214750543,0.0,51.0,7233.0,3.9224511930585684,0.0,434.0,3555.0,1.927874186550976,0.0,603.0,29.0,0.015726681127982648,0.0,29.0,5213.0,2.827006507592191,0.0,271.0
Tennessee -> Arizona,16136.0,7.921453117329406,0.0,1131.0,224.0,0.10996563573883161,0.0,101.0,6978.0,3.425625920471281,0.0,696.0,2503.0,1.2287677957781051,0.0,83.0,0.0,0.0,0.0,0.0,6431.0,3.157093765341188,0.0,433.0
South Carolina -> Maryland,16104.0,9.412039742840443,0.0,495.0,115.0,0.06721215663354763,0.0,105.0,3994.0,2.3343074225599065,0.0,426.0,4266.0,2.493278784336645,0.0,495.0,20.0,0.011689070718877849,0.0,20.0,7709.0,4.505552308591467,0.0,259.0
Ohio -> Arizona,16037.0,9.334691501746217,0.0,740.0,464.0,0.270081490104773,0.0,200.0,5907.0,3.438300349243306,0.0,740.0,3878.0,2.2572759022118745,0.0,153.0,12.0,0.006984866123399301,0.0,12.0,5776.0,3.362048894062864,0.0,304.0
Iowa -> Arizona,16028.0,12.482866043613708,0.0,1647.0,595.0,0.4633956386292835,0.0,195.0,7044.0,5.485981308411215,0.0,1647.0,2523.0,1.9649532710280373,0.0,136.0,20.0,0.01557632398753894,0.0,17.0,5846.0,4.552959501557632,0.0,616.0
South Dakota -> Arizona,16005.0,17.453653217011997,0.0,1285.0,417.0,0.4547437295528899,0.0,70.0,5424.0,5.914940021810251,0.0,1266.0,2044.0,2.2290076335877864,0.0,129.0,46.0,0.05016357688113413,0.0,30.0,8074.0,8.804798255179934,0.0,272.0
New Hampshire -> North Carolina,15997.0,12.468433359314108,0.0,847.0,191.0,0.14886983632112236,0.0,132.0,4644.0,3.6196414653156666,0.0,746.0,2790.0,2.1745908028059238,0.0,290.0,22.0,0.0171473109898675,0.0,22.0,8350.0,6.508183943881527,0.0,847.0
Oklahoma -> Utah,15996.0,12.118181818181819,0.0,1151.0,3311.0,2.5083333333333333,0.0,1151.0,8069.0,6.112878787878788,0.0,696.0,1072.0,0.8121212121212121,0.0,97.0,0.0,0.0,0.0,0.0,3544.0,2.684848484848485,0.0,330.0
Georgia -> Connecticut,15934.0,6.8123129542539544,0.0,747.0,2389.0,1.0213766566908935,0.0,747.0,8742.0,3.7374946558358273,0.0,554.0,1888.0,0.8071825566481402,0.0,121.0,0.0,0.0,0.0,0.0,2915.0,1.2462590850790936,0.0,199.0
Missouri -> Tennessee,15867.0,6.971441124780316,0.0,222.0,602.0,0.26449912126537783,0.0,160.0,4995.0,2.194639718804921,0.0,216.0,1647.0,0.7236379613356766,0.0,94.0,0.0,0.0,0.0,0.0,8623.0,3.788664323374341,0.0,222.0
Kentucky -> Nevada,15846.0,11.977324263038549,0.0,677.0,546.0,0.4126984126984127,0.0,78.0,5517.0,4.170068027210885,0.0,665.0,3056.0,2.309901738473167,0.0,154.0,17.0,0.012849584278155708,0.0,17.0,6710.0,5.071806500377929,0.0,470.0
