ROUTE BETWEEN CITIES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
"Fayetteville, AR -> Atlanta, GA",22271.0,11.432751540041068,0.0,659.0,1772.0,0.9096509240246407,0.0,353.0,6276.0,3.2217659137577,0.0,659.0,4029.0,2.0682751540041067,0.0,477.0,35.0,0.017967145790554414,0.0,35.0,10159.0,5.215092402464066,0.0,325.0
"Madison, WI -> New York, NY",22254.0,26.844390832328106,0.0,1234.0,2299.0,2.773220747889023,0.0,751.0,5635.0,6.797346200241255,0.0,833.0,8394.0,10.125452352231605,0.0,1005.0,0.0,0.0,0.0,0.0,5926.0,7.148371531966224,0.0,266.0
"Washington, DC -> Birmingham, AL",22232.0,22.547667342799187,0.0,819.0,931.0,0.9442190669371197,0.0,205.0,6020.0,6.105476673427992,0.0,199.0,3854.0,3.9087221095334685,0.0,277.0,0.0,0.0,0.0,0.0,11427.0,11.589249492900608,0.0,819.0
"Washington, DC -> Savannah, GA",22225.0,20.076784101174344,0.0,658.0,897.0,0.8102981029810298,0.0,202.0,7045.0,6.364046973803071,0.0,545.0,2279.0,2.058717253839205,0.0,177.0,0.0,0.0,0.0,0.0,12004.0,10.843721770551038,0.0,517.0
"Baltimore, MD -> New York, NY",22216.0,12.856481481481481,0.0,1123.0,1012.0,0.5856481481481481,0.0,256.0,5765.0,3.3362268518518516,0.0,708.0,7872.0,4.555555555555555,0.0,952.0,0.0,0.0,0.0,0.0,7567.0,4.379050925925926,0.0,522.0
"San Jose, CA -> Portland, OR",22205.0,6.193863319386332,0.0,300.0,106.0,0.029567642956764294,0.0,87.0,6793.0,1.894839609483961,0.0,300.0,2671.0,0.7450488145048815,0.0,191.0,27.0,0.007531380753138075,0.0,15.0,12608.0,3.516875871687587,0.0,190.0
"Orlando, FL -> St. Louis, MO",22155.0,11.18939393939394,0.0,347.0,1261.0,0.6368686868686869,0.0,171.0,7684.0,3.8808080808080807,0.0,299.0,2695.0,1.3611111111111112,0.0,90.0,242.0,0.12222222222222222,0.0,228.0,10273.0,5.188383838383839,0.0,190.0
"Fayetteville, AR -> New York, NY",22144.0,24.965050732807214,0.0,825.0,3739.0,4.215332581736189,0.0,810.0,1899.0,2.140924464487035,0.0,189.0,10854.0,12.236753100338218,0.0,239.0,0.0,0.0,0.0,0.0,5652.0,6.372040586245772,0.0,188.0
"Salt Lake City, UT -> Newark, NJ",22125.0,26.40214797136038,0.0,781.0,363.0,0.4331742243436754,0.0,165.0,3845.0,4.588305489260144,0.0,735.0,11961.0,14.27326968973747,0.0,319.0,0.0,0.0,0.0,0.0,5956.0,7.107398568019093,0.0,207.0
"Minneapolis, MN -> Grand Forks, ND",22080.0,11.694915254237289,0.0,893.0,6920.0,3.6652542372881354,0.0,879.0,4755.0,2.51853813559322,0.0,507.0,3142.0,1.6641949152542372,0.0,562.0,54.0,0.028601694915254237,0.0,31.0,7209.0,3.8183262711864407,0.0,343.0
"Milwaukee, WI -> Newark, NJ",22068.0,24.85135135135135,0.0,1209.0,367.0,0.4132882882882883,0.0,80.0,3817.0,4.298423423423423,0.0,1209.0,10724.0,12.076576576576576,0.0,240.0,134.0,0.15090090090090091,0.0,121.0,7026.0,7.912162162162162,0.0,281.0
"San Antonio, TX -> Dallas, TX",22013.0,6.65648624130632,0.0,277.0,357.0,0.10795282733595404,0.0,109.0,5602.0,1.6939824614454189,0.0,247.0,5154.0,1.5585122467493195,0.0,248.0,77.0,0.023283943150892047,0.0,37.0,10823.0,3.2727547626247353,0.0,205.0
"Greer, SC -> Washington, DC",21974.0,15.518361581920903,0.0,561.0,412.0,0.2909604519774011,0.0,126.0,5580.0,3.940677966101695,0.0,444.0,3054.0,2.156779661016949,0.0,227.0,27.0,0.019067796610169493,0.0,23.0,12901.0,9.110875706214689,0.0,561.0
"Birmingham, AL -> Charlotte, NC",21904.0,10.72148800783162,0.0,435.0,327.0,0.16005873715124816,0.0,118.0,6000.0,2.9368575624082234,0.0,429.0,3440.0,1.6837983357807147,0.0,225.0,18.0,0.00881057268722467,0.0,18.0,12119.0,5.93196279980421,0.0,299.0
"Atlanta, GA -> South Bend, IN",21886.0,15.5,0.0,908.0,4530.0,3.2082152974504248,0.0,899.0,6283.0,4.44971671388102,0.0,775.0,1419.0,1.004957507082153,0.0,235.0,0.0,0.0,0.0,0.0,9654.0,6.837110481586402,0.0,307.0
"Mobile, AL -> Dallas/Fort Worth, TX",21881.0,17.148119122257054,0.0,913.0,5048.0,3.956112852664577,0.0,908.0,3290.0,2.5783699059561127,0.0,423.0,2356.0,1.8463949843260188,0.0,217.0,7.0,0.0054858934169279,0.0,7.0,11180.0,8.761755485893417,0.0,420.0
"Aspen, CO -> Los Angeles, CA",21879.0,23.678571428571427,0.0,1240.0,1268.0,1.3722943722943723,0.0,303.0,4169.0,4.511904761904762,0.0,1014.0,3763.0,4.072510822510822,0.0,896.0,32.0,0.03463203463203463,0.0,32.0,12647.0,13.687229437229437,0.0,1207.0
"New York, NY -> San Diego, CA",21874.0,10.937,0.0,998.0,1527.0,0.7635,0.0,466.0,7446.0,3.723,0.0,998.0,10735.0,5.3675,0.0,244.0,93.0,0.0465,0.0,93.0,2073.0,1.0365,0.0,121.0
"Fort Lauderdale, FL -> Nashville, TN",21829.0,11.310362694300519,0.0,505.0,1474.0,0.7637305699481866,0.0,200.0,9546.0,4.946113989637306,0.0,478.0,2558.0,1.3253886010362694,0.0,148.0,90.0,0.046632124352331605,0.0,51.0,8161.0,4.228497409326425,0.0,365.0
"Everett, WA -> San Francisco, CA",21814.0,20.254410399257196,0.0,418.0,240.0,0.22284122562674094,0.0,202.0,3462.0,3.214484679665738,0.0,325.0,12522.0,11.62674094707521,0.0,381.0,0.0,0.0,0.0,0.0,5590.0,5.190343546889508,0.0,408.0
"Atlanta, GA -> Gulfport/Biloxi, MS",21809.0,12.798708920187794,0.0,945.0,7312.0,4.291079812206573,0.0,940.0,7361.0,4.319835680751174,0.0,595.0,1631.0,0.9571596244131455,0.0,109.0,0.0,0.0,0.0,0.0,5505.0,3.2306338028169015,0.0,234.0
"Baltimore, MD -> Minneapolis, MN",21806.0,10.428503108560497,0.0,1011.0,807.0,0.38593974175035867,0.0,275.0,8625.0,4.124820659971306,0.0,1011.0,5550.0,2.654232424677188,0.0,815.0,30.0,0.014347202295552367,0.0,27.0,6794.0,3.2491630798660927,0.0,288.0
"Los Angeles, CA -> Fort Lauderdale, FL",21792.0,10.542815674891147,0.0,828.0,0.0,0.0,0.0,0.0,7915.0,3.8292210933720368,0.0,810.0,5100.0,2.467343976777939,0.0,223.0,11.0,0.005321722302854378,0.0,11.0,8766.0,4.2409288824383164,0.0,558.0
"Denver, CO -> Santa Barbara, CA",21782.0,16.365138993238165,0.0,809.0,802.0,0.6025544703230654,0.0,168.0,8231.0,6.184072126220887,0.0,768.0,3457.0,2.5972952667167544,0.0,89.0,0.0,0.0,0.0,0.0,9292.0,6.981217129977461,0.0,390.0
"Nashville, TN -> Los Angeles, CA",21747.0,9.554920913884008,0.0,1018.0,445.0,0.19551845342706503,0.0,71.0,8178.0,3.593145869947276,0.0,1018.0,3760.0,1.6520210896309315,0.0,74.0,55.0,0.024165202108963092,0.0,18.0,9309.0,4.0900702987697715,0.0,605.0
"Sioux City, IA -> Chicago, IL",21744.0,22.324435318275153,0.0,2050.0,3062.0,3.1437371663244353,0.0,294.0,6897.0,7.081108829568788,0.0,1058.0,4310.0,4.425051334702259,0.0,337.0,36.0,0.03696098562628337,0.0,36.0,7439.0,7.637577002053388,0.0,1082.0
"Minneapolis, MN -> Kansas City, MO",21712.0,8.949711459192086,0.0,704.0,2088.0,0.8606760098928277,0.0,687.0,7853.0,3.237015663643858,0.0,704.0,4590.0,1.8920032976092334,0.0,94.0,0.0,0.0,0.0,0.0,7181.0,2.9600164880461666,0.0,337.0
"Las Vegas, NV -> Minneapolis, MN",21701.0,7.888404216648492,0.0,1076.0,803.0,0.291893856779353,0.0,515.0,7062.0,2.5670665212649943,0.0,1066.0,4638.0,1.6859323882224646,0.0,274.0,0.0,0.0,0.0,0.0,9198.0,3.3435114503816794,0.0,584.0
"Buffalo, NY -> Orlando, FL",21617.0,12.829080118694362,0.0,510.0,186.0,0.11038575667655787,0.0,125.0,4304.0,2.5543026706231453,0.0,510.0,4666.0,2.7691394658753707,0.0,195.0,0.0,0.0,0.0,0.0,12461.0,7.395252225519288,0.0,477.0
"Ithaca/Cortland, NY -> Detroit, MI",21598.0,22.151794871794873,0.0,1387.0,5259.0,5.3938461538461535,0.0,456.0,8865.0,9.092307692307692,0.0,1290.0,798.0,0.8184615384615385,0.0,67.0,0.0,0.0,0.0,0.0,6676.0,6.8471794871794875,0.0,303.0
"Hancock/Houghton, MI -> Chicago, IL",21596.0,29.664835164835164,0.0,1285.0,1806.0,2.480769230769231,0.0,443.0,9537.0,13.100274725274724,0.0,1277.0,4780.0,6.565934065934066,0.0,617.0,0.0,0.0,0.0,0.0,5473.0,7.517857142857143,0.0,223.0
"Chicago, IL -> Saginaw/Bay City/Midland, MI",21588.0,21.31095755182626,0.0,975.0,2192.0,2.1638696939782824,0.0,975.0,9684.0,9.559723593287266,0.0,881.0,1686.0,1.6643632773938795,0.0,99.0,0.0,0.0,0.0,0.0,8026.0,7.923000987166831,0.0,495.0
"Huntsville, AL -> Houston, TX",21585.0,19.784601283226397,0.0,1179.0,1312.0,1.2025664527956004,0.0,297.0,4187.0,3.8377635197066913,0.0,519.0,8854.0,8.115490375802016,0.0,1179.0,22.0,0.02016498625114574,0.0,22.0,7210.0,6.608615948670944,0.0,404.0
"Wichita, KS -> Denver, CO",21572.0,17.410815173527038,0.0,1090.0,1342.0,1.0831315577078289,0.0,362.0,4532.0,3.6577885391444713,0.0,869.0,6734.0,5.435028248587571,0.0,1090.0,0.0,0.0,0.0,0.0,8964.0,7.234866828087167,0.0,322.0
"Louisville, KY -> Houston, TX",21563.0,13.519122257053292,0.0,1005.0,1551.0,0.9724137931034482,0.0,944.0,4679.0,2.933542319749216,0.0,679.0,8506.0,5.332915360501567,0.0,1005.0,0.0,0.0,0.0,0.0,6827.0,4.28025078369906,0.0,283.0
"Atlanta, GA -> Birmingham, AL",21543.0,6.336176470588235,0.0,406.0,1273.0,0.37441176470588233,0.0,213.0,10779.0,3.170294117647059,0.0,405.0,2048.0,0.6023529411764705,0.0,123.0,0.0,0.0,0.0,0.0,7443.0,2.1891176470588234,0.0,240.0
"Charlotte, NC -> Pensacola, FL",21542.0,12.459224985540775,0.0,308.0,1589.0,0.9190283400809717,0.0,129.0,6006.0,3.473684210526316,0.0,299.0,2925.0,1.6917293233082706,0.0,136.0,4.0,0.002313475997686524,0.0,4.0,11018.0,6.372469635627531,0.0,199.0
"San Juan, PR -> Miami, FL",21541.0,10.391220453449108,0.0,1177.0,1077.0,0.5195369030390738,0.0,1036.0,7502.0,3.618909792571153,0.0,1177.0,1628.0,0.7853352629040039,0.0,104.0,27.0,0.013024602026049204,0.0,26.0,11307.0,5.4544138929088275,0.0,839.0
"Minneapolis, MN -> Omaha, NE",21519.0,10.690014903129658,0.0,817.0,2515.0,1.2493790362642823,0.0,227.0,8536.0,4.240437158469946,0.0,817.0,3975.0,1.9746646795827123,0.0,105.0,0.0,0.0,0.0,0.0,6493.0,3.2255340288127172,0.0,397.0
"Phoenix, AZ -> Austin, TX",21486.0,7.584186374867632,0.0,368.0,130.0,0.04588775150017649,0.0,76.0,7823.0,2.7613836921990824,0.0,245.0,2770.0,0.9777620896576068,0.0,298.0,34.0,0.01200141193081539,0.0,17.0,10729.0,3.7871514295799504,0.0,280.0
"Manhattan/Ft. Riley, KS -> Chicago, IL",21456.0,22.68076109936575,0.0,1107.0,1064.0,1.1247357293868923,0.0,263.0,6918.0,7.312896405919662,0.0,772.0,5772.0,6.101479915433404,0.0,384.0,0.0,0.0,0.0,0.0,7702.0,8.141649048625792,0.0,614.0
"Chicago, IL -> Moline, IL",21433.0,15.12561750176429,0.0,773.0,1339.0,0.944954128440367,0.0,241.0,6430.0,4.537755822159492,0.0,773.0,4199.0,2.963302752293578,0.0,236.0,0.0,0.0,0.0,0.0,9465.0,6.679604798870854,0.0,521.0
"Columbus, OH -> Detroit, MI",21416.0,11.259726603575183,0.0,1477.0,2172.0,1.1419558359621451,0.0,1438.0,6689.0,3.516824395373291,0.0,392.0,2765.0,1.453732912723449,0.0,233.0,0.0,0.0,0.0,0.0,9790.0,5.147213459516299,0.0,283.0
"White Plains, NY -> Charlotte, NC",21409.0,15.558866279069768,0.0,952.0,649.0,0.47165697674418605,0.0,180.0,5853.0,4.253633720930233,0.0,913.0,3722.0,2.7049418604651163,0.0,400.0,11.0,0.007994186046511628,0.0,11.0,11174.0,8.12063953488372,0.0,343.0
"Pittsburgh, PA -> Houston, TX",21396.0,9.41725352112676,0.0,389.0,456.0,0.2007042253521127,0.0,119.0,3317.0,1.4599471830985915,0.0,244.0,8369.0,3.683538732394366,0.0,300.0,0.0,0.0,0.0,0.0,9254.0,4.07306338028169,0.0,371.0
"Miami, FL -> Denver, CO",21384.0,14.985283812193412,0.0,1034.0,398.0,0.27890679747722497,0.0,102.0,10346.0,7.250175192711983,0.0,1025.0,3906.0,2.737210932025228,0.0,149.0,0.0,0.0,0.0,0.0,6734.0,4.7189908899789765,0.0,534.0
"Dallas/Fort Worth, TX -> Abilene, TX",21369.0,9.40536971830986,0.0,450.0,1306.0,0.5748239436619719,0.0,117.0,6048.0,2.6619718309859155,0.0,204.0,4945.0,2.1764964788732395,0.0,345.0,17.0,0.007482394366197183,0.0,17.0,9053.0,3.984595070422535,0.0,433.0
"Savannah, GA -> Atlanta, GA",21360.0,6.328888888888889,0.0,625.0,989.0,0.29303703703703704,0.0,255.0,6398.0,1.8957037037037037,0.0,560.0,6615.0,1.96,0.0,478.0,0.0,0.0,0.0,0.0,7358.0,2.180148148148148,0.0,625.0
"Chicago, IL -> Charlottesville, VA",21338.0,22.227083333333333,0.0,1141.0,237.0,0.246875,0.0,45.0,11833.0,12.326041666666667,0.0,1141.0,2841.0,2.959375,0.0,112.0,0.0,0.0,0.0,0.0,6427.0,6.694791666666666,0.0,295.0
"Chicago, IL -> Asheville, NC",21338.0,18.619546247818498,0.0,848.0,1495.0,1.3045375218150088,0.0,373.0,8695.0,7.587260034904014,0.0,848.0,4127.0,3.601221640488656,0.0,768.0,0.0,0.0,0.0,0.0,7021.0,6.12652705061082,0.0,295.0
"Boise, ID -> Seattle, WA",21325.0,8.142420771286751,0.0,815.0,1071.0,0.40893470790378006,0.0,366.0,5445.0,2.0790378006872854,0.0,815.0,10013.0,3.8232149675448643,0.0,355.0,0.0,0.0,0.0,0.0,4796.0,1.831233295150821,0.0,231.0
"Fort Myers, FL -> Atlanta, GA",21317.0,5.957797652319732,0.0,641.0,676.0,0.18893236444941308,0.0,102.0,6763.0,1.8901621017328116,0.0,424.0,5340.0,1.4924538848518725,0.0,641.0,58.0,0.01621017328116266,0.0,58.0,8480.0,2.3700391280044717,0.0,372.0
"Dallas/Fort Worth, TX -> Des Moines, IA",21315.0,16.3584036838066,0.0,760.0,1303.0,1.0,0.0,220.0,7628.0,5.854182655410591,0.0,743.0,2112.0,1.6208749040675365,0.0,93.0,5.0,0.003837298541826554,0.0,5.0,10267.0,7.879508825786647,0.0,381.0
"La Crosse, WI -> Chicago, IL",21311.0,18.324161650902838,0.0,724.0,617.0,0.530524505588994,0.0,173.0,4705.0,4.045571797076526,0.0,586.0,6452.0,5.547721410146174,0.0,724.0,0.0,0.0,0.0,0.0,9537.0,8.200343938091144,0.0,487.0
"Killeen, TX -> Houston, TX",21301.0,21.93717816683831,0.0,1231.0,466.0,0.4799176107106076,0.0,204.0,6768.0,6.970133882595262,0.0,1191.0,10122.0,10.424304840370752,0.0,1231.0,0.0,0.0,0.0,0.0,3945.0,4.0628218331616885,0.0,281.0
"Washington, DC -> Burlington, VT",21289.0,11.678003291278113,0.0,655.0,1827.0,1.0021941854086671,0.0,655.0,6231.0,3.4179923203510696,0.0,343.0,3845.0,2.109160724081185,0.0,241.0,0.0,0.0,0.0,0.0,9386.0,5.148656061437191,0.0,290.0
"Houston, TX -> Knoxville, TN",21250.0,16.73228346456693,0.0,901.0,608.0,0.47874015748031495,0.0,166.0,11821.0,9.307874015748032,0.0,901.0,3884.0,3.058267716535433,0.0,265.0,0.0,0.0,0.0,0.0,4937.0,3.8874015748031496,0.0,236.0
"Kona, HI -> Honolulu, HI",21237.0,2.719206145966709,0.0,436.0,654.0,0.08373879641485275,0.0,76.0,6237.0,0.7985915492957747,0.0,436.0,1013.0,0.12970550576184378,0.0,323.0,31.0,0.003969270166453265,0.0,25.0,13302.0,1.7032010243277849,0.0,353.0
"Dallas/Fort Worth, TX -> Portland, OR",21233.0,11.928651685393259,0.0,734.0,1897.0,1.0657303370786517,0.0,706.0,7731.0,4.343258426966292,0.0,344.0,2706.0,1.5202247191011236,0.0,152.0,0.0,0.0,0.0,0.0,8899.0,4.999438202247191,0.0,264.0
"Columbus, OH -> Dallas/Fort Worth, TX",21230.0,13.921311475409835,0.0,1142.0,379.0,0.24852459016393444,0.0,137.0,8009.0,5.2518032786885245,0.0,1142.0,5403.0,3.5429508196721313,0.0,388.0,0.0,0.0,0.0,0.0,7439.0,4.878032786885246,0.0,364.0
"Denver, CO -> Des Moines, IA",21220.0,15.124732715609408,0.0,851.0,1081.0,0.7704918032786885,0.0,192.0,6129.0,4.368496079828938,0.0,851.0,3082.0,2.19672131147541,0.0,122.0,0.0,0.0,0.0,0.0,10928.0,7.789023521026372,0.0,660.0
"Chicago, IL -> Charleston, SC",21212.0,10.740253164556963,0.0,726.0,1775.0,0.8987341772151899,0.0,468.0,5763.0,2.917974683544304,0.0,726.0,3780.0,1.9139240506329114,0.0,133.0,0.0,0.0,0.0,0.0,9894.0,5.009620253164557,0.0,439.0
"Orlando, FL -> Milwaukee, WI",21211.0,15.129101283880171,0.0,403.0,657.0,0.4686162624821683,0.0,124.0,7552.0,5.3865905848787445,0.0,333.0,2119.0,1.5114122681883024,0.0,92.0,25.0,0.01783166904422254,0.0,25.0,10858.0,7.744650499286733,0.0,316.0
"Tallahassee, FL -> Atlanta, GA",21192.0,8.500601684717209,0.0,985.0,1440.0,0.5776173285198556,0.0,209.0,7961.0,3.1933413557962296,0.0,985.0,3646.0,1.46249498596069,0.0,201.0,0.0,0.0,0.0,0.0,8145.0,3.267148014440433,0.0,368.0
"Omaha, NE -> Newark, NJ",21169.0,23.391160220994475,0.0,863.0,966.0,1.0674033149171271,0.0,796.0,704.0,0.7779005524861878,0.0,134.0,12511.0,13.824309392265194,0.0,720.0,0.0,0.0,0.0,0.0,6988.0,7.721546961325966,0.0,863.0
"Columbus, OH -> Atlanta, GA",21166.0,5.657845495856723,0.0,682.0,443.0,0.11841753541833734,0.0,71.0,7822.0,2.090884790163058,0.0,682.0,5897.0,1.5763164929163325,0.0,190.0,0.0,0.0,0.0,0.0,7004.0,1.8722266773589948,0.0,347.0
"Boston, MA -> Cincinnati, OH",21096.0,16.930979133226323,0.0,997.0,1415.0,1.1356340288924558,0.0,277.0,5694.0,4.569823434991974,0.0,759.0,2139.0,1.71669341894061,0.0,627.0,0.0,0.0,0.0,0.0,11848.0,9.508828250401285,0.0,447.0
"Fort Lauderdale, FL -> New Orleans, LA",21057.0,10.815100154083204,0.0,567.0,469.0,0.2408834103749358,0.0,208.0,8391.0,4.3097072419106315,0.0,511.0,5290.0,2.717000513610683,0.0,517.0,43.0,0.022085259373394967,0.0,16.0,6864.0,3.5254237288135593,0.0,231.0
"Charlottesville, VA -> Charlotte, NC",21053.0,11.337102854065698,0.0,554.0,654.0,0.35218093699515346,0.0,154.0,5198.0,2.799138395261174,0.0,460.0,3057.0,1.6462035541195477,0.0,148.0,29.0,0.015616585891222402,0.0,29.0,12115.0,6.5239633817986,0.0,550.0
"Minneapolis, MN -> Baltimore, MD",21037.0,10.060736489717838,0.0,809.0,1507.0,0.7207077953132472,0.0,804.0,5794.0,2.7709230033476806,0.0,777.0,7203.0,3.4447632711621234,0.0,516.0,0.0,0.0,0.0,0.0,6533.0,3.1243424198947873,0.0,254.0
"Gulfport/Biloxi, MS -> Atlanta, GA",20942.0,12.289906103286384,0.0,1464.0,1631.0,0.9571596244131455,0.0,604.0,5299.0,3.1097417840375585,0.0,729.0,3579.0,2.1003521126760565,0.0,120.0,0.0,0.0,0.0,0.0,10433.0,6.122652582159624,0.0,845.0
"Wilmington, NC -> Atlanta, GA",20898.0,11.51404958677686,0.0,1168.0,1968.0,1.084297520661157,0.0,358.0,7088.0,3.9052341597796145,0.0,550.0,3515.0,1.9366391184573002,0.0,996.0,0.0,0.0,0.0,0.0,8327.0,4.587878787878788,0.0,475.0
"Tucson, AZ -> Los Angeles, CA",20884.0,7.780923994038748,0.0,961.0,808.0,0.30104321907600595,0.0,407.0,5675.0,2.114381520119225,0.0,961.0,4426.0,1.6490312965722802,0.0,109.0,67.0,0.02496274217585693,0.0,41.0,9908.0,3.69150521609538,0.0,692.0
"Dallas/Fort Worth, TX -> Mobile, AL",20873.0,16.358150470219435,0.0,771.0,1544.0,1.2100313479623825,0.0,197.0,6371.0,4.99294670846395,0.0,523.0,2731.0,2.140282131661442,0.0,101.0,30.0,0.023510971786833857,0.0,30.0,10197.0,7.991379310344827,0.0,601.0
"Newark, NJ -> Burlington, VT",20861.0,26.17440401505646,0.0,732.0,1765.0,2.2145545796737767,0.0,565.0,5463.0,6.854454203262233,0.0,472.0,4964.0,6.228356336260979,0.0,691.0,0.0,0.0,0.0,0.0,8669.0,10.877038895859473,0.0,366.0
"Houston, TX -> Shreveport, LA",20846.0,15.0621387283237,0.0,764.0,1490.0,1.0765895953757225,0.0,218.0,8676.0,6.26878612716763,0.0,760.0,2903.0,2.097543352601156,0.0,163.0,0.0,0.0,0.0,0.0,7777.0,5.619219653179191,0.0,337.0
"San Luis Obispo, CA -> Phoenix, AZ",20845.0,14.638342696629213,0.0,2206.0,1066.0,0.7485955056179775,0.0,348.0,7322.0,5.14185393258427,0.0,1060.0,1709.0,1.2001404494382022,0.0,94.0,25.0,0.0175561797752809,0.0,23.0,10723.0,7.530196629213483,0.0,2206.0
"Salt Lake City, UT -> San Diego, CA",20832.0,7.905882352941177,0.0,821.0,2141.0,0.8125237191650854,0.0,821.0,8166.0,3.0990512333965845,0.0,602.0,3701.0,1.4045540796963947,0.0,114.0,0.0,0.0,0.0,0.0,6824.0,2.589753320683112,0.0,230.0
"Valparaiso, FL -> Atlanta, GA",20799.0,8.839354016149596,0.0,1128.0,766.0,0.32554186145346364,0.0,255.0,5988.0,2.5448363790905226,0.0,1128.0,3808.0,1.6183595410114746,0.0,184.0,0.0,0.0,0.0,0.0,10237.0,4.350616234594135,0.0,875.0
"Las Vegas, NV -> Miami, FL",20794.0,22.60217391304348,0.0,1248.0,145.0,0.15760869565217392,0.0,77.0,13527.0,14.703260869565218,0.0,1154.0,1266.0,1.376086956521739,0.0,177.0,48.0,0.05217391304347826,0.0,30.0,5808.0,6.3130434782608695,0.0,532.0
"Chicago, IL -> Greer, SC",20757.0,16.685691318327976,0.0,911.0,1395.0,1.1213826366559485,0.0,216.0,7201.0,5.788585209003215,0.0,894.0,4958.0,3.985530546623794,0.0,563.0,0.0,0.0,0.0,0.0,7203.0,5.790192926045016,0.0,404.0
"South Bend, IN -> Detroit, MI",20730.0,13.434867141931303,0.0,1093.0,1796.0,1.1639662994167206,0.0,345.0,9521.0,6.170447180816591,0.0,1093.0,1474.0,0.9552819183408944,0.0,122.0,0.0,0.0,0.0,0.0,7939.0,5.145171743357096,0.0,329.0
"Pellston, MI -> Detroit, MI",20703.0,25.064164648910413,0.0,1193.0,2260.0,2.736077481840194,0.0,483.0,7015.0,8.49273607748184,0.0,1193.0,720.0,0.8716707021791767,0.0,135.0,121.0,0.14648910411622276,0.0,65.0,10587.0,12.817191283292978,0.0,513.0
"Oakland, CA -> Ontario, CA",20700.0,8.752642706131079,0.0,206.0,11.0,0.004651162790697674,0.0,8.0,9574.0,4.048202959830867,0.0,205.0,908.0,0.3839323467230444,0.0,92.0,37.0,0.015644820295983086,0.0,36.0,10170.0,4.3002114164904865,0.0,166.0
"St. Louis, MO -> Orlando, FL",20697.0,10.405731523378583,0.0,418.0,890.0,0.44746103569632983,0.0,316.0,7561.0,3.801407742584213,0.0,240.0,3807.0,1.914027149321267,0.0,418.0,82.0,0.04122674710910005,0.0,60.0,8357.0,4.201608848667672,0.0,260.0
"St. Louis, MO -> Charlotte, NC",20688.0,9.546838947854177,0.0,378.0,1086.0,0.501153668666359,0.0,271.0,5774.0,2.6645131518227965,0.0,378.0,3218.0,1.4850023073373326,0.0,221.0,26.0,0.011998154130133826,0.0,26.0,10584.0,4.884171665897554,0.0,349.0
"Denver, CO -> Sioux Falls, SD",20637.0,14.203028217481073,0.0,901.0,1513.0,1.0412938747419134,0.0,555.0,7911.0,5.444597384721266,0.0,853.0,2919.0,2.0089470061940813,0.0,80.0,0.0,0.0,0.0,0.0,8294.0,5.708189951823813,0.0,262.0
"Laredo, TX -> Dallas/Fort Worth, TX",20637.0,13.21190781049936,0.0,1191.0,1394.0,0.8924455825864277,0.0,297.0,8114.0,5.194622279129321,0.0,1191.0,3333.0,2.1338028169014085,0.0,293.0,0.0,0.0,0.0,0.0,7796.0,4.991037131882202,0.0,333.0
"Providence, RI -> Charlotte, NC",20635.0,11.784694460308396,0.0,1660.0,144.0,0.08223872073101085,0.0,68.0,7886.0,4.503712164477442,0.0,1660.0,4106.0,2.3449457452884066,0.0,283.0,0.0,0.0,0.0,0.0,8499.0,4.853797829811536,0.0,487.0
"Atlanta, GA -> Augusta, GA",20611.0,7.211686494051785,0.0,611.0,2716.0,0.9503149055283415,0.0,611.0,9261.0,3.24037788663401,0.0,460.0,2373.0,0.8303009097270819,0.0,100.0,0.0,0.0,0.0,0.0,6261.0,2.190692792162351,0.0,227.0
"Chicago, IL -> Akron, OH",20604.0,20.29950738916256,0.0,1024.0,850.0,0.8374384236453202,0.0,181.0,10378.0,10.224630541871921,0.0,987.0,3176.0,3.129064039408867,0.0,110.0,0.0,0.0,0.0,0.0,6200.0,6.108374384236453,0.0,321.0
"Portland, ME -> Newark, NJ",20601.0,30.70193740685544,0.0,936.0,1025.0,1.527570789865872,0.0,794.0,1367.0,2.03725782414307,0.0,493.0,12857.0,19.160953800298063,0.0,936.0,0.0,0.0,0.0,0.0,5352.0,7.976154992548435,0.0,631.0
"Fresno, CA -> Phoenix, AZ",20593.0,11.680657969370392,0.0,1296.0,102.0,0.057855927396483264,0.0,62.0,7760.0,4.401588201928531,0.0,1296.0,1167.0,0.6619398752127056,0.0,75.0,16.0,0.009075439591605219,0.0,16.0,11548.0,6.550198525241067,0.0,431.0
