ROUTE BETWEEN CITIES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
"Chicago, IL -> Las Vegas, NV",104765.0,13.727070230607966,0.0,642.0,4581.0,0.6002358490566038,0.0,255.0,31835.0,4.171252620545073,0.0,518.0,27189.0,3.5625,0.0,357.0,96.0,0.012578616352201259,0.0,57.0,41064.0,5.380503144654088,0.0,581.0
"Phoenix, AZ -> San Francisco, CA",102143.0,21.00843274372686,0.0,1062.0,934.0,0.1921020156314274,0.0,311.0,19149.0,3.9385026737967914,0.0,816.0,50075.0,10.299259563965446,0.0,442.0,97.0,0.01995063759769642,0.0,56.0,31888.0,6.5586178527355,0.0,599.0
"Newark, NJ -> Los Angeles, CA",102139.0,20.613319878910193,0.0,1090.0,10784.0,2.1763874873864784,0.0,761.0,23916.0,4.8266397578203835,0.0,619.0,23669.0,4.776791120080727,0.0,460.0,254.0,0.05126135216952573,0.0,222.0,43516.0,8.782240161453078,0.0,818.0
"Atlanta, GA -> Houston, TX",101690.0,10.755156002115283,0.0,1444.0,5509.0,0.5826546800634584,0.0,872.0,31953.0,3.379481755684823,0.0,1444.0,28435.0,3.0074034902168165,0.0,752.0,104.0,0.010999471179270227,0.0,32.0,35689.0,3.7746166049709147,0.0,409.0
"Nashville, TN -> New York, NY",101597.0,16.00204756654591,0.0,1005.0,4403.0,0.6934950385887542,0.0,761.0,16867.0,2.6566388407623247,0.0,1005.0,44851.0,7.064262088517877,0.0,828.0,35.0,0.005512679162072767,0.0,18.0,35441.0,5.582138919514884,0.0,374.0
"Philadelphia, PA -> Chicago, IL",101581.0,14.696325231481481,0.0,1148.0,5810.0,0.8405671296296297,0.0,1082.0,22526.0,3.2589699074074074,0.0,1068.0,39596.0,5.728587962962963,0.0,504.0,87.0,0.012586805555555556,0.0,44.0,33562.0,4.855613425925926,0.0,387.0
"Boston, MA -> San Francisco, CA",100889.0,19.96615871759351,0.0,874.0,3793.0,0.7506431822679597,0.0,404.0,25179.0,4.982980407678607,0.0,868.0,44678.0,8.84187611320008,0.0,353.0,43.0,0.008509796160696616,0.0,16.0,27196.0,5.382149218286167,0.0,515.0
"Dallas/Fort Worth, TX -> Los Angeles, CA",99826.0,13.603979285908967,0.0,959.0,6005.0,0.8183428727173617,0.0,389.0,38518.0,5.24911420005451,0.0,924.0,19140.0,2.6083401471790677,0.0,240.0,80.0,0.010902153175252113,0.0,51.0,36083.0,4.917279912782774,0.0,542.0
"Dallas/Fort Worth, TX -> San Francisco, CA",99786.0,21.514877102199225,0.0,892.0,5113.0,1.1024148339801638,0.0,763.0,23131.0,4.98727899956878,0.0,892.0,39822.0,8.586028460543337,0.0,375.0,0.0,0.0,0.0,0.0,31720.0,6.839154808106943,0.0,310.0
"Orlando, FL -> Washington, DC",99286.0,17.52930790960452,0.0,1244.0,8187.0,1.4454449152542372,0.0,779.0,32381.0,5.7169844632768365,0.0,1244.0,17184.0,3.0338983050847457,0.0,395.0,34.0,0.006002824858757062,0.0,19.0,41500.0,7.326977401129944,0.0,578.0
"San Francisco, CA -> Las Vegas, NV",98427.0,12.604302727621974,0.0,568.0,1055.0,0.13510052503521577,0.0,263.0,21950.0,2.810859264950698,0.0,385.0,20834.0,2.667947240363683,0.0,302.0,48.0,0.006146753745678064,0.0,30.0,54540.0,6.9842489435267,0.0,374.0
"Columbus, OH -> Chicago, IL",98394.0,14.202367205542725,0.0,1638.0,3156.0,0.45554272517321015,0.0,394.0,20590.0,2.971997690531178,0.0,1622.0,37199.0,5.369370669745958,0.0,1016.0,0.0,0.0,0.0,0.0,37449.0,5.405456120092379,0.0,934.0
"New York, NY -> Detroit, MI",98369.0,15.020461139105207,0.0,847.0,3564.0,0.5442052221713238,0.0,486.0,19994.0,3.052985188578409,0.0,548.0,32486.0,4.96045197740113,0.0,847.0,86.0,0.01313177584364025,0.0,58.0,42239.0,6.449686975110704,0.0,382.0
"Phoenix, AZ -> Chicago, IL",98338.0,12.474692375998986,0.0,1045.0,2985.0,0.37866294557909425,0.0,870.0,29281.0,3.7144488139033363,0.0,937.0,30194.0,3.8302676645946976,0.0,488.0,283.0,0.035900038056577446,0.0,76.0,35595.0,4.51541291386528,0.0,928.0
"Las Vegas, NV -> Denver, CO",98320.0,14.142692750287686,0.0,1423.0,3132.0,0.45051783659378597,0.0,403.0,27327.0,3.930811277330265,0.0,1219.0,25034.0,3.6009781357882624,0.0,1375.0,32.0,0.004602991944764097,0.0,32.0,42795.0,6.15578250863061,0.0,863.0
"Denver, CO -> Phoenix, AZ",97411.0,12.503016300859967,0.0,1373.0,3735.0,0.4793993068925683,0.0,905.0,32844.0,4.215633423180593,0.0,1327.0,16291.0,2.0910024387113335,0.0,120.0,61.0,0.007829546913104864,0.0,23.0,44480.0,5.709151585162367,0.0,604.0
"New York, NY -> Pittsburgh, PA",97327.0,16.50169548999661,0.0,1106.0,3998.0,0.6778569006442862,0.0,491.0,19675.0,3.335876568328247,0.0,968.0,19573.0,3.318582570362835,0.0,1106.0,25.0,0.00423872499152255,0.0,25.0,54056.0,9.165140725669719,0.0,880.0
"Chicago, IL -> Philadelphia, PA",96786.0,13.930051813471502,0.0,811.0,4942.0,0.7112838226827864,0.0,265.0,25957.0,3.735895221646517,0.0,811.0,26890.0,3.8701784686240646,0.0,279.0,52.0,0.007484168105929764,0.0,33.0,38945.0,5.605210132412205,0.0,404.0
"Chicago, IL -> Seattle, WA",96256.0,14.937306021104904,0.0,769.0,6160.0,0.9559279950341403,0.0,548.0,26087.0,4.048261949099938,0.0,751.0,20287.0,3.148199875853507,0.0,409.0,0.0,0.0,0.0,0.0,43722.0,6.784916201117318,0.0,640.0
"Denver, CO -> Houston, TX",95797.0,13.597870830376154,0.0,973.0,4791.0,0.6800567778566359,0.0,286.0,21754.0,3.087863733144074,0.0,963.0,26933.0,3.8229950319375443,0.0,273.0,169.0,0.023988644428672816,0.0,86.0,42150.0,5.9829666430092265,0.0,849.0
"Norfolk, VA -> New York, NY",95178.0,20.24202467035304,0.0,1153.0,1653.0,0.3515525308379413,0.0,238.0,18378.0,3.90854955338154,0.0,1082.0,41172.0,8.75627392598894,0.0,707.0,18.0,0.0038281582305401958,0.0,10.0,33957.0,7.221820501914079,0.0,570.0
"West Palm Beach/Palm Beach, FL -> Newark, NJ",94852.0,29.5213196389667,0.0,1185.0,2362.0,0.7351384998443822,0.0,914.0,15831.0,4.927170868347339,0.0,943.0,50851.0,15.826641767818238,0.0,440.0,35.0,0.010893246187363835,0.0,35.0,25773.0,8.021475256769374,0.0,637.0
"Chicago, IL -> Cleveland, OH",94776.0,14.133015210259469,0.0,1130.0,4590.0,0.6844616761109454,0.0,255.0,29696.0,4.428273188189681,0.0,1130.0,15064.0,2.2463465553235906,0.0,146.0,33.0,0.004920966298836862,0.0,24.0,45393.0,6.769012824336415,0.0,571.0
"Charlotte, NC -> Chicago, IL",94446.0,15.934874304032395,0.0,1153.0,3742.0,0.6313480681626455,0.0,292.0,21367.0,3.6050278387042347,0.0,1153.0,36348.0,6.132613463809684,0.0,1147.0,761.0,0.12839547831955458,0.0,560.0,32228.0,5.437489455036275,0.0,975.0
"Dallas/Fort Worth, TX -> Denver, CO",94421.0,16.068924438393466,0.0,1248.0,6815.0,1.1598025867937372,0.0,1103.0,25726.0,4.378148400272294,0.0,759.0,24309.0,4.136997957794418,0.0,245.0,125.0,0.021272974812797822,0.0,63.0,37446.0,6.372702518720218,0.0,619.0
"Orlando, FL -> Atlanta, GA",94338.0,10.068089647812167,0.0,739.0,5507.0,0.587726787620064,0.0,265.0,25482.0,2.719530416221985,0.0,739.0,27750.0,2.961579509071505,0.0,437.0,982.0,0.1048025613660619,0.0,220.0,34617.0,3.694450373532551,0.0,418.0
"Cleveland, OH -> Chicago, IL",94190.0,14.125674865026994,0.0,1149.0,3088.0,0.4631073785242951,0.0,867.0,19811.0,2.9710557888422318,0.0,1149.0,37718.0,5.656568686262747,0.0,998.0,17.0,0.002549490101979604,0.0,17.0,33556.0,5.032393521295741,0.0,444.0
"Baltimore, MD -> Boston, MA",94087.0,16.85240909905069,0.0,807.0,2857.0,0.5117320437041017,0.0,283.0,25486.0,4.564929249507434,0.0,724.0,32726.0,5.861723087945549,0.0,372.0,185.0,0.03313630664517284,0.0,73.0,32833.0,5.880888411248432,0.0,807.0
"Atlanta, GA -> Boston, MA",94072.0,14.87304347826087,0.0,891.0,6410.0,1.0134387351778655,0.0,877.0,23509.0,3.716837944664032,0.0,862.0,37079.0,5.862292490118577,0.0,555.0,15.0,0.0023715415019762848,0.0,15.0,27059.0,4.278102766798419,0.0,475.0
"Atlanta, GA -> Fort Lauderdale, FL",93144.0,10.728403593642017,0.0,1024.0,3906.0,0.4498963372494817,0.0,1008.0,34053.0,3.922252937111265,0.0,578.0,21351.0,2.45922598479613,0.0,524.0,46.0,0.005298318359824925,0.0,19.0,33788.0,3.8917300161253165,0.0,898.0
"Denver, CO -> Salt Lake City, UT",92979.0,13.222269624573379,0.0,1135.0,6014.0,0.8552332195676906,0.0,1041.0,29877.0,4.248720136518771,0.0,1068.0,13419.0,1.9082764505119454,0.0,159.0,0.0,0.0,0.0,0.0,43669.0,6.210039817974971,0.0,1024.0
"Seattle, WA -> Chicago, IL",92971.0,14.501793791920138,0.0,998.0,8476.0,1.322102636094213,0.0,847.0,24096.0,3.7585400093589145,0.0,990.0,34576.0,5.393230385275308,0.0,451.0,65.0,0.010138823896428015,0.0,35.0,25758.0,4.017781937295274,0.0,433.0
"Atlanta, GA -> Orlando, FL",92969.0,9.959185859667917,0.0,504.0,4216.0,0.4516336368505624,0.0,420.0,32425.0,3.4734868773433316,0.0,504.0,25212.0,2.700803427959293,0.0,402.0,317.0,0.03395822174611676,0.0,286.0,30799.0,3.2993036957686126,0.0,427.0
"New York, NY -> Nashville, TN",92929.0,14.64602048857368,0.0,1285.0,3652.0,0.575571315996848,0.0,235.0,19291.0,3.040346729708432,0.0,1285.0,22463.0,3.54026792750197,0.0,357.0,70.0,0.01103230890464933,0.0,54.0,47453.0,7.478802206461781,0.0,419.0
"West Palm Beach/Palm Beach, FL -> New York, NY",92805.0,20.5320796460177,0.0,1180.0,1200.0,0.26548672566371684,0.0,578.0,21608.0,4.780530973451327,0.0,1180.0,38655.0,8.551991150442477,0.0,1065.0,75.0,0.016592920353982302,0.0,57.0,31267.0,6.917477876106195,0.0,527.0
"Denver, CO -> Los Angeles, CA",92667.0,12.664616646166461,0.0,1148.0,6337.0,0.8660653273199399,0.0,366.0,26132.0,3.5714090474238076,0.0,664.0,17482.0,2.3892305589722564,0.0,236.0,18.0,0.0024600246002460025,0.0,12.0,42698.0,5.835451687850211,0.0,786.0
"Denver, CO -> Seattle, WA",92341.0,13.478470296307108,0.0,945.0,3995.0,0.5831265508684863,0.0,400.0,26855.0,3.9198657130345933,0.0,603.0,20040.0,2.9251204203765875,0.0,210.0,15.0,0.0021894613924974458,0.0,15.0,41436.0,6.048168150634944,0.0,927.0
"San Francisco, CA -> Denver, CO",92200.0,16.24669603524229,0.0,877.0,763.0,0.13444933920704846,0.0,116.0,21688.0,3.8216740088105725,0.0,769.0,19226.0,3.38784140969163,0.0,203.0,0.0,0.0,0.0,0.0,50523.0,8.90273127753304,0.0,796.0
"Chicago, IL -> Columbus, OH",91890.0,13.110286774147525,0.0,1007.0,5863.0,0.8364959337994008,0.0,532.0,28269.0,4.033242973320017,0.0,677.0,16346.0,2.332144385789699,0.0,333.0,0.0,0.0,0.0,0.0,41412.0,5.908403481238408,0.0,984.0
"Los Angeles, CA -> Dallas/Fort Worth, TX",91835.0,12.51158038147139,0.0,889.0,980.0,0.1335149863760218,0.0,320.0,37131.0,5.058719346049046,0.0,888.0,20678.0,2.81716621253406,0.0,379.0,275.0,0.03746594005449591,0.0,84.0,32771.0,4.4647138964577655,0.0,786.0
"New York, NY -> Denver, CO",91545.0,15.954165214360405,0.0,1453.0,6521.0,1.1364586964098988,0.0,570.0,25952.0,4.522830254444057,0.0,1412.0,27500.0,4.7926106657371905,0.0,628.0,61.0,0.010630881840362495,0.0,29.0,31511.0,5.491634715928895,0.0,361.0
"San Francisco, CA -> Boston, MA",90742.0,17.97583201267829,0.0,827.0,370.0,0.07329635499207607,0.0,115.0,25102.0,4.972662440570523,0.0,549.0,32600.0,6.458003169572108,0.0,697.0,41.0,0.00812202852614897,0.0,35.0,32629.0,6.463748019017433,0.0,446.0
"Denver, CO -> Las Vegas, NV",90634.0,13.103079369668931,0.0,440.0,2761.0,0.39916148619343644,0.0,246.0,23557.0,3.405667196761602,0.0,440.0,23308.0,3.3696689316177535,0.0,309.0,15.0,0.002168570189388463,0.0,15.0,40993.0,5.926413184906751,0.0,397.0
"Chicago, IL -> Indianapolis, IN",90212.0,16.417106460418562,0.0,963.0,4278.0,0.7785259326660601,0.0,514.0,30855.0,5.615104640582348,0.0,838.0,16789.0,3.0553230209281166,0.0,871.0,0.0,0.0,0.0,0.0,38290.0,6.968152866242038,0.0,810.0
"Orlando, FL -> Boston, MA",89929.0,20.71142330723169,0.0,1148.0,4939.0,1.1374942422846614,0.0,489.0,19057.0,4.388991248272686,0.0,1148.0,34946.0,8.04836480884385,0.0,464.0,227.0,0.05228005527406725,0.0,113.0,30760.0,7.084292952556425,0.0,384.0
"Houston, TX -> Denver, CO",89832.0,12.747552149851,0.0,569.0,7107.0,1.0085142613878246,0.0,459.0,20389.0,2.893287923939265,0.0,256.0,29552.0,4.193557542216546,0.0,268.0,109.0,0.015467574854548034,0.0,31.0,32675.0,4.636724847452816,0.0,562.0
"Phoenix, AZ -> Denver, CO",89324.0,11.432740304620504,0.0,948.0,3363.0,0.4304364520670677,0.0,691.0,24737.0,3.1661333674644823,0.0,680.0,22478.0,2.8769998720081915,0.0,429.0,169.0,0.021630615640599003,0.0,54.0,38577.0,4.9375399974401635,0.0,583.0
"Tampa, FL -> New York, NY",88360.0,18.949174351276003,0.0,1007.0,2617.0,0.5612266781042248,0.0,242.0,23383.0,5.014582886553721,0.0,977.0,32135.0,6.891486167703196,0.0,434.0,10.0,0.002144542140253056,0.0,10.0,30215.0,6.4797340767746086,0.0,819.0
"Seattle, WA -> Denver, CO",88322.0,12.817007691191408,0.0,1108.0,4344.0,0.630387461906835,0.0,807.0,26718.0,3.87723117109273,0.0,1091.0,26588.0,3.8583659846176173,0.0,424.0,78.0,0.011319111885067479,0.0,32.0,30594.0,4.43970396168916,0.0,743.0
"Orlando, FL -> Philadelphia, PA",87273.0,14.959376071306137,0.0,1010.0,5595.0,0.9590332533424751,0.0,328.0,23903.0,4.097188892697978,0.0,956.0,20248.0,3.470689064106959,0.0,384.0,312.0,0.053479602331162154,0.0,215.0,37215.0,6.378985258827562,0.0,615.0
"Indianapolis, IN -> Chicago, IL",87148.0,16.609109967600535,0.0,1334.0,1004.0,0.1913474366304555,0.0,105.0,19115.0,3.643034114732228,0.0,1107.0,28160.0,5.366876310272537,0.0,1044.0,17.0,0.0032399466361730514,0.0,9.0,38852.0,7.40461215932914,0.0,1334.0
"Atlanta, GA -> Dallas/Fort Worth, TX",87055.0,12.727339181286549,0.0,1434.0,1689.0,0.2469298245614035,0.0,149.0,25390.0,3.711988304093567,0.0,1434.0,33565.0,4.9071637426900585,0.0,560.0,0.0,0.0,0.0,0.0,26411.0,3.8612573099415206,0.0,749.0
"Detroit, MI -> Newark, NJ",86359.0,27.165460836741115,0.0,1207.0,1332.0,0.4189996854356716,0.0,269.0,11206.0,3.5250078641082103,0.0,948.0,59785.0,18.80622837370242,0.0,1207.0,0.0,0.0,0.0,0.0,14036.0,4.41522491349481,0.0,336.0
"Las Vegas, NV -> Chicago, IL",86282.0,11.190920881971465,0.0,1111.0,3619.0,0.469390402075227,0.0,815.0,26921.0,3.491699092088197,0.0,1089.0,24068.0,3.1216601815823606,0.0,640.0,77.0,0.009987029831387807,0.0,22.0,31597.0,4.098184176394293,0.0,763.0
"Kansas City, MO -> Chicago, IL",86256.0,13.53035294117647,0.0,1423.0,5660.0,0.8878431372549019,0.0,1385.0,18574.0,2.91356862745098,0.0,1394.0,25990.0,4.0768627450980395,0.0,1070.0,0.0,0.0,0.0,0.0,36032.0,5.652078431372549,0.0,461.0
"Columbus, OH -> New York, NY",85293.0,16.516847405112316,0.0,906.0,2550.0,0.4938032532920217,0.0,883.0,17187.0,3.328233927188226,0.0,506.0,45959.0,8.899883810999226,0.0,621.0,0.0,0.0,0.0,0.0,19597.0,3.794926413632843,0.0,298.0
"Dallas/Fort Worth, TX -> Atlanta, GA",84815.0,12.39260666277031,0.0,1148.0,7892.0,1.1531268264172998,0.0,1148.0,24509.0,3.581092928112215,0.0,701.0,14220.0,2.077732320280538,0.0,206.0,16.0,0.0023378141437755697,0.0,16.0,38178.0,5.578316773816481,0.0,504.0
"Los Angeles, CA -> Honolulu, HI",84799.0,14.45109066121336,0.0,1117.0,420.0,0.07157464212678936,0.0,94.0,40840.0,6.959781867757328,0.0,1117.0,13067.0,2.2268234492160874,0.0,228.0,43.0,0.00732788002726653,0.0,42.0,30429.0,5.185582822085889,0.0,690.0
"New York, NY -> Norfolk, VA",84673.0,18.01936582251543,0.0,856.0,2767.0,0.5888486912108959,0.0,502.0,21220.0,4.51585443711428,0.0,627.0,19301.0,4.107469674398808,0.0,453.0,0.0,0.0,0.0,0.0,41385.0,8.807193019791445,0.0,821.0
"Minneapolis, MN -> Newark, NJ",84624.0,24.722173531989483,0.0,1098.0,4816.0,1.4069529652351738,0.0,1030.0,12544.0,3.6646216768916156,0.0,918.0,51120.0,14.934268185801928,0.0,1046.0,69.0,0.020157756354075372,0.0,27.0,16075.0,4.69617294770669,0.0,363.0
"New York, NY -> Columbus, OH",84357.0,16.341921735761332,0.0,858.0,2186.0,0.42347927160015497,0.0,350.0,21831.0,4.22917473847346,0.0,858.0,18676.0,3.6179775280898876,0.0,792.0,55.0,0.010654784967067028,0.0,21.0,41609.0,8.060635412630763,0.0,302.0
"Philadelphia, PA -> Orlando, FL",84068.0,14.382891360136869,0.0,919.0,1016.0,0.17382378100940976,0.0,162.0,25502.0,4.363045337895637,0.0,428.0,22932.0,3.923353293413174,0.0,862.0,17.0,0.0029084687767322497,0.0,11.0,34601.0,5.9197604790419165,0.0,854.0
"St. Louis, MO -> Chicago, IL",83738.0,15.687148744848258,0.0,1658.0,5209.0,0.9758336455601349,0.0,922.0,19430.0,3.6399400524541026,0.0,1174.0,23048.0,4.317721993255901,0.0,633.0,11.0,0.0020606968902210565,0.0,7.0,36040.0,6.751592356687898,0.0,975.0
"Washington, DC -> Dallas/Fort Worth, TX",83724.0,15.161897863093083,0.0,1409.0,5559.0,1.0067004708438971,0.0,810.0,23631.0,4.27942774357117,0.0,1171.0,22862.0,4.140166606302064,0.0,898.0,5.0,9.054690329590728E-4,0.0,4.0,31667.0,5.7346975733429915,0.0,1368.0
"Boston, MA -> Atlanta, GA",83690.0,13.200315457413248,0.0,841.0,5400.0,0.8517350157728707,0.0,276.0,27693.0,4.367981072555205,0.0,841.0,17828.0,2.81198738170347,0.0,184.0,30.0,0.00473186119873817,0.0,26.0,32739.0,5.163880126182965,0.0,443.0
"Houston, TX -> Los Angeles, CA",83634.0,13.0230457801308,0.0,1241.0,8148.0,1.2687636250389287,0.0,682.0,27825.0,4.332762379321084,0.0,1241.0,15428.0,2.4023668639053253,0.0,488.0,162.0,0.025225786359389598,0.0,75.0,32071.0,4.993927125506073,0.0,446.0
"Burbank, CA -> San Francisco, CA",83575.0,22.472438827641838,0.0,1220.0,424.0,0.11400914224253832,0.0,170.0,11686.0,3.1422425383167516,0.0,1189.0,42618.0,11.459532132293628,0.0,404.0,46.0,0.012368916375369724,0.0,46.0,28801.0,7.744286098413552,0.0,380.0
"Orlando, FL -> San Juan, PR",83443.0,15.80958696475938,0.0,524.0,3449.0,0.6534672224327397,0.0,189.0,36404.0,6.897309586964759,0.0,452.0,10731.0,2.03315649867374,0.0,521.0,608.0,0.1151951496779083,0.0,233.0,32251.0,6.1104585070102315,0.0,330.0
"Buffalo, NY -> New York, NY",83183.0,17.140531629919636,0.0,1119.0,1879.0,0.38718318565835563,0.0,490.0,11123.0,2.2919843395837627,0.0,542.0,29815.0,6.143622501545436,0.0,986.0,0.0,0.0,0.0,0.0,40366.0,8.317741603132083,0.0,613.0
"Chicago, IL -> Kansas City, MO",82853.0,12.760357307870013,0.0,1121.0,4989.0,0.7683659325427383,0.0,533.0,28033.0,4.317418758663176,0.0,1121.0,14400.0,2.217772986292931,0.0,135.0,31.0,0.004774372401047282,0.0,31.0,35400.0,5.452025257970122,0.0,674.0
"Denver, CO -> Newark, NJ",82832.0,24.889423076923077,0.0,1053.0,5114.0,1.5366586538461537,0.0,1048.0,15442.0,4.640024038461538,0.0,855.0,39457.0,11.856069711538462,0.0,371.0,54.0,0.01622596153846154,0.0,54.0,22765.0,6.840444711538462,0.0,701.0
"Washington, DC -> Charlotte, NC",82727.0,11.745988925173931,0.0,1004.0,7209.0,1.023569501632827,0.0,935.0,23865.0,3.388470822092858,0.0,987.0,13528.0,1.9207723981257987,0.0,221.0,169.0,0.02399545648161295,0.0,70.0,37956.0,5.389180746840835,0.0,886.0
"Raleigh/Durham, NC -> Boston, MA",82553.0,21.2655847501288,0.0,906.0,3628.0,0.93456980937661,0.0,704.0,20995.0,5.408294693456981,0.0,886.0,29445.0,7.58500772797527,0.0,341.0,45.0,0.011591962905718702,0.0,45.0,28440.0,7.326120556414219,0.0,414.0
"San Francisco, CA -> San Diego, CA",82502.0,10.861242759347025,0.0,653.0,1347.0,0.1773301737756714,0.0,592.0,19928.0,2.623486045286993,0.0,311.0,13166.0,1.733280674038968,0.0,134.0,30.0,0.0039494470774091624,0.0,19.0,48031.0,6.323196419167983,0.0,352.0
"Dallas/Fort Worth, TX -> Phoenix, AZ",82310.0,17.789064188459044,0.0,1184.0,5472.0,1.1826237302787983,0.0,321.0,30907.0,6.679706073049492,0.0,758.0,10428.0,2.2537281175707804,0.0,217.0,6.0,0.0012967365463583316,0.0,3.0,35497.0,7.671709531013616,0.0,1173.0
"Salt Lake City, UT -> Denver, CO",81244.0,11.555113070686957,0.0,1384.0,4886.0,0.6949224861328402,0.0,967.0,28122.0,3.9997155454416156,0.0,1384.0,23696.0,3.370217607737164,0.0,1030.0,34.0,0.004835727492533068,0.0,33.0,24506.0,3.4854217038828046,0.0,379.0
"Charlotte, NC -> Washington, DC",80677.0,11.454919778503479,0.0,1056.0,4955.0,0.7035354252449241,0.0,279.0,20892.0,2.9663495669459037,0.0,827.0,17091.0,2.4266647735340054,0.0,1056.0,106.0,0.015050404657106347,0.0,29.0,37633.0,5.343319608121539,0.0,645.0
"Portland, OR -> San Francisco, CA",80056.0,15.611544461778472,0.0,1047.0,1736.0,0.33853354134165364,0.0,350.0,11134.0,2.171216848673947,0.0,1047.0,45491.0,8.87109984399376,0.0,340.0,0.0,0.0,0.0,0.0,21695.0,4.230694227769111,0.0,362.0
"San Juan, PR -> Orlando, FL",79938.0,15.232088414634147,0.0,944.0,802.0,0.15282012195121952,0.0,507.0,29861.0,5.689977134146342,0.0,868.0,9735.0,1.8549923780487805,0.0,944.0,395.0,0.07526676829268293,0.0,245.0,39145.0,7.459032012195122,0.0,502.0
"Boston, MA -> Baltimore, MD",79696.0,14.26965085049239,0.0,807.0,2543.0,0.45532676812891676,0.0,408.0,24610.0,4.406445837063563,0.0,525.0,14986.0,2.68325872873769,0.0,358.0,112.0,0.020053715308863025,0.0,27.0,37445.0,6.7045658012533575,0.0,800.0
"Tampa, FL -> Newark, NJ",79447.0,27.226525017135025,0.0,925.0,3583.0,1.2278958190541467,0.0,925.0,9172.0,3.143248800548321,0.0,607.0,48973.0,16.783070596298835,0.0,436.0,0.0,0.0,0.0,0.0,17719.0,6.072309801233722,0.0,464.0
"Chicago, IL -> Charlotte, NC",79431.0,13.431011159959418,0.0,631.0,6362.0,1.075752451809266,0.0,489.0,25089.0,4.242306391613122,0.0,631.0,16539.0,2.7965843760568143,0.0,386.0,24.0,0.004058167061210686,0.0,24.0,31417.0,5.312309773419006,0.0,585.0
"Boston, MA -> Orlando, FL",79411.0,18.28482615703431,0.0,1058.0,4301.0,0.990329265484688,0.0,802.0,24068.0,5.54179138844117,0.0,834.0,20619.0,4.747639880267096,0.0,964.0,7.0,0.0016117890858853327,0.0,7.0,30416.0,7.003453833755469,0.0,446.0
"Newark, NJ -> Charlotte, NC",79388.0,16.23476482617587,0.0,1202.0,3127.0,0.6394683026584868,0.0,515.0,16961.0,3.4685071574642126,0.0,1202.0,16909.0,3.457873210633947,0.0,507.0,129.0,0.02638036809815951,0.0,44.0,42262.0,8.642535787321064,0.0,1069.0
"Las Vegas, NV -> Dallas/Fort Worth, TX",79100.0,15.531121146671902,0.0,1910.0,1625.0,0.3190653838602003,0.0,848.0,22726.0,4.462203023758099,0.0,1910.0,21117.0,4.146279206754369,0.0,552.0,20.0,0.0039269585705870805,0.0,19.0,33612.0,6.599646573728648,0.0,1100.0
"Richmond, VA -> New York, NY",79009.0,19.061278648974668,0.0,1236.0,4067.0,0.9811821471652593,0.0,1123.0,13051.0,3.1486127864897466,0.0,1215.0,35988.0,8.68226779252111,0.0,886.0,0.0,0.0,0.0,0.0,25903.0,6.249215922798553,0.0,1198.0
"Dallas/Fort Worth, TX -> Las Vegas, NV",78714.0,15.452296819787986,0.0,869.0,4174.0,0.8193953670985473,0.0,350.0,24888.0,4.885747938751472,0.0,869.0,18501.0,3.631919905771496,0.0,533.0,34.0,0.006674519042010208,0.0,14.0,31117.0,6.10855908912446,0.0,374.0
"Washington, DC -> Newark, NJ",78564.0,25.19692110327133,0.0,1125.0,4552.0,1.4599101988454137,0.0,1013.0,9495.0,3.0452212957023734,0.0,1125.0,40657.0,13.039448364336113,0.0,1110.0,13.0,0.004169339320076972,0.0,13.0,23847.0,7.6481719050673505,0.0,814.0
