ORIGIN_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"San Juan, PR",35517.0,15.388648180242635,0.0,0.0,14955.0,6.479636048526863,4137.0,1.7924610051993068,63.0,0.02729636048526863,16362.0,7.089254766031196
"Aspen, CO",34148.0,37.0770901194354,1937.0,2.1031487513572205,7751.0,8.41585233441911,7970.0,8.653637350705754,68.0,0.0738327904451683,16422.0,17.830618892508145
"San Jose, CA",34010.0,6.905583756345178,1715.0,0.34822335025380713,9364.0,1.9013197969543147,8693.0,1.7650761421319796,41.0,0.008324873096446701,14197.0,2.8826395939086296
"Norfolk, VA",33626.0,17.440871369294605,1327.0,0.6882780082987552,6456.0,3.3485477178423237,12174.0,6.314315352697095,10.0,0.005186721991701245,13659.0,7.08454356846473
"Dallas, TX",31507.0,5.068693693693693,364.0,0.05855855855855856,12545.0,2.0181788931788933,6325.0,1.0175353925353925,120.0,0.019305019305019305,12153.0,1.95511583011583
"Grand Rapids, MI",31308.0,20.788844621513945,4289.0,2.847941567065073,6584.0,4.371845949535192,9522.0,6.322709163346613,5.0,0.0033200531208499337,10908.0,7.243027888446215
"Buffalo, NY",30773.0,16.103087388801676,3159.0,1.653061224489796,7872.0,4.119309262166405,8757.0,4.582417582417582,0.0,0.0,10985.0,5.7482993197278915
"Jacksonville, FL",30156.0,11.164753794890782,1093.0,0.4046649389115142,8066.0,2.9863013698630136,9199.0,3.405775638652351,0.0,0.0,11798.0,4.368011847463903
"Omaha, NE",29997.0,14.718842001962708,1468.0,0.7203140333660452,9163.0,4.496074582924436,9442.0,4.63297350343474,0.0,0.0,9924.0,4.869479882237488
"Richmond, VA",29586.0,15.313664596273291,1926.0,0.9968944099378882,6064.0,3.1387163561076603,12202.0,6.315734989648033,0.0,0.0,9394.0,4.86231884057971
"Louisville, KY",27829.0,15.573027420257414,2171.0,1.2148852825965304,8230.0,4.605484051482932,8321.0,4.65640738668159,29.0,0.016228315612758813,9078.0,5.080022383883604
"Oklahoma City, OK",27466.0,14.586298459904407,5380.0,2.857142857142857,6600.0,3.505045140732873,5235.0,2.780138077535847,64.0,0.033988316516197555,10187.0,5.409984067976633
"Santa Ana, CA",26373.0,7.720433255269321,955.0,0.27956674473067916,5546.0,1.623536299765808,9646.0,2.8237704918032787,0.0,0.0,10226.0,2.993559718969555
"Hartford, CT",25372.0,10.615899581589957,1358.0,0.5682008368200837,7362.0,3.0803347280334727,5548.0,2.3213389121338914,0.0,0.0,11104.0,4.6460251046025105
"Burbank, CA",25055.0,10.540597391670172,326.0,0.137147665124106,8178.0,3.4404711821623897,7072.0,2.9751787968026924,7.0,0.002944888514934792,9472.0,3.9848548590660497
"Sacramento, CA",24647.0,6.18804920913884,562.0,0.14109967361285464,5247.0,1.3173487321114739,7050.0,1.7700225960331408,0.0,0.0,11788.0,2.959578207381371
"Honolulu, HI",24294.0,6.176964149504196,632.0,0.16069158403254513,11088.0,2.8192219679633865,1827.0,0.4645308924485126,1200.0,0.30511060259344014,9547.0,2.427409102466311
"Oakland, CA",24036.0,5.741997133301481,394.0,0.09412326803631152,8974.0,2.1438127090301005,4518.0,1.0793119923554706,31.0,0.007405637840420449,10119.0,2.4173435260391782
"Syracuse, NY",23669.0,21.05782918149466,1008.0,0.896797153024911,7464.0,6.640569395017794,5684.0,5.056939501779359,0.0,0.0,9513.0,8.463523131672599
"Reno, NV",22840.0,14.783171521035598,1210.0,0.7831715210355987,6681.0,4.324271844660194,5824.0,3.76957928802589,0.0,0.0,9125.0,5.906148867313916
"Des Moines, IA",22416.0,16.506627393225333,1578.0,1.1620029455081002,9012.0,6.636229749631812,5687.0,4.187776141384389,0.0,0.0,6139.0,4.520618556701031
"San Antonio, TX",20425.0,6.269183548189073,13.0,0.003990178023327195,4857.0,1.4907918968692448,6288.0,1.9300184162062615,13.0,0.003990178023327195,9254.0,2.840392879066912
"Burlington, VT",20128.0,28.07252440725244,2980.0,4.156206415620642,3946.0,5.503486750348675,5656.0,7.888423988842399,0.0,0.0,7546.0,10.524407252440724
"White Plains, NY",19096.0,20.984615384615385,2849.0,3.1307692307692307,6385.0,7.016483516483516,1882.0,2.0681318681318683,6.0,0.006593406593406593,7974.0,8.762637362637363
"Rochester, NY",18955.0,17.061206120612063,1417.0,1.2754275427542754,4274.0,3.846984698469847,6507.0,5.856885688568857,17.0,0.0153015301530153,6740.0,6.066606660666067
"Memphis, TN",18803.0,9.712293388429751,1.0,5.165289256198347E-4,5102.0,2.635330578512397,6293.0,3.25051652892562,0.0,0.0,7407.0,3.8259297520661155
"Madison, WI",18600.0,18.111002921129504,2412.0,2.3485881207400197,5077.0,4.943524829600779,4519.0,4.400194741966894,0.0,0.0,6592.0,6.418695228821811
"Kahului, HI",18256.0,8.718242597898758,384.0,0.1833810888252149,9727.0,4.645176695319962,1308.0,0.6246418338108882,0.0,0.0,6837.0,3.2650429799426934
"Palm Springs, CA",17902.0,13.551854655563966,591.0,0.4473883421650265,3728.0,2.822104466313399,6446.0,4.879636638909917,0.0,0.0,7137.0,5.4027252081756245
"Savannah, GA",17509.0,15.042096219931272,1378.0,1.1838487972508591,4524.0,3.88659793814433,5802.0,4.984536082474227,0.0,0.0,5805.0,4.987113402061856
"Jackson, WY",17115.0,41.14182692307692,1577.0,3.7908653846153846,3037.0,7.300480769230769,3864.0,9.288461538461538,0.0,0.0,8637.0,20.76201923076923
"Fayetteville, AR",15421.0,14.71469465648855,172.0,0.16412213740458015,5291.0,5.048664122137405,5139.0,4.903625954198473,42.0,0.04007633587786259,4777.0,4.558206106870229
"Tucson, AZ",15212.0,8.584650112866818,645.0,0.3639954853273138,4858.0,2.7415349887133185,4270.0,2.409706546275395,0.0,0.0,5439.0,3.06941309255079
"Knoxville, TN",14969.0,11.088148148148148,1337.0,0.9903703703703703,4550.0,3.3703703703703702,4101.0,3.037777777777778,29.0,0.02148148148148148,4952.0,3.668148148148148
"Fresno, CA",14897.0,15.263319672131148,300.0,0.3073770491803279,5756.0,5.897540983606557,3245.0,3.324795081967213,0.0,0.0,5596.0,5.733606557377049
"Eagle, CO",14705.0,30.508298755186722,932.0,1.933609958506224,2328.0,4.829875518672199,3167.0,6.570539419087137,36.0,0.07468879668049792,8242.0,17.099585062240664
"Birmingham, AL",14661.0,10.310126582278482,463.0,0.32559774964838256,4563.0,3.2088607594936707,2953.0,2.076652601969058,2.0,0.0014064697609001407,6680.0,4.6976090014064695
"Albany, NY",14419.0,14.957468879668049,1789.0,1.8558091286307055,3529.0,3.6607883817427385,4255.0,4.41390041493776,0.0,0.0,4846.0,5.026970954356846
"Providence, RI",14361.0,10.598523985239853,939.0,0.6929889298892989,2560.0,1.8892988929889298,3830.0,2.8265682656826567,87.0,0.06420664206642067,6945.0,5.125461254612546
"Charleston, SC",14290.0,8.391074574280681,104.0,0.061068702290076333,3610.0,2.1197886083382267,4724.0,2.773928361714621,4.0,0.002348796241926013,5848.0,3.433940105695831
"Greensboro/High Point, NC",14252.0,11.558799675587997,534.0,0.43309002433090027,3096.0,2.510948905109489,4981.0,4.039740470397405,15.0,0.012165450121654502,5626.0,4.562854825628548
"Lexington, KY",14229.0,18.289203084832906,1220.0,1.5681233933161953,4619.0,5.9370179948586115,4218.0,5.42159383033419,0.0,0.0,4172.0,5.362467866323907
"Ontario, CA",13484.0,8.113116726835138,100.0,0.06016847172081829,3481.0,2.094464500601685,4124.0,2.4813477737665464,56.0,0.03369434416365824,5723.0,3.4434416365824307
"Cedar Rapids/Iowa City, IA",12862.0,17.814404432132964,1277.0,1.7686980609418284,4214.0,5.836565096952908,2844.0,3.9390581717451525,0.0,0.0,4527.0,6.270083102493075
"Boise, ID",12848.0,8.152284263959391,77.0,0.04885786802030457,3576.0,2.269035532994924,4353.0,2.7620558375634516,0.0,0.0,4842.0,3.0723350253807107
"Fargo, ND",12841.0,29.79350348027842,2474.0,5.740139211136891,5911.0,13.71461716937355,1547.0,3.589327146171694,13.0,0.030162412993039442,2896.0,6.719257540603248
"Albuquerque, NM",12257.0,7.080878105141537,580.0,0.3350664355863663,3641.0,2.103408434430965,4242.0,2.4506065857885617,14.0,0.008087810514153668,3780.0,2.1837088388214903
"Fort Wayne, IN",12101.0,20.82788296041308,670.0,1.153184165232358,4486.0,7.721170395869191,2920.0,5.025817555938038,0.0,0.0,4025.0,6.927710843373494
"South Bend, IN",11652.0,20.478031634446396,1017.0,1.7873462214411249,4962.0,8.720562390158172,2536.0,4.456942003514938,0.0,0.0,3137.0,5.513181019332162
"Medford, OR",11526.0,33.02578796561605,822.0,2.355300859598854,3302.0,9.461318051575931,2444.0,7.002865329512894,32.0,0.09169054441260745,4926.0,14.114613180515759
"Bend/Redmond, OR",11102.0,41.11851851851852,2392.0,8.85925925925926,1590.0,5.888888888888889,3717.0,13.766666666666667,0.0,0.0,3403.0,12.603703703703705
"Sioux Falls, SD",11013.0,18.761499148211243,784.0,1.3356047700170357,3215.0,5.477001703577513,2089.0,3.5587734241908007,24.0,0.04088586030664395,4901.0,8.34923339011925
"Dayton, OH",10955.0,10.325164938737041,238.0,0.22431668237511782,3091.0,2.9132893496701224,4074.0,3.8397737983034874,0.0,0.0,3552.0,3.347785108388313
"Greer, SC",10806.0,9.050251256281408,559.0,0.46817420435510887,3668.0,3.0720268006700167,2717.0,2.275544388609715,0.0,0.0,3862.0,3.234505862646566
"Bozeman, MT",10790.0,18.571428571428573,375.0,0.6454388984509466,1269.0,2.1841652323580036,5722.0,9.84853700516351,0.0,0.0,3424.0,5.89328743545611
"Long Beach, CA",10728.0,8.86611570247934,191.0,0.1578512396694215,2784.0,2.3008264462809915,3180.0,2.628099173553719,0.0,0.0,4573.0,3.7793388429752066
"Colorado Springs, CO",10665.0,14.957924263674615,251.0,0.3520336605890603,5363.0,7.521739130434782,2778.0,3.8962131837307155,0.0,0.0,2273.0,3.1879382889200563
"Moline, IL",10546.0,24.75586854460094,2224.0,5.220657276995305,2811.0,6.598591549295775,2031.0,4.767605633802817,0.0,0.0,3480.0,8.169014084507042
"Sarasota/Bradenton, FL",10508.0,15.521418020679468,40.0,0.059084194977843424,1424.0,2.103397341211226,4947.0,7.307237813884786,0.0,0.0,4097.0,6.051698670605613
"El Paso, TX",10409.0,7.797003745318352,46.0,0.03445692883895131,4740.0,3.550561797752809,1359.0,1.0179775280898877,3.0,0.0022471910112359553,4261.0,3.1917602996254684
"Asheville, NC",10187.0,16.45718901453958,173.0,0.27948303715670436,4061.0,6.560581583198708,1057.0,1.7075928917609047,0.0,0.0,4896.0,7.909531502423263
"Wichita, KS",10186.0,12.513513513513514,244.0,0.29975429975429974,3107.0,3.8169533169533167,3000.0,3.6855036855036856,0.0,0.0,3835.0,4.711302211302211
"Springfield, MO",9930.0,14.865269461077844,395.0,0.5913173652694611,3323.0,4.974550898203593,2906.0,4.350299401197605,20.0,0.029940119760479042,3286.0,4.919161676646707
"Spokane, WA",9703.0,10.38865096359743,366.0,0.39186295503211993,3816.0,4.085653104925053,2589.0,2.771948608137045,0.0,0.0,2932.0,3.139186295503212
"Tulsa, OK",9643.0,6.848721590909091,64.0,0.045454545454545456,2801.0,1.9893465909090908,2196.0,1.5596590909090908,0.0,0.0,4582.0,3.2542613636363638
"Harrisburg, PA",9559.0,19.1563126252505,407.0,0.8156312625250501,3767.0,7.5490981963927855,2339.0,4.687374749498998,5.0,0.01002004008016032,3041.0,6.094188376753507
"Akron, OH",9319.0,17.13051470588235,1298.0,2.386029411764706,3444.0,6.330882352941177,2697.0,4.957720588235294,21.0,0.03860294117647059,1859.0,3.417279411764706
"Baton Rouge, LA",9282.0,15.068181818181818,1815.0,2.9464285714285716,3545.0,5.75487012987013,1319.0,2.1412337662337664,0.0,0.0,2603.0,4.22564935064935
"Portland, ME",9082.0,12.322930800542741,494.0,0.6702849389416553,1915.0,2.598371777476255,2953.0,4.006784260515603,0.0,0.0,3720.0,5.047489823609227
"Santa Barbara, CA",8189.0,14.862068965517242,217.0,0.3938294010889292,1643.0,2.9818511796733214,3333.0,6.049001814882033,0.0,0.0,2996.0,5.437386569872959
"Eugene, OR",7986.0,25.51437699680511,0.0,0.0,1019.0,3.2555910543130993,2964.0,9.46964856230032,0.0,0.0,4003.0,12.789137380191693
"Chattanooga, TN",7975.0,10.4521625163827,457.0,0.598951507208388,3231.0,4.234600262123198,1431.0,1.875491480996068,0.0,0.0,2856.0,3.743119266055046
"Charlottesville, VA",7939.0,16.927505330490405,138.0,0.2942430703624733,1776.0,3.786780383795309,2787.0,5.9424307036247335,0.0,0.0,3238.0,6.904051172707889
"Rapid City, SD",7880.0,29.62406015037594,1653.0,6.214285714285714,572.0,2.1503759398496243,641.0,2.4097744360902253,0.0,0.0,5014.0,18.849624060150376
"Little Rock, AR",7826.0,7.561352657004831,73.0,0.07053140096618357,2177.0,2.1033816425120775,1933.0,1.8676328502415458,0.0,0.0,3643.0,3.519806763285024
"San Luis Obispo, CA",7714.0,18.768856447688563,261.0,0.635036496350365,2302.0,5.600973236009732,2043.0,4.970802919708029,0.0,0.0,3108.0,7.562043795620438
"Key West, FL",7691.0,14.269016697588127,153.0,0.28385899814471244,1041.0,1.9313543599257885,3226.0,5.9851576994434135,0.0,0.0,3271.0,6.0686456400742115
"Myrtle Beach, SC",7442.0,13.033274956217163,68.0,0.1190893169877408,1789.0,3.1330998248686517,4064.0,7.117338003502627,0.0,0.0,1521.0,2.6637478108581436
"Sanford, FL",7424.0,10.651362984218077,87.0,0.12482065997130559,2906.0,4.169296987087518,1353.0,1.9411764705882353,0.0,0.0,3078.0,4.416068866571019
"Appleton, WI",7311.0,18.746153846153845,394.0,1.0102564102564102,2300.0,5.897435897435898,1190.0,3.051282051282051,0.0,0.0,3427.0,8.787179487179488
"Lihue, HI",7177.0,6.317781690140845,299.0,0.2632042253521127,2950.0,2.596830985915493,546.0,0.48063380281690143,10.0,0.008802816901408451,3372.0,2.9683098591549295
"Green Bay, WI",7009.0,19.633053221288517,943.0,2.641456582633053,2305.0,6.456582633053221,1290.0,3.6134453781512605,0.0,0.0,2471.0,6.921568627450981
"Kona, HI",6830.0,5.710702341137123,8.0,0.006688963210702341,2178.0,1.8210702341137124,963.0,0.8051839464882943,21.0,0.017558528428093644,3660.0,3.060200668896321
"Pensacola, FL",6803.0,7.508830022075055,175.0,0.19315673289183222,1087.0,1.1997792494481236,2329.0,2.5706401766004414,32.0,0.03532008830022075,3180.0,3.5099337748344372
"Peoria, IL",6355.0,17.31607629427793,1219.0,3.321525885558583,1228.0,3.346049046321526,1409.0,3.8392370572207084,53.0,0.1444141689373297,2446.0,6.664850136239782
"Midland/Odessa, TX",6258.0,8.679611650485437,152.0,0.21081830790568654,3233.0,4.484049930651873,1144.0,1.5866851595006934,0.0,0.0,1729.0,2.3980582524271843
"Jackson/Vicksburg, MS",6240.0,9.483282674772036,239.0,0.36322188449848025,2202.0,3.346504559270517,1066.0,1.6200607902735562,0.0,0.0,2733.0,4.1534954407294835
"Huntsville, AL",6081.0,8.540730337078651,33.0,0.046348314606741575,1371.0,1.925561797752809,1032.0,1.449438202247191,0.0,0.0,3645.0,5.11938202247191
"Hayden, CO",5863.0,22.724806201550386,13.0,0.050387596899224806,2149.0,8.329457364341085,1054.0,4.0852713178294575,0.0,0.0,2647.0,10.25968992248062
"Wilmington, NC",5792.0,10.569343065693431,17.0,0.03102189781021898,2356.0,4.299270072992701,1667.0,3.041970802919708,0.0,0.0,1752.0,3.197080291970803
"Rochester, MN",5731.0,18.607142857142858,109.0,0.3538961038961039,1579.0,5.126623376623376,1421.0,4.613636363636363,0.0,0.0,2622.0,8.512987012987013
"Charleston/Dunbar, WV",5626.0,16.644970414201183,1231.0,3.6420118343195265,1576.0,4.662721893491124,733.0,2.168639053254438,0.0,0.0,2086.0,6.171597633136095
"Meridian, MS",5589.0,60.096774193548384,0.0,0.0,3391.0,36.46236559139785,153.0,1.6451612903225807,0.0,0.0,2045.0,21.989247311827956
"Anchorage, AK",5582.0,4.238420652999241,490.0,0.3720577069096431,2711.0,2.058466211085801,643.0,0.4882308276385725,0.0,0.0,1738.0,1.319665907365224
"Jamestown, ND",5524.0,65.76190476190476,911.0,10.845238095238095,1580.0,18.80952380952381,165.0,1.9642857142857142,0.0,0.0,2868.0,34.142857142857146
"Allentown/Bethlehem/Easton, PA",5440.0,16.047197640117993,348.0,1.0265486725663717,1881.0,5.548672566371682,1678.0,4.949852507374631,0.0,0.0,1533.0,4.522123893805309
"Bloomington/Normal, IL",5287.0,22.69098712446352,949.0,4.072961373390558,2748.0,11.793991416309012,435.0,1.8669527896995708,185.0,0.7939914163090128,970.0,4.163090128755365
"Lansing, MI",5100.0,20.0,1218.0,4.776470588235294,1263.0,4.952941176470588,983.0,3.854901960784314,0.0,0.0,1636.0,6.415686274509804
"Islip, NY",5081.0,10.719409282700422,323.0,0.6814345991561181,2169.0,4.575949367088608,1426.0,3.0084388185654007,0.0,0.0,1163.0,2.4535864978902953
"Arcata/Eureka, CA",5064.0,39.25581395348837,0.0,0.0,1518.0,11.767441860465116,2353.0,18.24031007751938,0.0,0.0,1193.0,9.248062015503876
"Duluth, MN",5040.0,28.0,1469.0,8.161111111111111,1298.0,7.211111111111111,687.0,3.816666666666667,0.0,0.0,1586.0,8.811111111111112
"Traverse City, MI",4975.0,21.536796536796537,333.0,1.4415584415584415,1494.0,6.467532467532467,573.0,2.4805194805194803,0.0,0.0,2575.0,11.147186147186147
"Punta Gorda, FL",4961.0,11.728132387706856,147.0,0.3475177304964539,1116.0,2.6382978723404253,906.0,2.141843971631206,0.0,0.0,2792.0,6.60047281323877
"Newburgh/Poughkeepsie, NY",4860.0,40.84033613445378,0.0,0.0,1425.0,11.974789915966387,404.0,3.3949579831932772,0.0,0.0,3031.0,25.470588235294116
"Charlotte Amalie, VI",4847.0,13.888252148997134,190.0,0.5444126074498568,833.0,2.3868194842406876,526.0,1.507163323782235,0.0,0.0,3298.0,9.449856733524355
"Shreveport, LA",4838.0,9.375968992248062,599.0,1.1608527131782946,1051.0,2.0368217054263567,1099.0,2.12984496124031,0.0,0.0,2089.0,4.0484496124031
"Columbia, SC",4773.0,7.6368,21.0,0.0336,1128.0,1.8048,1080.0,1.728,0.0,0.0,2544.0,4.0704
"Bismarck/Mandan, ND",4596.0,15.90311418685121,1048.0,3.6262975778546713,581.0,2.01038062283737,479.0,1.657439446366782,104.0,0.35986159169550175,2384.0,8.249134948096886
"Champaign/Urbana, IL",4566.0,22.38235294117647,1494.0,7.323529411764706,1807.0,8.857843137254902,482.0,2.3627450980392157,0.0,0.0,783.0,3.838235294117647
"Lafayette, LA",4433.0,10.605263157894736,151.0,0.361244019138756,791.0,1.8923444976076556,1081.0,2.5861244019138754,23.0,0.05502392344497608,2387.0,5.7105263157894735
"Manchester, NH",4331.0,7.019448946515397,0.0,0.0,1109.0,1.7974068071312803,1297.0,2.1021069692058347,0.0,0.0,1925.0,3.119935170178282
"Valparaiso, FL",4290.0,8.68421052631579,561.0,1.1356275303643724,342.0,0.6923076923076923,647.0,1.3097165991902835,0.0,0.0,2740.0,5.5465587044534415
"Mobile, AL",4261.0,9.728310502283104,93.0,0.21232876712328766,1396.0,3.1872146118721463,907.0,2.0707762557077625,0.0,0.0,1865.0,4.257990867579909
"Monterey, CA",4093.0,11.213698630136987,0.0,0.0,719.0,1.9698630136986301,1233.0,3.378082191780822,0.0,0.0,2141.0,5.865753424657535
"Juneau, AK",4075.0,12.694704049844237,284.0,0.8847352024922118,983.0,3.0623052959501558,1064.0,3.3146417445482865,0.0,0.0,1744.0,5.433021806853582
